Education,Income,Own_Home,Debt,Car,Loan
College,164969.66,Yes,443889.86,294.16,Yes
College,100925.30,Yes,422299.30,14222.33,Yes
Vocational,178016.88,No,271611.15,12984.78,Yes
Primary,119263.78,Yes,390382.37,43652.21,Yes
College,71546.38,No,404174.71,6135.90,No
Vocational,74551.75,Yes,266186.69,40033.34,Yes
Primary,42548.07,No,420396.52,12433.07,No
Vocational,82853.86,Yes,265392.70,20149.58,No
Vocational,122493.83,No,106862.99,27937.40,No
College,65574.08,No,29186.66,40506.57,No
College,95634.21,No,351132.64,44481.91,No
Primary,188888.23,No,370248.43,23420.84,Yes
Vocational,54058.69,Yes,224621.54,27817.42,Yes
Vocational,95061.03,No,160884.72,37394.81,No
College,158307.57,Yes,406921.30,28338.58,Yes
College,187982.55,No,134753.25,1416.45,No
College,81067.03,Yes,162751.50,9411.86,Yes
Vocational,72186.18,Yes,386971.10,27958.28,No
College,66970.78,No,447844.40,22158.29,No
College,195824.77,No,349176.03,46277.23,Yes
Vocational,48594.73,No,9271.96,24096.31,Yes
Primary,168323.26,No,100691.80,43706.94,No
Primary,119948.05,No,388292.37,23139.36,Yes
Primary,32384.01,No,179927.08,49470.91,No
Vocational,96168.43,Yes,377630.03,8264.11,Yes
Primary,168305.54,Yes,481360.82,24548.82,Yes
Primary,165092.60,Yes,92390.82,31577.57,Yes
Vocational,113662.70,Yes,29933.93,35216.25,Yes
College,79616.00,Yes,316999.61,27385.82,No
College,49710.24,No,494408.81,39490.78,No
College,198154.65,Yes,253401.01,15942.61,Yes
Primary,67028.64,No,78135.42,15908.10,Yes
College,140795.20,Yes,6898.38,42695.95,Yes
Primary,89253.85,Yes,95909.98,20682.78,Yes
Vocational,98393.56,Yes,366566.99,26858.28,No
College,124352.34,Yes,185639.49,29964.82,Yes
Primary,129672.43,Yes,333767.48,11928.90,Yes
College,36856.73,No,341866.28,42521.05,No
College,40754.78,No,119653.98,43067.74,No
College,103083.51,Yes,261246.49,45898.59,Yes
Primary,112921.43,Yes,117788.80,37017.08,Yes
Primary,39077.59,No,399293.07,14258.21,Yes
Vocational,130049.25,Yes,233545.17,11867.64,Yes
College,151526.86,Yes,218181.13,23363.37,Yes
College,102308.76,Yes,181263.69,11141.54,Yes
Primary,192106.45,Yes,28813.17,34513.34,Yes
Vocational,72461.00,Yes,486851.09,39528.67,No
Primary,191548.06,Yes,446552.76,31917.43,Yes
Vocational,40461.28,Yes,250099.24,10702.42,No
Vocational,183676.87,No,10320.67,39280.05,No
Vocational,129576.94,No,379547.24,17922.17,Yes
College,153423.92,No,107152.35,22262.94,No
Primary,71352.08,No,313253.63,1200.63,No
Vocational,176358.12,No,273120.61,742.90,Yes
Primary,185989.77,Yes,75018.68,20565.04,Yes
Vocational,113649.29,Yes,129729.12,16111.72,Yes
College,183756.69,No,296159.95,43171.63,Yes
Vocational,59784.35,Yes,209733.75,48120.43,Yes
Vocational,69186.73,No,44776.02,6305.64,No
College,112389.82,No,405874.37,21997.31,Yes
Vocational,158339.15,No,117485.43,4875.92,No
Primary,57268.21,No,306602.73,24904.35,No
Vocational,120910.70,Yes,343636.00,22341.28,Yes
College,184186.45,Yes,103400.41,25186.57,Yes
Primary,61642.17,No,259027.56,4951.61,No
College,154868.03,Yes,210867.52,29941.35,Yes
College,173163.93,Yes,417142.59,44203.25,Yes
Primary,107216.63,Yes,6937.40,22256.67,Yes
Primary,44045.06,No,264609.72,28040.25,No
Primary,34931.22,No,494315.46,43697.30,Yes
College,151746.65,Yes,108508.44,32540.83,Yes
Primary,48402.70,Yes,286347.30,44012.59,Yes
Vocational,135454.78,Yes,207783.02,34335.90,Yes
College,73140.45,No,448090.92,2937.40,No
Primary,53244.10,Yes,499533.59,17361.71,No
College,75147.56,No,182806.12,2011.48,No
Vocational,191504.69,No,307376.07,21966.99,Yes
Vocational,98727.89,Yes,268628.81,37231.32,Yes
College,69730.69,Yes,476267.16,4179.42,No
Primary,173457.59,No,171917.98,11416.45,No
Primary,94653.28,Yes,120100.56,24720.14,Yes
College,143003.81,Yes,426461.42,8583.03,Yes
Primary,165323.79,Yes,395362.32,3146.95,Yes
Primary,185514.27,Yes,475695.81,8610.06,Yes
College,36239.06,Yes,184430.62,12524.27,No
College,32706.44,Yes,124919.67,37060.37,Yes
College,121777.48,Yes,392349.79,25133.59,Yes
College,54722.77,Yes,378516.24,41693.54,Yes
Vocational,146033.56,Yes,50762.94,16046.35,Yes
Vocational,177049.22,No,412688.43,19721.39,Yes
Vocational,184985.48,No,246356.15,38097.76,Yes
College,48825.38,Yes,202243.87,1022.59,No
Vocational,189553.87,Yes,287614.17,13486.93,Yes
Primary,56066.10,No,49207.56,10726.90,No
Primary,177980.82,No,267479.05,43721.04,Yes
Vocational,169512.97,Yes,211532.98,19958.04,Yes
Vocational,90480.50,No,39841.92,10186.36,No
Vocational,191778.90,Yes,74476.06,44027.21,Yes
Vocational,67217.35,Yes,432383.57,40734.81,No
Primary,62280.91,Yes,73622.85,34394.54,Yes
Primary,65203.67,Yes,472137.37,13745.78,No
Vocational,65602.45,Yes,432518.87,9122.23,Yes
Vocational,81493.63,Yes,301407.39,10230.54,No
Vocational,180504.53,Yes,110056.15,30692.78,Yes
College,145664.43,No,198927.25,7898.67,Yes
College,172148.65,Yes,488507.64,35694.49,Yes
Primary,195001.21,No,400659.96,26623.01,Yes
College,69535.48,Yes,367472.59,34881.62,No
College,58815.81,Yes,453203.54,41323.44,No
Primary,68678.17,Yes,113744.94,7454.19,Yes
Primary,188212.86,Yes,467901.53,1797.89,Yes
Vocational,178311.97,Yes,122788.30,35484.00,Yes
Primary,73098.84,Yes,6638.91,42348.06,No
Vocational,46669.56,Yes,414439.79,46491.70,Yes
College,59699.55,No,484391.18,29243.89,No
Primary,111453.18,No,474159.67,47781.74,Yes
College,47385.80,No,279154.43,23340.83,No
College,103867.46,Yes,80836.00,33670.55,Yes
Primary,142298.14,Yes,481685.66,15305.22,Yes
Vocational,183605.27,Yes,457947.08,11315.67,Yes
Vocational,186989.81,No,115918.60,39863.32,No
Vocational,59585.86,No,395487.69,29056.43,No
Primary,39213.22,No,426042.20,11847.25,Yes
Primary,123442.67,No,86345.63,3935.24,Yes
Vocational,177217.61,No,99154.47,31752.57,Yes
College,116317.35,No,317320.74,38960.41,Yes
College,87674.40,Yes,63623.87,29102.13,No
College,43990.16,Yes,271396.74,3845.06,Yes
Vocational,133005.54,Yes,50849.55,37675.72,Yes
College,159358.25,No,15715.61,26378.42,No
College,50153.78,Yes,352750.22,3354.30,No
Vocational,193165.58,Yes,936.62,10209.30,Yes
Vocational,103714.60,Yes,80849.43,8680.67,Yes
Primary,156586.75,Yes,240361.19,45793.61,Yes
College,156266.11,Yes,432706.80,4162.45,Yes
Primary,70247.75,Yes,480276.32,31306.64,No
Primary,89149.58,Yes,492862.94,41329.38,No
College,61659.10,No,358349.45,33540.68,No
Primary,42483.28,No,41776.63,17472.64,No
Vocational,102651.47,No,388361.58,37469.88,Yes
College,110949.12,Yes,235918.96,8312.15,Yes
Vocational,52350.47,Yes,320037.22,40933.52,Yes
College,153523.32,No,463498.22,18444.80,Yes
Vocational,158955.99,Yes,375553.92,17061.49,Yes
Vocational,174797.01,No,171699.24,36186.21,No
College,51635.21,Yes,313982.53,26186.65,No
Vocational,39708.87,Yes,152644.72,31163.19,Yes
Vocational,85195.52,Yes,171619.02,31657.73,Yes
Vocational,43681.71,No,331349.40,12906.55,No
Primary,88599.89,No,26502.00,6901.23,No
Vocational,76072.99,No,413665.73,19346.51,No
Vocational,151068.31,No,293316.24,46328.71,Yes
College,77626.53,Yes,123504.11,13819.73,Yes
College,169616.55,No,376647.16,38344.69,Yes
College,198996.15,Yes,60972.43,7932.82,Yes
Primary,193822.93,Yes,60545.49,42554.72,Yes
Primary,104679.60,No,406711.12,12624.03,Yes
Vocational,49027.67,Yes,137336.67,20924.71,Yes
Primary,52000.38,No,321422.65,34717.13,No
College,163890.55,Yes,327597.04,44989.55,Yes
Primary,35298.97,Yes,124484.43,16528.42,Yes
Primary,152400.74,Yes,405047.60,13831.39,Yes
Vocational,62875.53,Yes,444780.47,10651.25,No
College,65858.52,No,81720.46,3071.93,Yes
Vocational,49362.40,No,195870.21,28220.40,No
College,165897.68,Yes,311990.50,8855.22,Yes
Primary,77220.79,Yes,389318.22,34943.40,No
College,68363.24,No,308140.48,46806.17,No
Vocational,76572.71,Yes,61162.50,41699.16,No
College,195518.81,No,319998.79,5629.75,Yes
Vocational,117825.03,No,163324.86,8253.06,Yes
Primary,60052.06,Yes,380236.14,37892.03,No
College,65621.81,No,143193.95,40242.06,No
Primary,180942.83,No,111598.27,43498.21,No
Primary,83299.53,Yes,431724.28,48319.20,Yes
Vocational,56141.18,Yes,75979.50,14535.95,Yes
College,148795.76,No,271077.56,41998.58,Yes
Vocational,71726.74,No,6711.71,7610.15,No
Vocational,119156.40,No,141422.59,1374.32,Yes
Vocational,122230.70,No,208668.31,11569.41,Yes
College,97674.75,No,42273.22,28598.99,No
Primary,78903.07,No,216689.29,36480.62,No
Primary,88502.67,Yes,430064.08,47182.65,Yes
College,138767.60,Yes,241925.95,38184.87,Yes
Vocational,165419.79,No,489946.16,40675.04,Yes
Primary,166333.79,No,264292.29,46302.80,Yes
Primary,65887.27,No,420109.59,18451.05,No
College,198220.42,Yes,365196.91,6335.95,Yes
Primary,104987.78,No,74274.40,42284.77,Yes
Vocational,82054.45,Yes,178753.61,31838.97,Yes
College,126134.34,Yes,44873.05,35801.06,Yes
Primary,105304.43,Yes,452401.57,33896.72,Yes
Primary,33022.00,Yes,338903.41,10706.65,Yes
Primary,118005.82,No,493145.63,6649.42,Yes
College,77929.58,No,426359.96,8051.30,No
Vocational,36546.76,No,147484.29,31649.97,No
Primary,93738.82,No,113067.56,25460.60,No
Vocational,99265.83,No,23422.27,10496.75,No
Primary,152350.11,Yes,468988.97,990.50,Yes
Vocational,132570.28,Yes,169905.48,23943.29,Yes
College,178440.22,Yes,11722.30,3442.85,Yes
Vocational,159808.98,No,86540.13,5523.02,Yes
College,43554.79,No,418471.58,20294.54,No
Vocational,33645.90,No,268122.33,23617.34,No
Primary,112064.09,No,378995.26,46261.95,Yes
Primary,125982.83,No,434290.45,16019.53,Yes
College,30772.54,Yes,404470.49,15110.84,Yes
Primary,137365.58,No,247425.44,25989.71,Yes
Vocational,146172.96,Yes,225425.76,7669.20,Yes
Vocational,180447.64,Yes,256671.31,30913.77,Yes
Vocational,162498.00,Yes,92118.24,40731.76,Yes
Primary,142018.94,Yes,288573.64,4222.00,Yes
Primary,183666.80,Yes,485667.26,15604.56,Yes
Vocational,107010.30,Yes,301142.85,25713.99,Yes
College,109229.51,No,372159.98,45879.57,Yes
Vocational,52936.89,Yes,36856.79,15683.07,No
Vocational,64022.38,No,261293.47,15013.67,No
Primary,64190.79,Yes,242858.72,23518.77,No
College,58245.10,No,473206.01,870.00,No
Vocational,159919.30,Yes,396178.08,11271.93,Yes
Primary,89025.09,No,285161.81,36831.14,No
Vocational,113332.59,No,470162.42,37663.44,Yes
Vocational,92433.99,Yes,149586.22,232.85,Yes
Vocational,184145.29,Yes,254952.85,27366.72,Yes
Primary,41318.92,No,197821.01,31418.46,No
College,119784.06,Yes,457774.96,29828.14,Yes
College,69186.86,Yes,371666.18,37060.03,No
College,32286.56,Yes,190236.90,27212.48,Yes
College,87101.44,Yes,375283.75,4257.49,Yes
Primary,32680.48,Yes,273157.77,41029.51,Yes
Primary,98854.12,Yes,392278.39,29900.01,No
Primary,134419.56,Yes,185841.83,18131.71,Yes
College,77588.78,Yes,367542.84,16472.83,No
College,183449.73,No,351757.93,24246.55,Yes
Primary,153705.55,No,213246.72,44342.99,Yes
Vocational,176906.99,Yes,266089.82,1995.58,Yes
College,161520.21,Yes,399370.62,8991.44,Yes
Primary,82836.23,Yes,414917.15,6017.23,Yes
Vocational,101590.52,Yes,399635.77,44184.75,Yes
Vocational,48989.61,No,53821.36,43096.47,Yes
College,181537.98,Yes,479370.48,36222.23,Yes
Vocational,175649.18,No,96624.56,2954.02,Yes
College,194414.18,Yes,275622.97,26509.96,Yes
College,155967.28,No,131046.38,10153.27,No
Primary,54862.42,No,203400.06,27782.71,No
Vocational,114582.14,No,359079.68,16123.72,Yes
Primary,199387.52,Yes,396292.71,25418.23,Yes
Vocational,34487.96,Yes,201618.15,18096.78,No
Vocational,41283.63,No,181607.20,10876.42,No
College,182884.89,No,182668.76,46839.05,No
Vocational,41896.19,Yes,250783.06,41641.69,Yes
Vocational,199325.51,No,16820.69,43075.49,No
Primary,192503.63,No,284992.62,894.79,Yes
Primary,161564.20,Yes,374227.01,18462.87,Yes
Vocational,93072.27,No,206995.34,5471.72,No
College,171233.03,Yes,386138.47,32591.38,Yes
College,60559.75,Yes,444237.74,14161.00,No
College,186834.84,No,7310.72,13842.25,Yes
College,72456.86,Yes,184397.01,41364.12,Yes
Primary,99125.81,Yes,127081.36,21583.55,Yes
Vocational,99668.55,No,243646.20,17938.68,No
Primary,174705.40,Yes,81391.09,19001.34,Yes
College,97408.10,Yes,469167.46,11085.68,No
Vocational,135853.30,No,358661.99,6684.16,Yes
Vocational,194240.75,Yes,294915.52,6581.44,Yes
College,103694.92,No,213342.05,10732.42,Yes
College,159319.65,Yes,57014.39,19298.24,Yes
Primary,198327.22,Yes,93186.37,32515.33,Yes
Vocational,63139.27,Yes,429395.83,2776.30,No
Primary,188156.94,Yes,86327.72,1399.49,Yes
Vocational,87386.95,No,463569.37,2166.60,No
Vocational,95873.36,Yes,319822.65,4938.29,Yes
Primary,64435.27,Yes,394913.49,22826.72,No
Vocational,177248.88,Yes,468122.78,4800.02,Yes
Primary,114600.83,Yes,186545.75,19090.57,Yes
Vocational,46332.52,Yes,103618.82,23225.27,Yes
College,133997.72,Yes,227563.00,1427.17,Yes
College,36827.61,No,57245.76,25711.51,Yes
Vocational,165639.44,No,311260.16,19320.93,Yes
Vocational,60076.85,No,385485.37,9676.72,No
College,74558.68,Yes,439886.07,6338.98,Yes
College,67389.19,No,306059.60,40280.40,No
Primary,73439.50,No,430524.14,39193.73,No
Primary,86412.09,No,313234.89,11710.57,No
Vocational,142701.96,Yes,314440.80,6832.03,Yes
College,168005.80,No,130899.13,26323.49,No
College,87522.73,Yes,398193.48,47582.91,Yes
Primary,179279.02,No,209706.68,27315.02,Yes
College,87740.96,No,20034.66,31564.86,No
College,99077.09,No,303662.48,8152.96,No
College,189691.29,No,381584.82,40163.16,Yes
Primary,76012.57,Yes,148993.97,15162.55,Yes
College,51418.69,Yes,258385.30,48724.01,Yes
Vocational,101119.12,No,438705.58,41763.56,Yes
Vocational,136279.10,No,323965.07,5815.42,Yes
Primary,58020.77,Yes,97072.72,119.98,Yes
Vocational,122944.91,No,427177.11,39178.36,Yes
College,132657.36,No,271474.71,40855.57,Yes
Primary,192234.84,No,5205.34,37280.53,Yes
Primary,159779.96,No,320989.34,43862.60,Yes
Primary,166862.31,No,340485.32,48889.66,Yes
Vocational,180479.89,No,354200.28,9240.36,Yes
Primary,32751.33,No,337141.82,46917.04,Yes
College,84343.52,Yes,473496.12,17025.71,No
College,190079.69,Yes,371032.97,37093.75,Yes
College,71216.75,No,352207.50,945.43,No
Vocational,180002.80,No,192081.54,29098.39,Yes
Vocational,160362.75,Yes,255945.35,40471.07,Yes
College,48183.29,No,325146.14,46934.50,No
Primary,95222.85,No,153817.65,37654.27,No
Primary,66497.16,Yes,481775.99,47921.37,No
College,92485.67,Yes,53098.20,27843.73,No
College,82449.27,No,435219.31,33507.83,No
Primary,77126.22,Yes,216331.68,31562.10,Yes
Vocational,129632.43,Yes,216087.03,21225.59,Yes
Primary,152784.35,Yes,266576.01,38547.84,Yes
College,195695.76,No,240280.10,41048.13,Yes
College,172071.00,Yes,14331.39,42819.78,Yes
Vocational,130518.25,Yes,329873.82,5194.37,Yes
College,87194.77,No,238887.36,49976.21,No
College,139627.58,Yes,345168.30,31287.08,Yes
Primary,68597.99,Yes,113664.41,34439.93,Yes
Vocational,44167.70,No,193529.87,28439.48,No
Vocational,94735.85,No,38103.38,45912.83,No
Vocational,183290.48,Yes,146695.67,47281.07,Yes
Primary,44745.47,No,318330.02,11628.80,No
Primary,106900.45,Yes,275135.67,47989.68,Yes
Primary,80768.98,No,248020.82,46900.90,No
College,81268.66,Yes,154533.59,12925.67,No
Vocational,183811.85,No,312486.17,30229.44,Yes
Vocational,96983.84,No,12588.84,4151.97,No
Primary,87825.65,No,353547.65,35580.88,No
College,108299.15,Yes,280339.28,1800.94,Yes
Vocational,181616.32,No,359815.05,33100.68,Yes
Primary,163631.50,No,126042.87,14528.83,No
Vocational,197337.99,No,15964.76,10940.91,No
Vocational,36355.50,Yes,195213.94,17483.28,No
Primary,126714.97,Yes,457423.04,30864.33,Yes
Primary,142929.86,Yes,182415.30,35372.63,Yes
College,31821.48,Yes,262554.81,44641.17,Yes
College,134869.06,No,427815.12,19790.03,Yes
Primary,42925.24,No,470609.44,29499.33,Yes
Primary,189565.52,Yes,439930.76,18031.77,Yes
Primary,69493.81,No,450905.65,34717.18,No
College,193856.23,No,96476.50,34704.92,Yes
Primary,130724.31,No,166349.54,26429.87,Yes
Vocational,187417.27,No,222146.59,4288.71,Yes
Primary,36756.48,Yes,371348.49,1148.13,Yes
Primary,59654.90,No,86464.11,42789.08,Yes
Vocational,139672.97,Yes,179342.32,48251.26,Yes
College,156134.68,No,94885.42,26066.22,Yes
College,105676.03,Yes,48032.84,46927.46,Yes
College,171692.85,Yes,354774.56,11683.93,Yes
Vocational,46089.18,Yes,80928.83,25526.27,Yes
Vocational,155151.53,No,168348.49,3634.20,Yes
Vocational,52430.46,No,141897.00,44127.76,No
Vocational,196276.41,Yes,12543.41,13734.37,Yes
Vocational,102636.09,Yes,9029.52,9890.86,Yes
College,158416.79,Yes,409750.64,18358.47,Yes
Primary,84496.56,No,31871.06,958.76,No
Primary,152555.27,No,215422.88,20504.68,Yes
Primary,100449.69,No,45518.44,34514.34,Yes
Vocational,166788.20,No,144492.58,19486.39,No
College,139952.44,No,312125.86,14269.22,Yes
College,189397.10,No,113.79,30193.82,No
Vocational,32292.52,Yes,40182.53,40991.32,Yes
Primary,95234.65,Yes,52857.90,16836.93,No
Primary,94473.20,No,493332.45,19021.42,No
Vocational,153128.20,No,284159.05,5532.65,Yes
College,111372.72,No,120482.18,41435.71,Yes
Vocational,157584.27,Yes,482838.53,30298.50,Yes
Primary,47148.65,No,149072.10,22712.70,No
College,174114.12,Yes,28524.76,5359.83,Yes
Vocational,191364.38,No,89020.51,10290.97,Yes
College,51485.28,Yes,197506.57,19084.46,No
College,171190.76,No,27682.66,34533.50,Yes
College,154741.08,Yes,259406.45,579.67,Yes
College,45909.83,No,72357.39,10321.13,Yes
College,126820.65,Yes,164249.29,35548.61,Yes
Primary,62083.99,No,384717.12,6727.46,No
Primary,32570.20,Yes,286260.96,48213.34,Yes
College,146152.19,Yes,226320.78,5933.17,Yes
College,150918.80,No,383158.31,4829.13,Yes
Vocational,32502.88,Yes,226353.07,45443.92,Yes
College,86652.46,No,280232.10,6084.65,No
Primary,165507.26,No,111316.99,21885.64,No
College,52663.61,No,10377.38,38430.15,No
College,153858.44,No,335429.00,13225.64,Yes
Vocational,180234.40,No,390872.40,45295.38,Yes
Vocational,61948.02,No,450806.94,3129.77,No
Primary,152134.45,Yes,15572.83,14341.13,Yes
Primary,57165.66,Yes,158846.93,4491.42,Yes
Vocational,194007.03,Yes,415088.25,938.86,Yes
Primary,141525.18,No,39193.76,26555.37,Yes
Primary,192488.54,No,47497.66,15886.23,Yes
Vocational,68410.60,Yes,132689.84,15175.49,Yes
College,139095.68,No,199518.58,33239.71,Yes
Vocational,185287.14,No,419548.86,30617.00,Yes
College,123629.78,No,412037.61,2391.81,Yes
College,140598.45,No,119730.13,15876.25,No
College,168523.52,Yes,399271.20,33103.90,Yes
Primary,33537.67,No,123056.21,36679.39,No
Primary,113044.60,Yes,289324.46,13436.17,Yes
College,98489.23,Yes,42922.39,5295.03,Yes
Primary,155337.29,Yes,68793.46,26913.13,Yes
Vocational,80500.64,No,19387.66,7315.59,No
Vocational,121286.58,Yes,215704.85,25448.51,Yes
Primary,117380.75,Yes,403974.89,2000.96,Yes
Primary,175247.35,No,443226.67,3486.14,Yes
Vocational,164771.09,Yes,491017.01,46.11,Yes
College,50995.79,No,183050.56,21318.26,No
Primary,125103.07,Yes,68590.21,13024.63,Yes
Vocational,79737.36,No,135933.39,2213.73,No
Primary,39112.98,No,403697.62,6560.53,Yes
Primary,139052.93,No,465248.27,14245.96,Yes
Primary,60584.58,No,498337.22,5904.78,No
College,120872.82,Yes,243779.94,23529.79,Yes
College,159738.43,No,490456.56,43251.92,Yes
Vocational,150470.83,No,101870.26,23068.37,No
College,130544.31,Yes,449573.36,16235.30,Yes
Primary,144671.87,No,22005.11,9670.22,Yes
College,183631.45,No,222438.99,199.13,Yes
Primary,131938.10,Yes,28485.17,7518.01,Yes
Primary,153884.54,No,274179.86,27766.78,Yes
College,119680.60,No,106508.20,22004.72,No
Primary,93505.07,Yes,24256.05,7496.22,Yes
Primary,100104.68,Yes,208694.89,3992.89,Yes
College,109714.35,Yes,270903.81,46500.65,Yes
Vocational,83170.15,No,46124.86,30612.65,No
Vocational,156806.33,Yes,108990.17,48108.51,Yes
Primary,145049.64,No,81195.43,1033.93,Yes
Primary,82624.81,No,490482.41,13795.24,No
Primary,166439.14,Yes,345859.53,8956.07,Yes
Primary,146922.55,Yes,67905.28,7378.24,Yes
Vocational,54848.52,No,136687.76,46730.20,No
Vocational,56280.68,Yes,496993.30,9050.87,Yes
Vocational,177447.07,No,196349.28,38341.48,Yes
Vocational,113102.91,Yes,49850.61,1558.26,Yes
Vocational,107769.31,No,270328.70,9403.14,Yes
Vocational,86293.14,No,180904.07,49088.99,No
College,129073.12,Yes,415236.89,11699.83,Yes
Vocational,61781.61,Yes,214660.59,42581.42,Yes
Vocational,174341.49,Yes,242575.92,3249.30,Yes
Primary,125451.01,No,408434.08,2613.02,Yes
Vocational,148796.87,Yes,267205.18,5153.19,Yes
College,73759.91,No,53932.06,25248.81,No
College,109835.42,No,483748.76,45423.38,Yes
Vocational,135110.09,Yes,471444.79,5990.27,Yes
Primary,153799.62,No,148411.35,32480.90,No
Primary,159733.06,Yes,13694.81,10613.73,No
Primary,192576.64,Yes,205335.96,32420.62,Yes
Vocational,193472.01,No,235837.65,22306.21,Yes
Vocational,88756.18,Yes,60038.04,14808.89,No
Vocational,109479.00,No,375768.19,37180.72,Yes
Primary,51858.48,Yes,415825.30,10800.37,No
Vocational,152063.84,No,313121.48,29176.57,Yes
Vocational,158244.52,Yes,254748.67,24806.04,Yes
