GroomMB,BrideMB,GroomInc,BrideInc,Outcome
ESFP,ESTJ,90765.19,68783.62,Success
ESTP,INTP,84266.4,94145.29,Success
INFP,ISFP,36957.67,41556.06,Success
INFJ,INFP,61366,94929.69,Failure
ESFJ,ISTP,40542.77,91812.11,Failure
ENFP,INTP,54297.54,77907.43,Failure
INFJ,ESTJ,32522.98,66250.95,Success
INTP,ENFJ,97929.09,77579.13,Success
ISTP,ESTP,34058.83,87585.12,Failure
INTP,INFJ,43127.03,35835.68,Success
INFJ,ISTP,69474.35,34632.55,Failure
ISFJ,ENTJ,54153.18,40245.42,Success
ENFJ,INTP,43125.63,83342.56,Failure
ESFP,ISFJ,70739.38,91563.61,Failure
INFP,ENTJ,36724.15,86243.92,Failure
INFP,ISFJ,74331.7,79893.11,Failure
INTJ,ENFJ,81201.26,79800.75,Failure
ESFP,INTJ,82819.19,82085.55,Failure
ESTJ,ENFP,99761.69,83106.48,Failure
INFJ,INTJ,78618.15,69965.7,Success
ESFP,ESTJ,92764.59,43300.46,Success
ESTP,ISFP,92206.52,57754.61,Success
ESTP,INTJ,59835.26,74814,Success
ESFJ,ISFJ,58761.68,76992,Success
ESFJ,ISFP,77087.7,49524.95,Success
ESTJ,ESTP,46526.54,65062.91,Failure
ISTP,ESTP,75928.46,98958.61,Failure
ISTP,ISFJ,73035.94,39113.43,Success
ISFP,ISTP,30928.09,58834.21,Failure
ESTJ,ISTP,89990.67,57695.62,Failure
INFP,ENFP,37153.39,43482.49,Failure
ENFP,INTP,50817.84,99732.82,Success
ISTP,ISTJ,80980.24,86152.02,Success
ENTP,ESTP,75218.97,54375.85,Failure
ESFP,ENFJ,86659.23,31171.74,Success
ISFJ,ESTJ,50402.54,94500.17,Failure
ISTJ,ENTJ,44526.77,49753.27,Success
ISFP,ENTP,98195.13,74350.06,Failure
ISTJ,INTJ,81685.87,93514.55,Success
INFP,INFJ,36456.67,30795.69,Failure
ESFP,ISFP,85062.79,81392.48,Failure
INTP,ENFP,45966.17,43366.43,Success
ENTJ,ESTP,98616.95,48850.17,Failure
INTP,INFP,75263.32,95818.85,Failure
ENTP,ESFP,82152.17,93338.86,Failure
ISTP,INTJ,66992.63,59257.2,Failure
ENFP,ESTP,58276.16,85760,Success
ENFP,ISTP,54692.85,32130.74,Success
ISFJ,INFJ,61493.85,54454.5,Failure
INFP,INFP,85104.92,32916.53,Failure
ENTJ,INTP,86646.21,84844.94,Failure
ISTP,INFP,65758.43,52201.89,Success
ISFJ,ESFP,85882.7,83043.25,Failure
INTJ,ISTP,62128.45,66969.18,Failure
ESFP,ENTJ,63094.95,52550.64,Failure
ESTJ,INFP,76387.59,64789.18,Success
ESTP,ESTJ,50376.95,55407.11,Success
ISFP,ENFP,52938.81,70746.46,Failure
INTP,INFP,61541.81,95085.26,Failure
ESFJ,INFJ,39237.96,42670.93,Failure
ISTP,INFJ,47252.54,92757.26,Failure
ISTP,ISTP,93928.46,37821.33,Success
ISFJ,ENTJ,69182.52,64828.51,Success
INFJ,ENTP,33914.72,43503.03,Failure
ISTP,INFJ,56706.07,40141.55,Failure
ISTP,ESTP,45435.52,46722.12,Success
INTJ,INTJ,46358.13,35735.73,Success
ISTP,INTJ,58731.01,92466.45,Success
ISFP,ENFP,79923.88,74695.19,Success
INTP,ENTP,71062.77,71426.22,Success
ISTJ,INTJ,85119.62,51859.54,Failure
ESTP,INTP,73693.9,39481.5,Success
ENFJ,INTJ,82868.72,70109.26,Success
INTP,ENFJ,69269.62,78704.91,Failure
INFJ,ISFJ,85629.57,56486.7,Success
ESTP,ENTJ,75729.26,63207.04,Failure
ISTJ,ISFJ,33576.79,47930.06,Failure
INTP,ENTP,61227.64,34677.05,Failure
ISFP,ENFP,52999.44,79018.14,Success
ISFP,ESFJ,99667.11,81948.72,Failure
ENFJ,ESFP,70592.09,80277.05,Failure
INFP,INTJ,97215.43,53551.58,Success
ISTP,ESFP,77967.8,50560.22,Success
ENFJ,ISTJ,87146.88,49035.15,Failure
ENFJ,ESFJ,81437.85,70274.17,Success
ISTP,ISFJ,82715.12,93206.57,Success
ESTP,ENTP,31605.33,80731.9,Success
ISTJ,INFP,85365.92,76069.01,Failure
INFP,ESFJ,36871.85,67120.7,Success
ESFP,ESFJ,96002.68,62710.63,Failure
INTJ,ESTJ,69085.58,50880.75,Success
INTJ,ENFP,41518.73,69719.89,Failure
ESFJ,ESTP,77115.84,99161.2,Failure
INTP,ESTP,49127.53,80970.39,Success
INTJ,INTP,86942.92,56683.19,Failure
ESTJ,ESFP,85986.24,64289.09,Failure
ESFP,ESFJ,33412.32,95653.12,Success
ISFJ,ENFJ,59402,78156.98,Failure
ISTJ,ENTJ,97037.66,58963.24,Success
ESTP,INTJ,64818.27,67596.69,Failure
INTJ,ENTJ,87353.44,30009.8,Success
ESFJ,ESTP,52641.13,66009.72,Failure
ENTP,INTJ,57637.6,74065.28,Success
ENTJ,ENFP,97308.03,41288.85,Failure
ISTJ,ENTP,97921.95,82907.13,Failure
ESTP,ISFJ,94997.28,65066.63,Success
INTJ,INTJ,53490.44,81894.08,Success
ENFJ,ISFP,79766.72,79370.52,Success
ESFP,ENFP,75475.11,39622.49,Success
ESFJ,ISFJ,54592.02,37636.42,Success
INTP,ISFP,55472.99,52317.62,Failure
ENTJ,ENFJ,78391.68,52860.49,Failure
ESFP,ISFP,62170.95,30789.36,Failure
ESTP,ISFP,76675.76,78185.32,Failure
ESFJ,ISTJ,80067.98,81449.18,Success
ESFP,ESTJ,58600.12,97285.33,Failure
ESFP,INTJ,62710.54,59781.4,Failure
ENTJ,ISTJ,79825.42,63365.06,Success
ENFP,ESFJ,55767.61,75755.87,Failure
INTJ,INFJ,35392.75,56852.16,Failure
ESFP,INTJ,83563.38,50303.85,Success
ENFJ,ISFJ,44670.26,74077.64,Success
ESFP,ENFJ,36089.75,72445.09,Success
ESFJ,INTP,68163.36,99254.28,Failure
ISFJ,INTJ,30947.35,42317.81,Success
ESTJ,ENFJ,97284.64,81048.84,Failure
ESFJ,ENFP,79302.15,67448.8,Failure
ISTP,ISTP,68212.01,74567.55,Success
ISFJ,ESTP,49823.94,76083.07,Success
INTJ,ESFP,73373.53,88411.93,Failure
ISTJ,INFJ,69281.73,43670.56,Failure
ESFJ,ESFJ,47207.97,66425.57,Failure
INFJ,ENFP,96798.41,75639.06,Success
INFJ,ESFP,95197.43,61395.52,Success
ENFJ,ENFJ,60911.23,80280.99,Success
ISTJ,ENFP,63143.94,46212.69,Failure
ENTJ,ESFP,35477.46,42645.24,Success
ESFJ,INFP,96496.33,32361.47,Success
INTP,ESTJ,83214.72,30799.74,Success
ESFP,ENTJ,73856.72,87837.37,Success
ENFP,INTP,82641.85,48949.53,Success
ESTJ,ESFJ,99303.5,70481.32,Success
ENFJ,ENFJ,99646.66,57448.22,Failure
INFJ,ESFJ,98399.91,40995.58,Success
ESFP,INFP,32642.39,79660.05,Success
ESFJ,INTJ,31458.04,94958.47,Success
INFP,ESFJ,85338.76,64601.83,Failure
ESTP,INFP,52162.84,46479.28,Failure
ESFP,INTP,64911.55,49119.87,Failure
ISFP,ENTP,88279.7,98316.15,Success
ESTP,INFP,44952.67,80506.55,Failure
ENFP,ISTJ,71550.37,48297.81,Success
INFP,ENFP,72678.66,63350.87,Success
INFJ,ISTJ,38105.42,70505.67,Success
ESFJ,ESFP,67321.79,52215.47,Failure
ISFP,INTP,85859.2,32551.69,Success
INTJ,ENTJ,54790.07,81174.85,Failure
INFJ,ENFP,37448.88,37236.16,Failure
ISTP,ESFJ,32335.03,55249.18,Success
INFJ,ESFP,47572.04,71249.69,Success
ENTJ,ISFJ,81260.21,56969.79,Failure
ISFP,ENFP,97846.81,70002.43,Success
INFJ,ESTP,58756.58,67487.96,Success
ISTP,ISTP,92836.88,33190.61,Failure
ENFP,INFP,81067.82,58609.6,Failure
ISTJ,ISTP,63909.11,78353.25,Failure
ESTJ,ENFJ,36317.17,48248.07,Success
INTJ,ENFJ,67149.98,89259.77,Failure
ESFJ,INFJ,63457.42,45402.81,Failure
ENFJ,INTJ,88263.39,50742.26,Failure
ENFP,ISFP,97516.77,47386.94,Failure
ESFJ,ENFP,66984.77,39834.63,Success
ISTP,ESTP,60014.89,50288.99,Failure
ESTP,INFP,93433.78,57061.31,Success
ISFP,ISTP,90846.45,51871.21,Failure
ISFJ,ENFP,77541.24,73656.41,Success
INTP,ESFP,94393.25,63079.24,Success
INTJ,INFJ,86152.01,79753.31,Success
ENTJ,ENTJ,89480.24,40551.15,Failure
ESFP,ENTP,74948.27,58888.2,Success
ENFP,ENTJ,36844.57,51410.11,Failure
ENFP,INFJ,60280.83,98156.15,Failure
ESTJ,ENFP,54362.94,70921.96,Success
ENFP,ESFJ,44790.08,93991.69,Success
INFJ,ESFJ,56971.35,66235.98,Success
ENTP,ISFJ,89469.14,71225.55,Failure
ESTJ,ESTJ,35572.02,30335.44,Failure
ESFJ,ESTJ,50395.66,32338.12,Success
ESFJ,ESTP,49967.01,97385.71,Failure
ISTJ,ENTJ,35921.11,30109.5,Failure
INTJ,ISFP,52903.24,37401.58,Success
ENFJ,ESFP,82400.76,90316.82,Failure
ENFP,INFJ,66965.15,84451.25,Success
ESTJ,ENTJ,99028.78,82893.51,Success
ISTP,ENTJ,96663.47,32687.39,Failure
ESTJ,ESTP,64741.77,80466.96,Success
INFJ,ISTJ,30636.16,91878.53,Failure
ISTP,ENFP,38289.74,45034.71,Success
INFP,ENFJ,97200.54,51519.92,Failure
ENFP,ESFP,84981.09,69457.9,Success
ESFP,ESFJ,82558.8,48858.07,Success
ESFP,ISFP,44378.43,58350.88,Failure
ISTP,ESTJ,38066.96,38950.17,Failure
INTP,ENFP,92077.7,76423.3,Failure
INFP,ESFP,59367.99,45473.65,Failure
INTP,INTP,66079.27,80882.53,Success
ISFJ,INFP,51414.57,67477.31,Failure
ESTJ,ISTJ,43878.03,84382.43,Failure
INFP,ESFP,66927.33,68460.45,Failure
INFJ,INTP,44901.56,59053.76,Failure
ISFP,ISFP,84861.58,61048.66,Failure
INFP,ENTJ,48012.99,90237.54,Success
ESFJ,INFP,56035.39,95480.93,Success
INFJ,ESFJ,36096.87,98115.63,Failure
ESTJ,ISFJ,68676.4,88536.31,Failure
INTP,ISTJ,55045.32,55174.32,Failure
ESTJ,ISFJ,60190.07,32857.45,Failure
ENFJ,ISFJ,55930.51,88579.54,Success
ESFP,ESFP,90430.84,50752.44,Success
ESFP,ENTJ,47203.52,40803.71,Failure
ENTJ,INFJ,95687.05,39903.29,Failure
ESFP,ISTJ,47458.66,51231.01,Success
ENTP,ISFP,73489,59298.12,Success
ENTJ,ISFJ,91345.3,88591.97,Success
ESFJ,ISTJ,58867.49,99906.72,Failure
INTP,ESFJ,50877.42,59431.31,Failure
INTJ,ISFJ,90577.72,55024.64,Failure
ENFJ,ESTJ,42693.7,36043.43,Failure
ENTP,INTP,79054.28,59901.25,Success
INTP,ESTP,68008.57,95336.14,Failure
ENTJ,INFP,56905.75,48569.08,Failure
ENFJ,ENFP,64287.45,48308.18,Success
ISFJ,ISTP,49701.68,63464.13,Success
INTP,ISTJ,83028.06,35864.97,Success
ISFJ,ISFJ,81185.12,38307.63,Failure
INTP,ISFJ,36453.71,98826.07,Failure
ESFJ,INTP,94420.99,30289.96,Failure
INTJ,ISTJ,55111.57,75850.4,Failure
ENTJ,ENFJ,79081.03,44052.99,Success
ISFP,ENFP,54017.87,97902.93,Success
ENFP,ESTJ,58147.64,98751.53,Failure
ESTJ,INFP,92156.48,98969.18,Success
INFJ,ISFJ,77184.77,53162.62,Failure
INFP,ENTP,79467.39,57395,Failure
ESFP,ENTJ,59294.92,90707.68,Success
ESTJ,ESFP,66670.68,40124.84,Success
ENFJ,ESTJ,48328.51,41960.75,Failure
ENFP,ISFP,57333.82,62192.09,Success
ENTP,ESTJ,34557.48,67634.84,Failure
ISTP,ESFJ,48767.52,49795.81,Failure
INTP,INFP,67635.05,64822.45,Failure
ENTJ,INFJ,32418.83,86986.6,Success
ENTJ,ENTJ,33014.83,34718.86,Success
ISFP,ENTP,41013.33,84826.22,Success
ENTJ,INFP,69762.19,65702.66,Success
ESFP,ENFJ,42267.06,65155.14,Failure
INTP,ESTJ,63909.2,39920.8,Success
INTJ,ESTJ,46875.9,89613.84,Success
ENTP,ESTJ,92227.21,47856.71,Failure
ISTP,ISFP,79740.26,71820.2,Success
ESTJ,INTP,43083.54,83569.75,Success
ISTP,INTP,93339.16,51030.24,Failure
INTP,INFJ,56130.69,35185.25,Success
INTJ,ESFJ,45262.19,56339.36,Success
ESTP,INFP,44109.05,44767.22,Success
ENFP,ESTP,50731.57,56585.34,Success
ESTJ,ISTJ,76199.51,37689.06,Success
ISFJ,ESTP,66390.02,39443.16,Success
INFJ,ENTJ,53769.47,58835.93,Success
ESTP,ISFP,79315.73,83682.31,Failure
ENTJ,INFP,49959.86,62415.81,Success
INFP,ENTP,40891.92,45287.73,Success
ESTP,INTP,64640.18,89094.69,Success
ISTJ,INFJ,37225.41,33802.18,Success
ENFP,ISFJ,93402.39,85656.99,Success
ENFP,ISFJ,65958.64,66854.83,Success
ESFJ,ESTJ,62675.56,48994.04,Failure
ISFP,ESTJ,48784.38,37650.87,Failure
ESTJ,INFP,89661.19,52036.28,Failure
ISTP,ISTP,87430.58,83701.69,Success
ISFJ,ENTJ,75485.47,64084.52,Success
ISFJ,INFP,82676.42,41577.7,Failure
ENFP,ESTJ,72721.4,79412.58,Failure
ISTP,ISTP,67758.9,31167.98,Failure
INFP,ISFP,49153.94,78503.32,Success
ESFJ,ENFP,56823.75,40049.23,Failure
ENFJ,ESTP,48563.04,49046.08,Failure
ENFJ,ESTP,99304.27,58676.82,Failure
ENTJ,ENFJ,70601.9,94253.44,Failure
ENTP,INTP,94317.48,83212.82,Failure
INFP,ISTP,43032.29,32374.75,Failure
INTJ,ESFJ,45413.25,54114.34,Success
ENFP,ISFJ,51771.96,51863.69,Success
ENTJ,ISFP,88202.78,54390.25,Failure
ESFJ,ISFP,38227.4,87787.25,Failure
ISTP,INTP,37490.17,94527.37,Failure
ISTJ,ESTP,54642.46,44169.76,Failure
INFJ,INFJ,43390.69,41054.93,Failure
ESTP,ESFP,40998.97,79043.75,Failure
ESFP,ISTP,68779.19,70562.96,Failure
ENTJ,ISFP,39764.73,90521.89,Success
ISFJ,ESTJ,89745.6,87208.93,Success
ISFP,ISTJ,51896.87,65934.48,Failure
ESTP,ENTJ,43744.12,98410.45,Success
ESFJ,ENTP,69255,45736.13,Success
ISTJ,ISTJ,76350.47,83298.75,Success
INTJ,ESFJ,42216.2,42367.95,Failure
ESTJ,INFJ,47733.07,82225.14,Success
ISTP,INTJ,98542.29,43874.71,Success
ISTJ,INFJ,81346.2,35620.15,Failure
ENFJ,ISTP,94354.96,77317.63,Failure
ISFP,ENTP,88055.42,54766.55,Success
ENFP,ENFP,75494.86,68086.77,Success
ESFP,ISFJ,92116,38112.68,Success
ISTJ,INFJ,36314.2,59495.15,Failure
ENTJ,INFJ,56569.7,54863.46,Success
ESTJ,ESTJ,78129.75,44911.73,Success
ENFJ,ESFJ,35844.26,84834.86,Success
INFJ,INTP,83180.81,36606.65,Success
ISTP,ENTJ,78672.84,99077.1,Success
ESTP,ENTP,36963.73,33000.49,Failure
ESTP,ISTJ,78390.54,37200.64,Failure
INTJ,ENFP,65275.48,96709.23,Success
ESTJ,ISTJ,34731.64,62020.55,Failure
ISTP,INFP,68935.94,97315.54,Failure
ENFJ,ESFP,66194.32,97538.86,Success
ISFJ,INFP,40026.55,30516.55,Failure
ESTJ,ENTP,91302.31,86231.95,Failure
ENFJ,INFJ,64517.9,50770.34,Success
INFP,ISTJ,68193.88,52816.82,Success
ESFJ,ISFP,56897.91,55591.86,Success
ENFP,INFJ,40739.81,89843.19,Failure
ESTP,ESTJ,59130.4,42915.74,Failure
ISFP,ENTP,30539.45,40412.82,Failure
INFP,ISTP,60682.53,50919.21,Success
ESFJ,ENFP,94639.36,63064.21,Success
ENTP,INFP,97378.05,63271.15,Failure
ISTP,ENTP,70703.81,45674.77,Failure
INTP,ESTJ,77106.68,51921.12,Failure
INTJ,ESFJ,66667.64,62439.31,Failure
INTJ,INFJ,49683.74,60371.59,Success
INTP,INTP,36164.42,74773.61,Success
ESTJ,INTJ,31748.35,42791.16,Failure
ENFP,ISFJ,37559.87,43566.3,Success
ESFP,INTP,83727.77,90595.93,Success
ISFJ,ISFJ,95411.37,98450.74,Success
ENFP,ESTJ,30611.72,42152.59,Success
INFP,INTJ,41132.29,76542.75,Failure
ESTP,ENTP,87832.07,99529.46,Failure
ENFP,ESTP,53713.29,52763.04,Failure
INTJ,INFP,60315.23,88217.16,Failure
INTJ,ISFJ,92855.37,98021.34,Failure
ENTJ,INTJ,88071.53,73426.48,Failure
INFJ,ISFJ,47682.48,66838.31,Failure
ISFP,INFP,46886.17,82614.03,Success
ESTP,ESTJ,43500.5,98781.38,Success
INFP,INTJ,82990.05,48380.64,Success
ESFP,ENFP,64650.48,99560.09,Success
ESTJ,ESTJ,57240.15,93647.04,Failure
ISTP,ENTP,92668.59,40822.8,Success
ENTJ,INTP,30688.66,95881.41,Failure
ESTP,INFP,77565.67,76058.75,Failure
INTJ,ENTP,78968.71,96194.93,Failure
ESTP,ENFJ,95782.75,46268.95,Failure
INFJ,ENTP,44448.38,44330.8,Success
ESFP,ISFP,72974.72,39236.76,Failure
INFJ,INFJ,43985.82,57999.72,Failure
ISTP,ENFJ,42175.86,51048.61,Failure
INTP,ISTJ,50047.05,80620.98,Success
ISFJ,INFP,75683.6,78585.23,Success
ESTP,ENFJ,86730.63,54468.87,Failure
ESTJ,INTJ,74047.26,94864.65,Failure
ENTJ,INFP,36926.72,36395.31,Success
INFP,INTJ,90833.49,80567.7,Failure
ISTJ,INTP,71549.92,52525.75,Success
ENFJ,ENFJ,52202.19,87521.55,Success
ESFJ,ISFJ,95269.08,58139.33,Failure
ISTJ,INTP,52819,91945.67,Success
ISFJ,ISFJ,87478.14,56423.87,Failure
ENTP,ENFJ,74253.51,57215.44,Failure
ESTJ,INTP,35138.44,97827.84,Failure
ENFJ,ESTJ,94936.77,77263.81,Failure
INTJ,ESFP,74739.07,78384.76,Success
ESTP,INFP,60043,92250.51,Success
ENTJ,ESTP,31207.76,76581.95,Success
ISFJ,ESTJ,66531.08,42947.37,Success
ISTJ,INTP,46247.6,31804.16,Failure
INFP,ENFP,88916.42,98573.65,Success
ISTJ,ISTJ,98757.5,49725.97,Failure
ENFJ,ISTP,74084.83,92798.09,Failure
INFJ,ENFP,47467.49,93632.56,Failure
INFP,ESTJ,94148.82,38026.97,Success
ESFJ,ISFJ,64905.84,62103.64,Failure
ISFP,ISTP,81002.25,94481.83,Failure
ESFJ,ESTP,44818.56,77703.52,Success
INTP,ENTP,60571.94,52994.02,Failure
ISFJ,ENTP,61872.86,40884.12,Failure
ESFJ,INTP,91409.95,38933.66,Success
ISTP,ENTP,98618.33,84455.28,Success
ESTJ,ISTP,80213.68,74223.93,Failure
ESFP,ISFP,59174.91,55066.09,Success
INTJ,ENFP,53199.59,93446.13,Success
ISFP,ENTP,84354.25,54192.15,Failure
ENFJ,ENTJ,88543.45,33946.29,Success
ISTJ,ISFJ,33000.91,71459.02,Failure
ENFJ,ESFP,78290.14,72547.3,Success
ENFJ,ISFP,95605.25,41082.05,Success
ENFP,ISTJ,98905.99,52677.5,Failure
ISFJ,INFJ,53794.42,66797.6,Success
ESTP,ISTJ,32954.81,63398.77,Failure
ESTJ,ISFP,50071.92,48023.51,Success
ISTP,ENFJ,36918.01,45601.8,Failure
INTJ,ISFP,51671.66,97715.33,Failure
ISFJ,ESFP,58577.57,74466.07,Success
INTJ,ENFJ,30870.29,55424.99,Success
ISTP,ESTP,33932,90392.17,Success
ENTP,INTJ,63817.43,68000.58,Failure
ENFJ,ENFP,63572.99,65457.03,Failure
ENFJ,ESFP,94112.75,35961.4,Failure
ENTJ,INFP,76655.17,62972.6,Failure
ESTJ,INTJ,81306.93,71227.01,Success
INFP,INFJ,99667.44,72777.65,Failure
ISTJ,ENFJ,94551.06,57808.67,Failure
ENFP,INFJ,66788.65,69674.15,Failure
INTP,INTP,92238.7,53685.22,Failure
INFP,INFP,45550.07,80191.13,Success
ENTJ,ESTP,66901.31,64388.04,Failure
INFJ,ESTP,72565.4,40015.27,Failure
INTJ,INTP,33999.83,98911.79,Success
ISTP,ENTJ,65370.55,97934.52,Success
INFP,ENFP,97450.22,64055.12,Failure
ISTP,ISFJ,64930.26,89308.08,Failure
ENTJ,ESFJ,86015.17,65966.14,Success
ENFP,ENFJ,59720.04,97663.42,Failure
INTP,ESTJ,89386.57,71652,Failure
ESFJ,ENTJ,80877.91,82725.29,Failure
ESTJ,ISTJ,70906.33,45496.92,Success
ESTJ,ENTJ,31033.08,59188.32,Success
ISTJ,ISFJ,87468.94,84650.07,Failure
INTP,ENTP,81309.56,89962.22,Success
ISFP,INFP,44661.51,78082.55,Success
INTJ,INTP,87653.47,79181.06,Failure
INTJ,ENTP,56657.55,84562.32,Failure
INTP,INTP,44491.13,95448.44,Failure
INFP,ENFJ,54543.14,70069.74,Failure
INFP,ENFJ,90870.57,87278.23,Failure
ESFP,INFP,39893.08,73898.55,Failure
ESFJ,ESFP,94544.17,86114.24,Failure
ENTJ,ISTJ,56964.22,51314.83,Success
ESFJ,ESFJ,32008.98,88707.81,Failure
ESFJ,ENFJ,39478.63,96779.53,Success
INTP,ENFJ,73392.92,84255.9,Failure
ESFP,ISFP,71422.19,31195.25,Success
ISTJ,ENFP,66937.94,78753.9,Failure
ESTP,ISFJ,41248.1,58890.53,Failure
ENTP,INTP,41992.1,65783.86,Failure
INFJ,INFJ,78601.38,89872.84,Success
ENFJ,INTP,96021.31,38400.36,Failure
ISFP,ESTJ,65335.26,38956.72,Success
ESTP,INTP,45534.91,33773,Failure
ESFJ,ISFP,33162.33,62802.57,Success
ESFP,INTP,44718.03,48924.75,Success
ISFJ,INFJ,71887.45,84039.27,Success
ENFJ,ENFP,42400.93,62893.28,Failure
ISFJ,INFP,54165.92,64531.13,Success
INTP,ISTJ,73573.83,73559.81,Success
ENTP,ISFP,58520.37,56620.19,Failure
ESFJ,ENTJ,63116.13,87331.56,Success
INFJ,ISFP,30676.55,99370.54,Failure
INFP,INTJ,98353.1,52445.31,Success
ESFJ,ISFP,33572.67,60877.79,Failure
INFP,ENFJ,60281.32,55404.61,Failure
ENFP,ESTJ,69595.69,50043.25,Success
ISFP,ESFP,82956.07,70679.99,Success
ENTP,ESFP,43422.68,75388.41,Failure
INFP,INTP,96912.87,94919.23,Failure
INTP,INFJ,48376.2,34914.4,Success
INTJ,ISFJ,43746.68,77156.65,Failure
ISTP,ISTJ,76927.72,61691.54,Success
INTJ,ENFP,42164.69,89385.03,Failure
ESFP,ISFJ,60283.23,71511.35,Failure
INFP,INTP,42149.28,43645.94,Failure
INFJ,INTP,39016.19,51540.15,Success
ENFJ,ESFJ,91762.13,61566.75,Failure
ENFJ,ENFJ,58599.81,50989.44,Failure
ISFP,ISFP,64354.35,67982.03,Failure
ENTJ,ISTP,43030.78,64711.13,Success
ENFP,ISTJ,74018.13,96970.37,Success
INFP,ENTP,65188.31,50606.06,Success
ENFP,ISFJ,88418.55,56304.85,Failure
ENTJ,ESFJ,78770.68,43728.47,Failure
ISFJ,INTJ,42741.15,93218.93,Success
ISTP,INTP,59772.52,61636.74,Failure
INFP,ENFP,37081.22,73081.4,Success
INTP,ENFJ,96961.92,78403.67,Success
ESTJ,ENTP,52877.07,53254.88,Failure
ENFP,ESTP,75183.58,39418.21,Success
ENFJ,ESTJ,76483.61,64054.45,Success
ISFP,INFP,86871.98,80173.93,Success
ENTJ,INTJ,68848.77,81393.18,Failure
ISTP,ESTP,44822.9,91257.81,Success
ESTP,ESFP,41991.03,40939.92,Failure
ISTP,INFP,47416.35,39011.12,Failure
INTJ,INTP,43240.29,97263.99,Failure
ESTP,ISTP,42669.47,77443.11,Failure
ESTP,INFJ,38741.66,33583.1,Failure
ENFJ,ESTP,80282.68,31630.96,Success
INFJ,ISFJ,99953.78,93027.79,Success
INTP,ISFJ,80160.33,39996.81,Success
INFJ,ESTJ,65313.83,40840.99,Failure
ISTP,ENTJ,98349.51,79998.1,Failure
INFP,ENFP,53691.82,35898.67,Success
ENTP,ESTP,86249.86,68481.31,Success
ISFJ,ENFJ,35055.37,54066.61,Failure
ISTJ,INTP,88715.38,89593.1,Success
ISFJ,ENTP,44798.04,36059.68,Success
ENTJ,INTP,47029.45,90590.32,Success
INTJ,ENTJ,89630.33,76427.09,Failure
ENFJ,INFP,59521.94,98641.54,Success
ISTJ,ISFP,33262.39,32369.44,Failure
ISFP,ENTP,48001.64,72618.22,Success
ISFJ,ENTJ,69684.75,75418.83,Success
ESFJ,ISTJ,59649.8,49701.14,Failure
INTJ,ENTJ,61626.2,71679.06,Success
INTJ,ESTJ,43653.84,86496.39,Success
ISTJ,ISFP,91495.37,65759.49,Failure
ESFP,ISTP,60505.14,48347.83,Success
ENTP,ESTP,41515.23,80074.16,Failure
INFJ,ESTJ,41213.94,62724.69,Success
ENTP,INTJ,88527.18,34831.03,Failure
INTP,ENFP,67637.16,76194.28,Failure
INFJ,ISFJ,40520.9,88396.65,Success
INTP,ENTP,59422.85,43273.87,Failure
ISTJ,INFJ,33187.34,56747.76,Success
ESFJ,ESFJ,33842.04,55094.01,Success
ISFP,ESTP,40978.94,57809.06,Failure
ENTJ,ENFP,34496.27,71054.05,Failure
INFP,ISFP,66540.16,56407.39,Failure
ENTP,ENFJ,73495.59,32563.97,Success
ISFP,ESTJ,30163.84,46422.5,Success
INFJ,INFP,31708.3,78545.06,Success
ISFJ,ISTP,99989.37,58835.84,Success
ENFJ,INFJ,62021.84,55390.7,Success
INFP,ENTJ,67620.84,38841.37,Success
ISFJ,INTJ,99322.01,47666.26,Failure
ENTP,INTJ,52148.81,99757.61,Success
INTJ,ESFP,49551.18,82820.59,Failure
ESTJ,ENFP,37331.91,47363.09,Failure
ENFP,ISTP,80751.42,44139.26,Failure
ESTJ,ESFP,46781.5,76740.5,Success
ISTP,ESTP,57129.65,65048.12,Failure
INTJ,ENTJ,87252.99,83984.73,Success
ISFJ,ENFP,64203.09,33762.41,Failure
INFJ,INTP,38235,73354,Failure
ENFJ,ENTJ,97328.73,97220.22,Failure
ESFJ,INFP,96108.38,60587.59,Success
ESFJ,ENTJ,42082.46,88178.4,Failure
ENFJ,ESTP,59085.11,52477.14,Success
ENTJ,ESTP,78901.51,33800.84,Failure
INFP,ENFJ,86657.46,75703.87,Success
ESTP,ENTP,82168.77,50413.03,Failure
ENFJ,ISFP,61553.32,93939.61,Success
ENFP,ESTP,46122.26,67187.01,Failure
ESFP,ISTP,96184.14,40677.52,Failure
INTP,ISTP,34257.18,58964.18,Failure
ESFP,ENTJ,95464.25,60352.44,Failure
ENFP,ENFP,36474.72,31884.97,Failure
ISTJ,ESFP,96512.16,62131.53,Success
INFJ,ISTP,48686.44,54539.27,Failure
INTP,ENFP,92092.92,37940.4,Failure
INFJ,INTP,64109.22,75619.41,Failure
ESFP,INFP,31652.77,39811.71,Success
INFJ,ENTJ,96683.2,38739.7,Success
INTP,ESFP,94750.05,51781.67,Success
INTP,INTJ,89896.24,68208.78,Failure
INTP,INTJ,75174.83,41742.56,Success
INFP,ESFJ,35824.99,72321.02,Success
INFP,INFJ,90010.14,42504.32,Success
ENFJ,ISTP,36604.97,40060.75,Success
ENFJ,INFJ,58288.49,51554.03,Success
ISTP,ISFP,80977.57,34935.69,Success
ESTJ,INFP,61463.4,94989.04,Failure
INFJ,ENTJ,61581.14,89100.88,Failure
ISFP,ENTP,99061.43,39697.45,Success
