GrromMB,BrideMB,GroomInc,BrideInc,Outcome
ENFP,ISTJ,33285.3,33977.8,Success
INTJ,ESTP,68509.45,90068.73,Failure
ESFJ,ENFJ,99651.96,64938.61,Failure
INFJ,INFP,73403.35,43897.69,Success
ESFJ,ENTJ,85495.16,51518.29,Success
ENFJ,INTJ,57479.92,43571.22,Success
ENFP,INTP,44905.49,57536.66,Failure
INTP,INTJ,94626.6,48764.21,Failure
ISTJ,ISFP,77666.66,58989.72,Failure
ISTJ,ENFP,46041.93,45030.92,Failure
ENTP,INFJ,83389.55,56509.9,Failure
ESFP,ISFP,60942.92,59766.64,Failure
INFP,ESFJ,32451.99,99980.83,Success
ESFP,INFJ,79165.65,67356.26,Failure
INFP,INFP,43756.86,50315.57,Success
INFP,ISFP,41626.13,44486.7,Failure
ISFJ,INFP,31330.15,61146.68,Failure
ENTP,ISFJ,92302.09,91513.48,Success
ISTP,INTP,34515.96,46091.26,Success
ENTJ,ENTJ,31675.08,85387.12,Failure
ESTP,INFP,40246.66,36191.53,Success
ENTP,ENFP,55784.19,35463,Success
ISFP,INFP,82390.89,43688.22,Success
INTP,ESFJ,38393.58,49908.36,Success
INFP,ISTJ,71345.75,68520.73,Failure
INTJ,ESFP,85040.45,54143.91,Failure
INFP,ISFJ,91456.66,68877.74,Failure
INFJ,INFP,48162.61,67619.17,Success
ISTJ,ENTJ,71880.48,65154.23,Success
ISTP,ENTJ,69976.64,96330.4,Failure
ISFP,ISFP,54548.95,78309.41,Failure
INFP,ENFJ,52838.16,70832.18,Failure
ESFJ,ENTJ,46479.07,70821.71,Success
INTP,ISFJ,55616.32,65233.27,Success
ISTJ,ESTP,82846.33,82243.87,Failure
ENTP,ENFP,68092.78,84525.44,Success
ENFP,ISTJ,88680.02,81111.84,Success
ESTP,ISFP,46399.87,53234.61,Success
ESFP,ENFJ,51426.89,98409.27,Failure
ESTJ,ENTJ,67873.06,96166.2,Failure
ESTJ,ENFP,75440.8,94096.13,Success
ESTP,ESFJ,95097.39,94727.63,Success
INTP,ENFJ,30980.46,95492.16,Failure
INTP,INTP,93708.64,98696.04,Success
ESTJ,ISFP,95147.05,79117.34,Success
ESFJ,ISTJ,62145.62,56665.87,Failure
ISFP,ENTP,99214.53,95814.62,Success
ENTJ,INFJ,64530.95,51773.94,Failure
ENTJ,ESFP,79526.67,33166.66,Failure
ESTP,ESFP,44757.43,92476.01,Failure
ENFJ,ENFP,98903.3,77891.15,Success
ESFJ,INFJ,56925.63,46564.66,Success
ISFJ,ISTP,91220.58,76498.36,Failure
ENFP,ISFJ,91555.44,77546.69,Success
INFP,ISTP,36357.07,55865.68,Success
ISFP,ESFJ,69621.12,93673.15,Success
ESFP,ISTP,65452.97,40840.52,Success
ENTJ,ENFJ,68811.68,74058.04,Success
INTJ,ENTJ,31102.46,83583.63,Success
ENTJ,ISFP,48501.6,79261.69,Failure
INTP,INTP,55026.19,53171.29,Success
ENFP,ESTJ,64550.14,69702.08,Failure
ISTP,ENTP,41835.76,56436.66,Failure
ISTJ,ISTP,51601.42,64557.49,Failure
ISFP,ENFP,94443.48,44483.31,Success
ESTJ,ISFJ,84518.48,57291.61,Success
ESTP,ISTP,49432.34,33100.51,Failure
ISTJ,ENTP,44578.6,81547.25,Success
ENTJ,INFP,57793.09,49206.83,Failure
ISFJ,INTJ,70003.57,79893.74,Success
ESFP,ISFJ,74418.88,99629.64,Failure
ISFP,INTJ,40891.33,49501.88,Failure
INTP,ENTJ,89236.35,33378.16,Failure
ENTJ,INFJ,60714.49,88568.29,Success
ENTJ,ENFP,67867.26,47307.08,Failure
INTP,ENFJ,95484.11,74406.59,Success
ENTP,ESTJ,87253.28,54796.82,Failure
ISFP,ISTP,49533.51,65255.95,Failure
ISTP,INTP,64773.5,81171.58,Success
ESTP,INFP,91102.87,81321.82,Failure
INFP,INFJ,66234.22,84601.64,Failure
ESFJ,ENFJ,46724.98,68468.79,Success
ESFP,ENTJ,37364.71,33238.35,Failure
ENTJ,ENTJ,93767.23,90332.08,Failure
ISTJ,ISFJ,79857.05,58823.31,Failure
ENTJ,ISTJ,52643.37,89252.57,Success
ESFJ,ISTJ,48011.97,41895.99,Failure
ENTJ,ESTP,84333.16,47601.87,Failure
ENFP,ENFP,66243.66,54709.04,Failure
ESFP,ISTJ,38655.12,64114.84,Failure
ISTP,ENFJ,41106.29,80669.3,Failure
INTP,ISTJ,65634.9,33398.55,Failure
ENFP,INTP,31459.79,65194.45,Failure
ESTJ,ESFP,62459.16,30085.15,Success
ESFP,ESFP,32593.32,41828.05,Success
INFP,INFJ,98191.2,80634.26,Success
INFJ,ENTJ,80908.62,87305.41,Failure
ENTJ,ISFP,81137.86,71393.7,Success
ENFJ,INFJ,75919.49,88415.13,Success
ISFP,ENFJ,60960.83,53671.75,Failure
ENFJ,INFP,41845.51,39830.24,Success
ISFP,ISFJ,38773.77,45816.44,Success
ESTJ,INTP,80508.67,56028.61,Success
ISTJ,ENTP,30140.87,95401.76,Success
ESFJ,INTJ,74757.49,91827.82,Failure
INTP,ESTP,43340.79,65614.17,Success
ESTJ,ISFP,74199.54,48770,Failure
ISTP,ISFP,45235.78,78834.74,Success
INTJ,INTP,60591.44,69103.29,Failure
ENFJ,ISTP,92654.91,34673.95,Failure
ISTJ,ESFP,45369.23,42227.85,Success
ENFJ,ENFP,73381.6,53394.2,Failure
ENTP,ESTP,91115.57,98440.61,Success
INFP,ESFJ,76542.25,35994,Success
ESFJ,ISTJ,59572.05,58950.95,Success
ESFP,ESTP,70266.59,51999.2,Success
INFJ,INTP,93594.95,64285.47,Success
INTJ,INTJ,60938.3,64139.06,Success
ENFP,ENFP,66886.45,42958.73,Failure
ESTJ,ISTP,43116.29,33047.8,Failure
ENTJ,ESTP,96995.63,87618.15,Success
ESTP,ISFP,94254.47,78969.39,Failure
ESFJ,ISTJ,55140.81,99420.61,Failure
ENFJ,INFJ,31230.01,90204,Success
ESFP,ESFP,48698.17,62463,Failure
ESTJ,ESTP,44766.85,58223.26,Failure
ISTP,ENFJ,85939.61,79879.51,Success
ISTJ,ESFP,68940.21,59368.06,Success
ISTP,INFP,88763.72,70189.72,Success
ENTJ,INFP,75131.12,70348.04,Success
ESTP,INFJ,51916.54,38976.54,Success
ESTP,INTJ,48663.64,50124.66,Success
INFJ,ESTJ,89131.36,46285.82,Success
INTP,ENTJ,46169.44,69270.69,Failure
ISFJ,ISFP,94528.7,86723.42,Success
ISFP,ESFJ,72613.71,88064.6,Failure
ISFP,ENTJ,93410.31,47039.31,Failure
ENFP,ISFP,61283.51,45217.37,Success
INFP,ESTP,57640.11,46919.58,Success
ENFP,ISFP,36433.46,88561.14,Success
ESTP,INTP,32035.69,88223,Failure
ENTJ,ENTJ,36876.4,68613.48,Failure
INTP,ISTJ,50084.77,67186.59,Success
ESTP,ENFJ,98984.75,40924.78,Success
ENFP,ESTJ,30576.27,84150.1,Failure
ISFJ,ISFJ,74299.62,31958.89,Failure
INFJ,ESTP,98174.43,69933.11,Failure
ISTP,ENFP,44967.94,54995.31,Success
INFP,ISTJ,59458.56,76110.8,Failure
INFJ,ENTP,85828.62,73792.74,Failure
INTJ,INTP,61428.97,77578.26,Failure
ENFJ,INFJ,39809.52,34154.9,Success
INTP,ENTP,66925.56,46500.01,Failure
ENTJ,ISFJ,34803.57,54499.22,Success
ENTP,ENFJ,43224.61,62850.67,Success
INTP,ENFJ,44648.3,90361.32,Failure
ISFJ,INTP,76271.82,99395.17,Failure
ISFP,ENFP,83830.62,61690.14,Failure
ESTP,ESFJ,49575.51,61261.28,Failure
INTJ,ESFJ,93849.94,73278.01,Failure
ESFJ,ISFJ,90345.05,70353.73,Success
ISTP,ISTP,80804.95,34349.23,Failure
ENFJ,ISFP,59753.6,31899.35,Success
ESFJ,INTJ,73632.61,67455.56,Success
ISTP,INTP,55619.05,87735.49,Success
ESTJ,ESTP,45597.36,98033.08,Success
ISFP,ESTJ,51150.05,96833.37,Failure
ISTP,INFP,59775.47,42302.95,Failure
ISTP,INTP,72455.68,67823.16,Failure
ESFJ,ENTJ,57245.99,85844.09,Failure
ENTJ,ENTP,76482.93,81570.19,Success
INTP,ISTJ,52136.96,68047.17,Failure
ENTJ,INFP,50299.23,72031.87,Failure
ESTP,ENFJ,54095.3,44891.95,Failure
ESTP,INTJ,85063.54,43477.63,Failure
ENFP,ESTJ,96615.4,32130.3,Failure
INFP,ESTJ,48387.81,67969.73,Success
INFP,INTP,38917.21,77718.57,Success
ESTP,INTJ,94242.37,84125.46,Failure
INFP,ENTP,46093.97,94100.78,Failure
ESTJ,ISFP,73633.87,53778.11,Success
ENTP,INFJ,78211.15,70894.72,Success
INTJ,ESTJ,59262.25,84305.83,Failure
ENTP,ISTP,65797.22,87099.77,Failure
ESTJ,ENTJ,85830.86,33419.57,Success
ISFP,INTP,45491.39,64772.03,Success
ENFP,ESTP,54193.59,58548.07,Success
ESFP,INFP,79955.44,86993.4,Success
ESTP,ESFP,93897.34,99526.22,Success
ENTJ,INFJ,88931.68,74041.46,Success
INTP,ENFJ,91086.47,36395.63,Failure
INFJ,INFJ,67556.2,95314.29,Failure
ISFP,ISFP,30839.45,41614.4,Success
INFP,ESTJ,42238.52,33146.92,Success
ISTJ,ENTP,74394.18,83832.73,Failure
ENFJ,ESFJ,66651.41,70296.75,Failure
ESTP,ISFJ,42666.27,48742.59,Success
ENTP,INTJ,33335.32,93823.91,Success
ESTP,ESTP,66317.07,64294.77,Failure
ENTP,ISTP,83185.55,83527.77,Failure
INFP,ENTJ,96626.46,68067.45,Failure
ENFP,ENTP,69795,73447.39,Failure
ESFP,ESFJ,72969.1,94173.13,Success
ESFP,INTJ,90168.72,37885.97,Failure
INTJ,ISTJ,90841.34,40948.74,Success
ENFJ,ISFP,41054.26,85678.58,Failure
ESFP,ENFP,63154.26,40662.28,Failure
ISFJ,ENFJ,82812.55,98126.37,Failure
ISFP,ESFJ,64523.55,83279.32,Success
INFJ,ESFP,65200.27,52518.43,Failure
INTP,ENFJ,41876.74,54981.13,Success
ESTP,ESFJ,61011.33,62017.05,Failure
ISTJ,ESFP,42188.32,79009.87,Failure
INFP,ESFP,50904.36,51178.2,Success
INFJ,ENFP,44421.61,57159.02,Failure
INFJ,ISTJ,93548.97,90450.3,Failure
ENFP,ISFP,81679.96,78092.42,Failure
ENFJ,ESFP,35519.71,48193.11,Failure
INTP,ENTP,60846.72,40233.74,Failure
INFP,ENTJ,91349.91,55191.66,Success
ENFP,INTP,91076.09,67019.55,Success
ISTP,INFP,33686.03,61142.4,Success
INFP,ESFP,35510.57,50694.77,Success
ENTJ,INTP,94419.09,43267.43,Success
ESFJ,ESTP,43069.98,62035.15,Failure
ENFJ,ESTJ,47542.52,61620.5,Failure
ISFJ,INTJ,59382.94,39915.02,Success
INTP,ESFJ,81582.47,57243.97,Failure
INTP,INTP,93816.41,73994.78,Failure
INTP,ESFJ,56961.31,49954.48,Failure
ISTP,INTJ,48296.08,41426.66,Failure
INTP,ENTP,31293.7,52307.44,Failure
INFP,ISTJ,56240.67,76368.62,Failure
INTJ,ESFJ,85600.77,69788.06,Failure
INTP,ESTJ,76967.95,92697.23,Success
ISFP,ENFJ,35357.63,99708.37,Success
ENTP,ESTP,41716.83,93932.48,Success
ISTP,ISFJ,33157.54,59724.68,Failure
INFP,ESFJ,83499.83,84109.35,Success
ESFJ,INTJ,31945.01,61735.57,Success
ENTJ,INFJ,55454.84,54609.57,Success
ESFJ,ISTP,58303.13,54973.12,Success
ESTJ,ENFJ,38422.61,91796.94,Failure
INTP,INTJ,97052.69,67264.25,Failure
ENTP,ESTP,72686.96,49927.46,Failure
ESTP,ENTP,35898.09,47523.89,Failure
INFP,ESTP,76059.65,47584.38,Success
ESTP,INTJ,44694.94,55269.45,Success
ESTP,ISTJ,88709.9,42522.03,Success
ESFJ,ESFJ,91592.12,94257.18,Failure
ESFJ,ISTP,97100.98,43006.85,Success
INTP,ENTJ,53092.72,86035.57,Success
ISTP,ISFP,35508.22,97511.81,Success
ENTP,INFJ,52328.41,89821.29,Success
ISTJ,ESFP,79393.74,71733.49,Success
ENTP,ENTP,49146.45,44017.42,Failure
ISTJ,ESTJ,49535.4,39845.51,Success
INTP,INFP,92427.62,67966.07,Success
ENTJ,ENTJ,40088.1,46623.65,Failure
ENFJ,ENTP,60941.04,79360.1,Success
ESFP,ENFJ,48315.58,89508.12,Failure
ESTJ,INFJ,52689.17,93181.89,Success
ISFP,ESTP,56782.19,65291.42,Failure
ISTJ,ESFP,42805.9,53317.31,Success
ESFP,ESFP,95316.21,73898.25,Success
ISTP,ENFP,94117.21,85285.08,Failure
INFJ,INFJ,56675.66,61111.06,Success
ESTP,ISTJ,69401.83,87462.94,Failure
ESFJ,ENTJ,74067.55,68065.16,Success
ISFJ,ISFJ,75886.44,60175.11,Failure
ENTJ,ISTJ,34400.8,79394.28,Success
ENFP,ENTJ,39709.74,56387.71,Failure
ESFJ,INFJ,35046.09,92384.94,Failure
ENTP,ENTP,97562.41,68770.39,Failure
ESTP,ISFP,75978.46,40596.33,Success
ISTJ,ENFJ,53052.47,36739.48,Failure
ESTJ,ESFP,84384.05,44341.82,Success
ESFP,ENFP,38550.68,67706.8,Success
ESTJ,INTJ,30380.94,46638.94,Success
INFP,INFJ,45973.88,47406.99,Success
ESTJ,ENTJ,35713.64,92471.93,Failure
INTP,ESTP,76549.16,44058.56,Success
ENTP,ENFJ,84048.39,84002.41,Failure
INFJ,ENTP,45908.26,64475.99,Failure
ENTP,ENFJ,76309.04,71191.4,Success
ISFJ,ESTJ,37783.07,89509.11,Success
ISTJ,ISTP,35009.47,89210.22,Failure
ESTP,ENTJ,94812.59,46719.18,Failure
INFP,ESFJ,67798.52,33953.57,Failure
ISTP,INFP,85368.63,49963.16,Success
ESFJ,ISFJ,94533.99,73856.56,Failure
INFJ,INTP,69506.46,46618.26,Failure
INTJ,INTJ,92552.24,79195.5,Failure
ENTJ,ESFJ,75248.11,95417.54,Success
INFP,ESFP,51583.29,39848.12,Failure
ISTJ,ENTJ,36558.86,31303.9,Success
ISTP,ENFP,91021.82,64110.15,Success
ISTJ,ISTP,45784.62,57431.98,Success
ENFJ,ISTP,32062.53,45089.23,Success
ESFJ,ENFJ,58870.91,57087.04,Failure
ENTJ,ESTP,32350.24,97002.21,Success
INFP,ENTP,74564.71,32329.94,Success
ENFJ,ISFJ,44138.81,67354.15,Success
INTJ,ISFJ,36865.45,53724.13,Failure
ESTJ,ESTP,32862.59,54272.96,Failure
INFP,ESTP,66728.61,68885.07,Failure
INFJ,ESTJ,80674.87,67952.09,Failure
ISFP,ENTJ,79323.87,39860.73,Success
ESFJ,INFJ,76425.47,80884.03,Failure
INFP,ISFP,38327.84,58870.64,Success
ESFP,INFP,85861.7,47941.26,Failure
ESFP,INFJ,97494.78,61501.37,Failure
ENFP,ISFP,68824.96,84933.36,Success
ESFJ,ESTP,36163.6,53649.7,Failure
ESFP,ISTJ,32050.27,72929.05,Failure
INFP,ISFJ,47904.88,80278.5,Failure
ISTJ,ISTP,92352.9,51372.05,Success
ENTJ,INFJ,71362.5,36155.29,Failure
ISTP,ENTJ,42519.08,51624.77,Success
ESFJ,INTJ,75190.82,48606.77,Failure
ENTJ,ESFP,86754.63,52257.75,Success
ESFJ,ESTP,70928.24,34711.33,Success
ISTJ,ISFP,83826.82,35606.92,Failure
INFJ,INFJ,83341.7,80670.86,Success
ENFJ,ENFP,68905.93,44406.62,Failure
ENTP,INFP,98541.27,56735.64,Failure
ESFP,ESFJ,35302.09,48964.21,Failure
ISFP,ENTJ,64785.23,30506.32,Failure
ISTJ,ESTP,34774.44,72283.47,Success
INFJ,ISFP,86880.36,39284.33,Failure
ISTJ,INFJ,57246.76,80498.85,Success
ENFP,ESFP,68345.02,92461.17,Success
ESTJ,ISTJ,94383.38,40142.67,Success
ISTP,INFJ,81331.45,95509.2,Success
ESTP,INFJ,40689.35,70881.33,Failure
INFP,ESFP,37435.84,89263.16,Failure
ESTJ,ISTP,61065.76,55996.64,Failure
ENTP,ENFP,84327.27,51685.07,Failure
INTP,INFP,34444.3,60600.68,Failure
ENFP,ISTJ,92932.44,39150.62,Failure
INTJ,INFP,58850.5,59724.48,Success
ENFP,ISTJ,66660.57,60403.84,Success
ISFJ,ESFP,64293.25,38114.44,Failure
ISTJ,ESTJ,32818.74,80655.38,Failure
ENFJ,ENFJ,76693.24,97915.31,Failure
ISFP,INTP,48059.1,61156.12,Success
ENFJ,ENFP,81834.77,56488.46,Success
INTJ,ENTP,95450.76,90694.73,Failure
ENFJ,ESFP,74939.89,44912.14,Failure
ISFJ,INFP,78159.9,74569.61,Success
INFP,ISTJ,76337.58,49263.77,Success
ISFP,ESTP,60403.87,85064.15,Success
INFP,ISTJ,80718.89,74960.07,Success
ESTP,ENFJ,53135.83,37079.1,Success
INFP,INTJ,30110.85,33585.18,Success
INFP,ESTJ,53807.18,34735.48,Failure
ENFP,ESFJ,33573.5,86994.53,Success
ESTP,ESFP,43533.72,85408.09,Success
ENTP,ESFP,81317.44,71214.35,Failure
ISTJ,ENTP,47154.56,82190.61,Failure
ESTP,ENFP,57916.63,65715.39,Success
INTP,ENFP,37812.11,89991.07,Failure
ISFP,INFJ,37379.06,67986.72,Failure
ENTP,ESTJ,48350.77,51909.27,Failure
ENTP,ESTJ,51812.79,83652.03,Failure
ENFP,ISFJ,63299.76,68662.01,Failure
ENTJ,ISFP,76248.12,49603.64,Failure
ISFJ,ESFJ,40287.84,49721.79,Failure
INTJ,ESTJ,73300.46,86433.19,Failure
ISFP,ESFP,30316.53,39655.69,Success
ISFP,ESFJ,84588.31,58662.17,Success
INTJ,INFP,41224.79,95806.3,Failure
ESTJ,INTP,86109.62,87745.23,Success
ESFP,ESTP,71636.81,50515.53,Failure
INFJ,ENFJ,39899.37,67109.52,Success
ISFP,INFJ,45523.84,37004.03,Success
ENTJ,INFJ,53355.26,44218.99,Failure
ENFP,ENTP,45308.85,31792.87,Failure
ESFJ,ENTP,37116.15,97939.89,Success
ISTJ,INTJ,42805.18,98049.32,Failure
ENTP,INFJ,59355.25,43196.51,Success
ESTP,ESFJ,47965.83,55424.03,Failure
ENTP,INFP,36867.72,92463.3,Failure
ISTP,ESFJ,97689.35,31070.75,Success
ISFJ,ISTP,67601.45,84172.81,Success
ISFP,ISFP,45621.42,65586.63,Failure
INFJ,ISTP,63720.41,53069.96,Success
ISTP,ENTP,90883.93,94496.64,Success
INFP,ISFJ,52191.87,57996.51,Success
ISTJ,INTJ,57180.39,44051.54,Failure
ENTP,ESFJ,44592.61,69972.07,Failure
INTP,ISTJ,78068.66,34088.19,Success
ENFJ,ENTP,86194.75,59555.06,Failure
ENFJ,INTJ,88511.56,93338.93,Failure
ISFP,ISFJ,40885.26,80937.24,Success
ENFP,ESFP,91960.03,90928.08,Success
INFJ,ESTJ,35386.88,41779.59,Success
ISTP,ESFP,34943.96,58508.1,Success
ESFP,INFJ,56208.02,67195.53,Success
INFP,ISTP,44168.12,82812.1,Success
ISTP,ESFP,34220.78,70558.37,Success
ISTJ,ESTJ,82130.07,67834.2,Success
ISTP,INFJ,49615.43,60731.01,Failure
ESTP,ESTJ,94006.69,89745.36,Success
ENTJ,INFJ,98486.17,64614.57,Success
ESTJ,ENFP,70329.43,90105.87,Failure
INFP,ISTP,46488.3,69447.98,Failure
INFP,ESTJ,58722.22,46678.69,Success
ENFJ,INTJ,93743.02,59590.64,Success
ESFP,ISTP,57025.26,89222.27,Success
ISTJ,ENFP,69476.67,73369.42,Success
ENTP,ISTJ,61650.08,48312.46,Failure
ISFJ,ENTJ,37695.7,33266.21,Failure
INFJ,INTJ,81428.06,95836,Success
INTJ,ESTP,54631.26,83576.31,Failure
INFP,ISFP,56446.37,87369.43,Failure
ESFJ,INFJ,57656.41,66288.54,Success
INFP,ISTP,63730.1,76085.77,Failure
ESTJ,INFJ,67066.02,90309.38,Failure
ISTP,ISTJ,87512.41,37891.43,Failure
ESTP,ESFP,38286.91,35913.84,Success
ISTP,INTP,85382.74,90408.5,Failure
INFP,ENTJ,78434.68,84090.62,Failure
ISTJ,ISFP,73319.34,99460.71,Success
ESTJ,ISTP,59731.65,56538.73,Failure
ISFP,ESTJ,67404.23,52133.95,Success
ESFP,ESFP,51465.53,62431.2,Failure
INFJ,ESTP,37225.41,78776.5,Failure
ENFP,INFJ,85459.78,67930.62,Success
ISFP,ENFJ,44718.78,64842.5,Failure
ESFP,ISTJ,61714.08,52571.1,Success
ISTP,ISTP,31948.97,59475.77,Success
ENTJ,INFP,59822.99,55666.29,Success
ESFJ,ESFJ,71753.31,60696.23,Success
ESTP,INFJ,88285.7,30964.03,Success
ENTJ,ENTP,66851.48,48033.58,Success
ENTJ,ISTJ,41898.79,82961.98,Failure
ENTP,INFP,98095.86,83677.12,Success
ESTJ,INTJ,63120.83,77142.72,Success
INFP,ISFP,59305.37,39234.69,Failure
ENFP,INTJ,57155.75,60720.61,Success
ESTJ,ESFP,87698.96,49015.09,Failure
ESFJ,ENTP,30537.85,48372.16,Failure
ISFJ,ISTP,35001.96,65338.74,Success
ENFP,ENTP,93931.03,92233.57,Failure
ISFP,ENFJ,91150.96,39173.33,Success
ESTP,ISFJ,70284.58,97135.6,Success
INFP,ENFJ,94713.28,85296.36,Failure
INTP,ISFJ,50231.48,36704.83,Success
ENFP,ESFP,77570.59,33806.21,Success
ENTJ,ESFP,97291.66,67920.79,Success
ISFJ,ISTJ,76419.45,58013.96,Failure
ESTJ,INFP,55609.74,44945.58,Failure
ESFP,INFJ,45854.5,63603.91,Failure
ISFP,ESFJ,34951.17,74043.01,Success
INTJ,ESFP,98094.74,53703.77,Success
ESTP,INFP,31796.01,79987.25,Success
ISTJ,ESFJ,98762.71,40629.24,Success
ESFJ,INFP,61405.56,50165.88,Failure
INTP,ESFJ,75587.67,82950.57,Success
ENFP,INTJ,94422.79,49646.6,Failure
ENFJ,INFP,57641.01,75038.04,Success
ENTJ,ISFJ,78334.06,76488.57,Failure
INFJ,ESTP,75957.94,73924.3,Failure
INFP,ISTP,48193.52,38005.33,Success
ESTJ,ISTJ,99989.93,34513.44,Success
ENTJ,INTP,30394.11,72309.3,Success
ESFJ,INTP,34545.62,68976.3,Failure
INFJ,ESFP,42890.59,57099.47,Failure
ENFJ,ISTP,64386.59,39249.61,Failure
ESFP,INTP,62334.88,44119.76,Success
ENFP,INFJ,85160.66,89603.94,Failure
ISTP,ESFJ,34506.98,98569.98,Failure
ESFJ,ISFJ,78643.4,38635.15,Success
ENFJ,ENFP,63607.51,87085.56,Success
ESTJ,INFJ,95239.86,99007.62,Success
ISTJ,ESFP,77758.58,82302.1,Success
ISTJ,ENTP,70096.62,69298.46,Success
INTP,ENFJ,49540.26,47469.92,Failure
ISFJ,ESFP,79152.5,55496.41,Failure
ESFJ,INFP,90240.12,52662.65,Success
ISFJ,INFJ,84921.13,51408.1,Failure
ISFP,ESTP,38231.62,55421.21,Failure
ESTP,ISTJ,49898.98,99529.13,Failure
ISFP,ENTP,96106.75,54148.44,Success
ESFJ,ISFJ,49604,48401.33,Success
ENFJ,ESTP,92608.21,81589.25,Success
INTJ,INTP,44362.11,79523.53,Success
ESFP,ISFP,85638.83,75063.93,Success
INTP,ESFJ,51602.36,73096.93,Failure
ESTP,ESTJ,60819.71,62842.29,Failure
ISFJ,ISTJ,44739.44,77145.08,Failure
INTP,ESTP,95872.84,63626.56,Success
ESFJ,ISFJ,59265.13,58300.18,Failure
INFJ,ENTP,30224.18,98074.23,Failure
ENFJ,ESFP,75124.39,83875.2,Success
ISFJ,INFP,65883.4,70412.39,Success
ISFP,ESTP,67712.37,91352.94,Failure
INTP,ENTJ,51845.9,67485.04,Success
INFJ,INTJ,79001.81,69031.6,Failure
ISTJ,INFJ,90938.91,98456.23,Failure
ENFP,ESTP,43026.48,61046.62,Success
INTJ,INTJ,51131.24,93572.22,Success
ENFP,INTP,38098.05,86847.06,Failure
ISTP,INTP,49702.57,89917.1,Success
ENTP,ISTP,61816.04,56131.42,Success
ENFJ,ENTJ,71205.2,43209.07,Failure
ISFJ,ESFP,72239.48,35989.97,Success
ISFJ,ESTJ,39442.99,63887.4,Failure
ESTJ,ISTJ,32827.41,91773.61,Failure
ISTP,INTP,99337.74,69029.33,Success
INTP,ENTJ,48240.35,76763.8,Success
INTP,ISFJ,53247.19,79245.47,Success
ESTP,ISFP,36641.32,53386.71,Success
ESTP,ENTJ,48661.05,68553.79,Failure
INFJ,ISTJ,92796.42,32964.38,Success
ISFP,ESTP,75814.01,86954.02,Success
INTJ,INTP,34156.68,49410.13,Success
INTP,ISFP,90996.51,85507.67,Failure
ENTJ,ESFJ,79820.47,75789.17,Success
ESTJ,INTJ,52431.95,33687.45,Success
ESFJ,ESFP,74090.99,40333.01,Failure
INTJ,ENTJ,49329.07,78395.83,Success
ISTJ,ISFP,51270.92,95838.54,Failure
ISTJ,ISTJ,31863.02,48269.82,Failure
ENTP,INFJ,57399.29,86557.94,Success
INTJ,ENTJ,48206.85,47177.79,Failure
ENTJ,INFJ,68367.27,45056.68,Failure
ENTJ,INTP,87285.07,65218.56,Success
ENTJ,INTJ,95109.03,90157.78,Failure
ESFJ,ESFP,54930.68,87064.43,Failure
ENFP,ISTP,63562.62,95587.18,Failure
ISTP,ISTJ,63561.69,59979.03,Success
INFJ,ISTP,37390.64,35301.19,Success
ISFP,ESFP,57970.92,72349.67,Failure
ESFP,ISFJ,68007.84,42889.64,Success
ENFP,ENFP,40660.23,50044.26,Failure
ISTP,ESFP,95357.96,86749.48,Failure
INFJ,ENTP,36023.98,30832.93,Failure
INTJ,ESFP,40222.6,48993.77,Success
INFJ,ESFJ,64801.37,36172.94,Success
ESFP,ENFJ,57660.25,65297.05,Success
INTP,ISFP,48287.48,44227.22,Failure
ESTP,ESFJ,43246.69,58494.63,Failure
ESTJ,INFJ,99397.69,98758.03,Failure
ESTJ,INFP,94988.01,48801.18,Failure
INTP,INFJ,49497.16,43701.33,Failure
ESFJ,ESTJ,96327.21,55976.05,Success
ESTP,ENTP,68919.52,57501.7,Failure
ISTP,INFJ,66470.1,94497.5,Success
ESTJ,ESTJ,66575.72,80383.72,Failure
ESTP,ENTP,92248.12,43358.21,Failure
ESFJ,ESTP,95465.45,59720.16,Success
ESFJ,ENFJ,69121.21,69553.76,Success
INTP,ESTJ,85971.46,32624.58,Failure
ENFP,ENFJ,73537.15,90470.33,Success
ISTP,ESFJ,61577.54,70920.43,Failure
INTJ,ISFJ,98662.49,40175.93,Success
ENTP,ISFJ,94257.23,34710.6,Failure
ISTP,ISTP,46768.89,56924.3,Success
ESFJ,INTP,97414.82,99373.24,Failure
ISFP,ISTP,52194.1,36734.89,Success
INFP,ISTP,64936.97,53165.44,Success
ENTP,ENFP,98074.9,95654.1,Failure
ENTJ,ISFJ,42410.11,69293.33,Success
ISTP,ESTJ,52779.34,53397.41,Success
ISFJ,ESTP,53346.6,91163.23,Success
INFP,ENFP,62016.38,63026.12,Success
ENTP,ISTP,62202.49,99037.47,Success
INTJ,ESTJ,41003.72,38279.18,Success
ENTJ,ESFJ,58500.28,95976.54,Failure
ENFP,INFJ,41817,89710.95,Failure
ISFP,ENTP,58603.31,97753.35,Failure
ENFP,INFJ,68428.93,52628.59,Failure
ISFJ,INTP,71031.05,73246.54,Failure
INTP,ENFJ,98776.9,56086.27,Success
INTJ,ENTP,79113.83,68559.48,Success
ISTP,ENTP,62815.55,69017.28,Success
ESTJ,ESFP,79251.43,69713.42,Success
INTJ,ESFP,84144.81,40853.15,Failure
ISTP,ESTJ,96834.92,33809.28,Failure
ISFP,ESFP,64881.72,48014.41,Failure
INFP,ESTJ,90194.44,32620.82,Success
ISTP,INTJ,96496.76,94577.11,Failure
