"DJ","Music","Day","Attendance","Rating"
"Brejcha","Rock","Thursday",173,3
"Brejcha","Techno","Friday",52,1.4
"Mski","HipHop","Friday",54,2.4
"Mski","Jazz","Saturday",43,4.2
"Blue","HipHop","Friday",83,2.5
"Blue","Rock","Friday",84,2.7
"Monique","Jazz","Friday",73,4.2
"Brejcha","Rock","Thursday",115,3.9
"Ania","Rock","Saturday",139,2.5
"Blue","HipHop","Friday",70,1.1
"Brejcha","Techno","Friday",24,4.8
"Monique","HipHop","Saturday",185,4.3
"Blue","HipHop","Thursday",89,2.2
"Ania","HipHop","Saturday",109,3.7
"Brejcha","Jazz","Saturday",95,4.9
"Mski","Jazz","Saturday",162,3.6
"Mski","Techno","Friday",193,3.6
"Brejcha","Rock","Saturday",136,1.8
"Blue","Techno","Saturday",124,3.1
"Brejcha","Jazz","Saturday",97,1.3
"Mski","Rock","Thursday",77,1.3
"Monique","Jazz","Thursday",97,3.5
"Mski","Techno","Thursday",24,4.5
"Mski","Jazz","Saturday",85,4.8
"Monique","Techno","Friday",173,2.8
"Mski","Techno","Friday",101,2.1
"Brejcha","Jazz","Thursday",64,1.9
"Blue","Jazz","Friday",52,1.1
"Ania","Rock","Friday",164,1.5
"Ania","Techno","Saturday",149,4
"Mski","Techno","Friday",87,3
"Ania","Techno","Thursday",89,4.8
"Monique","Techno","Thursday",112,2.3
"Blue","Rock","Friday",59,4.3
"Brejcha","Techno","Saturday",80,4.3
"Ania","Techno","Friday",157,2.3
"Ania","Techno","Saturday",26,3.6
"Mski","Jazz","Thursday",103,3
"Brejcha","Techno","Saturday",187,1.6
"Brejcha","Techno","Friday",191,4.1
"Blue","Rock","Thursday",62,2.3
"Mski","Jazz","Friday",197,4.8
"Brejcha","Techno","Friday",111,2.9
"Blue","Jazz","Saturday",99,3.9
"Blue","Rock","Saturday",58,3.4
"Mski","Techno","Saturday",84,3.4
"Ania","HipHop","Thursday",31,2
"Monique","Jazz","Thursday",58,5
"Ania","Rock","Saturday",74,4.6
"Mski","HipHop","Thursday",28,4.5
"Monique","Jazz","Saturday",66,2.2
"Monique","Rock","Friday",68,2.2
"Mski","Jazz","Friday",135,2.8
"Brejcha","Jazz","Saturday",191,3.6
"Brejcha","Rock","Friday",109,3.5
"Blue","Jazz","Saturday",95,3.6
"Mski","Techno","Saturday",187,3.3
"Blue","Rock","Saturday",83,4.1
"Monique","Jazz","Saturday",102,1.9
"Ania","Jazz","Saturday",133,3.4
"Blue","Jazz","Saturday",88,3.1
"Monique","Jazz","Thursday",46,1.4
"Blue","Techno","Friday",176,4.4
"Ania","Rock","Thursday",68,1.3
"Blue","Techno","Saturday",52,1.3
"Mski","Rock","Friday",62,1.6
"Mski","HipHop","Friday",23,1.9
"Mski","Rock","Saturday",21,4.7
"Brejcha","Jazz","Thursday",52,4.7
"Blue","Techno","Thursday",104,2.6
"Brejcha","Jazz","Thursday",123,4.8
"Blue","Techno","Saturday",128,3.2
"Blue","HipHop","Friday",61,3.7
"Ania","Techno","Friday",141,4
"Brejcha","Jazz","Saturday",71,1
"Ania","Techno","Friday",182,3.1
"Ania","HipHop","Saturday",171,3.9
"Brejcha","Jazz","Friday",53,3.2
"Blue","Techno","Friday",116,2.9
"Mski","Rock","Friday",91,1.1
"Blue","Techno","Saturday",168,4.2
"Brejcha","HipHop","Thursday",75,4.1
"Blue","Rock","Saturday",147,2.6
"Brejcha","Jazz","Friday",119,3.7
"Brejcha","Rock","Thursday",144,1.5
"Brejcha","HipHop","Thursday",191,3.8
"Monique","HipHop","Thursday",53,2.3
"Ania","Rock","Saturday",48,2.1
"Ania","HipHop","Thursday",142,2.7
"Brejcha","Rock","Saturday",163,1.1
"Brejcha","Techno","Thursday",26,1.9
"Blue","Rock","Friday",176,4.2
"Ania","Jazz","Friday",145,4.2
"Blue","Rock","Saturday",192,1
"Blue","Jazz","Saturday",87,3
"Brejcha","Jazz","Thursday",185,1.7
"Monique","Rock","Friday",105,3.1
"Ania","Rock","Saturday",184,3.9
"Blue","Rock","Saturday",104,1.9
"Monique","Jazz","Friday",24,1.7
"Blue","HipHop","Thursday",69,4
"Monique","Techno","Friday",34,1.6
"Blue","HipHop","Friday",57,2.8
"Mski","Techno","Friday",37,2.4
"Monique","Jazz","Friday",71,4.4
"Blue","Rock","Friday",83,3.8
"Monique","Jazz","Saturday",115,2.4
"Blue","Rock","Friday",100,4.2
"Brejcha","HipHop","Thursday",148,2.4
"Brejcha","Rock","Saturday",62,4.5
"Brejcha","HipHop","Friday",27,2.8
"Monique","Rock","Thursday",152,3.5
"Mski","Jazz","Thursday",167,1.5
"Mski","Techno","Saturday",142,2.4
"Monique","Jazz","Friday",128,4.7
"Ania","Rock","Friday",188,3.9
"Monique","Techno","Saturday",64,4.8
"Monique","HipHop","Saturday",200,4.9
"Monique","HipHop","Saturday",48,2.2
"Blue","Techno","Saturday",148,3.7
"Mski","Rock","Thursday",28,3.6
"Mski","Jazz","Thursday",138,4.2
"Blue","Techno","Thursday",136,3.4
"Ania","Techno","Friday",183,3
"Brejcha","Jazz","Thursday",88,2.8
"Mski","HipHop","Saturday",173,4.5
"Mski","Jazz","Saturday",81,3.5
"Ania","Techno","Thursday",98,4.8
"Monique","Techno","Friday",136,3.5
"Ania","HipHop","Thursday",186,2.7
"Monique","Rock","Saturday",97,2.2
"Ania","Jazz","Friday",192,2.2
"Brejcha","Techno","Friday",143,2.8
"Monique","Jazz","Saturday",102,3.5
"Ania","Jazz","Saturday",161,3.9
"Mski","Jazz","Friday",60,4
"Blue","Jazz","Friday",96,3.7
"Brejcha","Techno","Thursday",119,4.7
"Brejcha","Techno","Friday",43,1.7
"Ania","Rock","Friday",132,1.1
"Brejcha","Techno","Friday",90,4.7
"Blue","Techno","Saturday",160,4
"Monique","Rock","Thursday",50,3.2
"Monique","Techno","Thursday",38,3.6
"Blue","Techno","Friday",176,4.4
"Brejcha","Rock","Saturday",22,4.8
"Mski","Rock","Friday",50,2
"Ania","HipHop","Saturday",67,4.3
"Blue","Techno","Thursday",92,2.3
"Monique","HipHop","Friday",137,3.7
"Mski","HipHop","Friday",197,3.3
"Mski","Techno","Thursday",161,1.1
"Brejcha","HipHop","Friday",69,3.5
"Brejcha","Rock","Thursday",90,3.7
"Mski","Jazz","Friday",83,3.8
"Mski","Rock","Thursday",37,2.7
"Brejcha","HipHop","Thursday",108,3.8
"Monique","Rock","Saturday",31,2.8
"Ania","Jazz","Thursday",130,1.8
"Brejcha","Techno","Saturday",129,2.4
"Mski","Jazz","Thursday",142,4.2
"Ania","Rock","Thursday",89,3.4
"Blue","Rock","Saturday",197,2.6
"Mski","HipHop","Friday",77,2.4
"Monique","Rock","Thursday",172,3.5
"Brejcha","Jazz","Saturday",95,1.2
"Ania","HipHop","Friday",149,1.1
"Mski","Techno","Saturday",51,2.2
"Monique","Rock","Saturday",129,3.1
"Blue","HipHop","Friday",32,4.6
"Blue","Jazz","Thursday",87,3
"Blue","Techno","Saturday",192,4.8
"Ania","HipHop","Friday",141,2.4
"Mski","Techno","Friday",118,2.5
"Blue","Jazz","Friday",104,4.3
"Mski","HipHop","Friday",72,4.3
"Brejcha","HipHop","Thursday",187,2.3
"Blue","Jazz","Friday",104,4.3
"Brejcha","Rock","Thursday",125,4.7
"Monique","Techno","Saturday",69,2.6
"Ania","Jazz","Thursday",32,2.4
"Mski","Jazz","Saturday",39,4.4
"Monique","Techno","Saturday",103,3.1
"Monique","Techno","Saturday",110,1.9
"Ania","Rock","Thursday",57,2.1
"Mski","Jazz","Thursday",146,2.6
"Blue","Rock","Saturday",127,3.9
"Ania","HipHop","Friday",148,2.5
"Mski","Techno","Thursday",168,4
"Blue","Jazz","Thursday",52,1.1
"Blue","Techno","Friday",144,3.6
"Brejcha","Rock","Friday",172,1.8
"Ania","Techno","Saturday",111,1.9
"Mski","Techno","Saturday",58,1.6
"Ania","Jazz","Thursday",41,1.7
"Brejcha","Rock","Saturday",105,2
"Mski","Techno","Thursday",77,3
"Brejcha","Techno","Saturday",40,2.3
"Blue","Techno","Saturday",80,2
"Monique","HipHop","Saturday",176,4.2
"Ania","HipHop","Saturday",30,2.2
"Ania","Rock","Saturday",89,2.4
"Brejcha","Techno","Friday",51,4.5
"Blue","Techno","Friday",112,2.8
"Monique","Techno","Saturday",189,3.9
"Ania","HipHop","Saturday",45,3.7
"Blue","HipHop","Thursday",33,4.9
"Ania","Techno","Thursday",181,4.2
"Blue","Techno","Saturday",156,3.9
"Blue","Rock","Thursday",193,4.7
"Ania","Rock","Thursday",177,2.9
"Ania","Jazz","Friday",27,4.4
"Ania","Jazz","Saturday",123,1.4
"Brejcha","HipHop","Thursday",141,1.6
"Brejcha","Techno","Thursday",64,4.2
"Brejcha","HipHop","Friday",66,2
"Blue","Jazz","Saturday",67,1.8
"Blue","Rock","Thursday",66,4.6
"Ania","HipHop","Thursday",107,4.6
"Blue","Jazz","Friday",88,3.1
"Mski","Rock","Friday",20,4.9
"Ania","HipHop","Saturday",137,2.8
"Blue","Techno","Friday",68,1.7
"Monique","Rock","Thursday",136,4.4
"Ania","Techno","Thursday",104,1.7
"Monique","Rock","Saturday",21,4.8
"Mski","HipHop","Saturday",86,4.2
"Blue","Techno","Saturday",104,2.6
"Blue","Rock","Friday",94,2.8
"Mski","Rock","Thursday",28,3.6
"Ania","Rock","Saturday",190,4.3
"Brejcha","Rock","Saturday",93,4.3
"Monique","Jazz","Friday",139,4.2
"Ania","Rock","Saturday",27,4.9
"Ania","Rock","Saturday",27,3
"Mski","Techno","Thursday",80,4.6
"Blue","Rock","Thursday",185,1.8
"Blue","Techno","Saturday",168,4.2
"Monique","Techno","Friday",170,4.6
"Brejcha","Techno","Thursday",193,3.1
"Mski","Jazz","Saturday",111,2
"Monique","Rock","Saturday",164,1.5
"Blue","HipHop","Thursday",46,4.3
"Monique","Rock","Saturday",76,2.2
"Monique","HipHop","Friday",168,4.1
"Ania","Jazz","Friday",105,5
"Mski","Rock","Friday",91,1.1
"Monique","HipHop","Thursday",152,3.9
"Ania","Techno","Saturday",154,1.1
"Brejcha","Rock","Thursday",160,2.3
"Mski","Techno","Friday",164,1.8
"Monique","Techno","Thursday",171,3.6
"Brejcha","Techno","Saturday",22,4.8
"Mski","HipHop","Thursday",57,2.1
"Mski","Rock","Thursday",45,2.2
"Brejcha","Jazz","Friday",74,4.6
"Blue","Techno","Friday",104,2.6
"Mski","HipHop","Friday",55,3.4
"Brejcha","Rock","Thursday",94,2.3
"Brejcha","Techno","Friday",114,1.6
"Monique","Rock","Saturday",148,1
"Mski","Techno","Saturday",184,2.1
"Ania","Rock","Saturday",75,4.6
"Mski","Rock","Saturday",29,3.5
"Ania","Techno","Thursday",37,4.2
"Brejcha","Jazz","Thursday",134,3.2
"Mski","Jazz","Saturday",140,3.4
"Brejcha","Techno","Thursday",81,2.8
"Mski","Jazz","Saturday",76,1.4
"Mski","Techno","Saturday",38,2.9
"Brejcha","Techno","Thursday",173,4.6
"Mski","Rock","Thursday",77,1.3
"Blue","Rock","Friday",170,4
"Ania","Rock","Saturday",20,2.7
"Mski","Techno","Thursday",20,3.9
"Mski","Rock","Friday",53,1.9
"Ania","Jazz","Thursday",124,4.2
"Ania","Jazz","Friday",139,2.4
"Mski","HipHop","Thursday",147,3.2
"Mski","Techno","Thursday",192,4
"Blue","Jazz","Saturday",100,4
"Brejcha","Techno","Thursday",143,4.5
"Monique","Techno","Saturday",40,3.1
"Blue","Jazz","Friday",112,5
"Blue","Rock","Thursday",34,4.5
"Blue","Techno","Saturday",80,2
"Brejcha","Jazz","Saturday",95,3.9
"Mski","HipHop","Thursday",59,3.9
"Mski","Rock","Friday",25,4
"Brejcha","Rock","Friday",110,2.8
"Brejcha","Techno","Saturday",129,4.1
"Monique","Rock","Saturday",66,3
"Brejcha","HipHop","Friday",176,2.5
"Ania","Jazz","Thursday",123,2.5
"Blue","Techno","Saturday",160,4
"Mski","HipHop","Saturday",88,2.3
"Monique","HipHop","Thursday",194,4.4
"Brejcha","HipHop","Saturday",128,2.7
"Ania","Rock","Saturday",53,3.6
"Blue","Rock","Friday",140,1.9
"Monique","Jazz","Saturday",106,1.7
"Brejcha","Rock","Thursday",65,3.3
"Ania","HipHop","Friday",182,2.2
"Ania","Jazz","Saturday",30,3.5
"Blue","Jazz","Saturday",71,2
"Monique","HipHop","Saturday",96,3.1
"Monique","Rock","Friday",78,4.3
"Mski","Jazz","Saturday",140,4.7
"Monique","Techno","Friday",34,3.6
"Ania","Techno","Thursday",167,4.9
"Mski","Techno","Saturday",196,2.3
"Mski","Techno","Friday",72,5
"Brejcha","Rock","Thursday",58,4.5
"Brejcha","HipHop","Saturday",121,4
"Ania","Techno","Friday",87,3.6
"Mski","Jazz","Thursday",28,4
"Brejcha","Rock","Friday",63,3.3
"Blue","HipHop","Friday",36,3.3
"Monique","HipHop","Saturday",84,2.9
"Mski","Jazz","Saturday",111,3.1
"Mski","Rock","Saturday",83,1.2
"Brejcha","Jazz","Saturday",94,3.6
"Blue","Rock","Thursday",115,5
"Ania","Jazz","Thursday",174,2.4
"Monique","Techno","Friday",172,2
"Brejcha","Jazz","Thursday",139,2.1
"Monique","Jazz","Friday",67,2.7
"Mski","Rock","Friday",67,1.5
"Brejcha","Jazz","Saturday",173,2
"Blue","Jazz","Saturday",81,2.6
"Ania","Jazz","Thursday",85,4
"Mski","Jazz","Saturday",39,3.5
"Ania","Techno","Thursday",111,3.8
"Blue","Rock","Saturday",32,4.2
"Mski","Rock","Saturday",42,2.4
"Ania","HipHop","Friday",80,1.5
"Mski","HipHop","Saturday",152,2.5
"Ania","Jazz","Saturday",130,1.4
"Blue","Jazz","Friday",55,1.2
"Mski","Rock","Friday",43,2.3
"Brejcha","Techno","Thursday",44,4.6
"Mski","HipHop","Friday",31,2.8
"Mski","Jazz","Thursday",111,2.1
"Blue","Techno","Saturday",184,4.6
"Monique","Rock","Thursday",99,2.5
"Blue","Rock","Saturday",82,4.4
"Ania","HipHop","Saturday",136,3.9
"Brejcha","Techno","Thursday",66,4.2
"Blue","Jazz","Saturday",72,2.1
"Mski","HipHop","Saturday",101,4.9
"Blue","Rock","Saturday",43,2.2
"Monique","Jazz","Thursday",46,4.8
"Mski","Jazz","Saturday",42,1.1
"Monique","Techno","Saturday",192,2.5
"Brejcha","Rock","Thursday",143,2.5
"Ania","HipHop","Thursday",67,1.6
"Brejcha","Jazz","Friday",185,1.3
"Brejcha","Jazz","Friday",189,1.4
"Brejcha","Techno","Saturday",35,4.2
"Monique","HipHop","Thursday",109,3.3
"Monique","HipHop","Thursday",78,2.8
"Mski","Rock","Friday",23,4.4
"Ania","Jazz","Friday",93,3.1
"Blue","Techno","Thursday",96,2.4
"Brejcha","Jazz","Friday",110,4.8
"Blue","HipHop","Thursday",50,4.5
"Mski","Techno","Friday",156,1
"Mski","Jazz","Thursday",151,4.4
"Blue","Rock","Friday",86,2.6
"Mski","Techno","Saturday",137,3.3
"Brejcha","Jazz","Thursday",149,2.7
"Mski","HipHop","Thursday",121,1.2
"Blue","Techno","Saturday",164,4.1
"Ania","Rock","Thursday",175,3.7
"Ania","Jazz","Thursday",25,1.7
"Brejcha","Jazz","Thursday",183,4.5
"Blue","Rock","Saturday",113,2.3
"Ania","Jazz","Thursday",122,1.3
"Blue","HipHop","Thursday",98,2.1
"Ania","Rock","Friday",65,4
"Mski","HipHop","Saturday",116,3.5
"Mski","Techno","Friday",36,4.8
"Brejcha","Rock","Saturday",56,3
"Monique","Techno","Friday",38,3.5
"Brejcha","HipHop","Saturday",48,3.7
"Mski","HipHop","Friday",87,4.4
"Monique","Rock","Friday",64,2.2
"Brejcha","Techno","Friday",106,2.5
"Blue","HipHop","Saturday",174,2.5
"Mski","HipHop","Friday",30,4.3
"Blue","Techno","Thursday",112,2.8
"Ania","Techno","Saturday",93,2.3
"Mski","Techno","Friday",199,2.6
"Monique","Jazz","Thursday",186,1.5
"Monique","HipHop","Thursday",20,1.4
"Mski","HipHop","Saturday",149,4.3
"Blue","HipHop","Friday",198,4.8
"Brejcha","HipHop","Saturday",85,4.7
"Monique","Techno","Thursday",101,4.6
"Mski","Techno","Thursday",137,4.2
"Brejcha","Techno","Thursday",159,2.8
"Mski","HipHop","Saturday",70,3.3
"Monique","Jazz","Thursday",171,3.1
"Monique","Rock","Friday",168,3.4
"Brejcha","Jazz","Friday",158,1.9
"Ania","Techno","Thursday",32,2.4
"Ania","Rock","Saturday",170,3.5
"Ania","Jazz","Friday",21,4.2
"Monique","Jazz","Thursday",31,1.3
"Monique","Rock","Thursday",56,1.8
"Ania","Techno","Friday",23,3.8
"Mski","Rock","Saturday",53,1.9
"Ania","Jazz","Thursday",70,1.1
"Brejcha","Rock","Thursday",198,1.2
"Monique","Techno","Friday",74,1.6
"Blue","Rock","Saturday",153,4.3
"Brejcha","Techno","Saturday",63,4.9
"Brejcha","Techno","Thursday",196,4
"Blue","HipHop","Friday",126,2.9
"Brejcha","HipHop","Thursday",174,4.3
"Monique","HipHop","Thursday",68,2.6
"Blue","Techno","Thursday",112,2.8
"Blue","Techno","Thursday",112,2.8
"Ania","Rock","Friday",67,4.4
"Mski","HipHop","Saturday",24,2.2
"Blue","Rock","Thursday",24,4.4
"Blue","Jazz","Saturday",104,4.3
"Blue","Jazz","Friday",95,3.6
"Mski","Jazz","Friday",93,2.6
"Blue","Techno","Friday",56,1.4
"Mski","Techno","Saturday",115,4.1
"Monique","HipHop","Friday",200,4.7
"Brejcha","Jazz","Saturday",168,4.9
"Mski","Jazz","Thursday",167,1.4
"Mski","HipHop","Thursday",172,4.8
"Brejcha","Rock","Friday",150,4.1
"Brejcha","Techno","Thursday",28,2.3
"Monique","HipHop","Friday",200,4.5
"Monique","HipHop","Friday",84,2.9
"Ania","HipHop","Saturday",66,1.2
"Monique","HipHop","Thursday",176,4.2
"Blue","Rock","Saturday",26,4
"Brejcha","Rock","Friday",59,1.9
"Ania","Techno","Friday",82,3.8
"Monique","Rock","Thursday",113,1.7
"Brejcha","Jazz","Thursday",70,3.3
"Ania","Rock","Friday",33,3.5
"Blue","Rock","Friday",74,4
"Blue","Jazz","Saturday",108,4.7
"Ania","Rock","Friday",145,3.8
"Brejcha","Jazz","Friday",83,2.5
"Monique","HipHop","Friday",58,2.4
"Monique","HipHop","Thursday",109,3.3
"Monique","Techno","Thursday",196,2.4
"Brejcha","Techno","Friday",85,1.2
"Monique","Rock","Saturday",121,3.2
"Brejcha","HipHop","Friday",55,4.4
"Ania","Jazz","Thursday",20,2.9
"Monique","HipHop","Saturday",44,2.1
"Mski","HipHop","Saturday",199,2.4
"Mski","Jazz","Saturday",97,3.7
"Brejcha","Techno","Friday",191,3.7
"Mski","Techno","Friday",190,1.7
"Mski","Jazz","Friday",140,1.8
"Blue","Techno","Thursday",84,2.1
"Monique","Techno","Thursday",152,4.3
"Brejcha","Techno","Friday",197,4.9
"Mski","Jazz","Saturday",45,4.1
"Monique","Jazz","Friday",135,4.9
"Mski","Rock","Saturday",21,4.7
"Blue","HipHop","Saturday",121,1.9
"Ania","HipHop","Thursday",39,4.3
"Mski","Rock","Saturday",24,4.1
"Mski","Rock","Thursday",20,5
"Brejcha","Rock","Saturday",24,1.9
"Mski","Rock","Saturday",45,2.2
"Monique","HipHop","Thursday",58,2.4
"Mski","Jazz","Thursday",193,1.1
"Mski","Rock","Friday",24,4.2
"Brejcha","HipHop","Saturday",113,3.8
"Blue","Techno","Friday",112,2.8
"Mski","Rock","Thursday",29,3.4
"Monique","Jazz","Saturday",165,4.7
"Mski","Techno","Friday",98,2.4
"Mski","Rock","Saturday",22,4.5
"Ania","Jazz","Saturday",193,3.2
"Mski","Techno","Thursday",171,1.3
"Mski","HipHop","Friday",141,1.1
"Mski","Techno","Saturday",80,1.9
"Blue","Techno","Thursday",192,4.8
"Blue","Rock","Friday",86,1.7
"Blue","Rock","Thursday",43,4
"Blue","Jazz","Friday",101,4.1
"Mski","Techno","Saturday",60,3.7
"Mski","Jazz","Thursday",171,2
"Monique","Rock","Saturday",182,2.1
"Monique","Jazz","Friday",91,1.7
"Mski","Jazz","Friday",110,3
"Mski","Techno","Thursday",109,2.6
"Ania","HipHop","Friday",155,1.1
"Blue","Jazz","Friday",67,1.8
"Mski","HipHop","Friday",61,3.7
"Mski","Jazz","Thursday",187,1.9
"Ania","Jazz","Friday",22,2
"Blue","Jazz","Thursday",106,4.5
"Mski","Techno","Thursday",171,2.2
"Blue","Rock","Friday",110,1.6
"Monique","HipHop","Thursday",53,2.3
"Brejcha","Rock","Friday",43,1.2
"Mski","Techno","Saturday",189,4.8
"Brejcha","Jazz","Thursday",84,4.5
"Monique","HipHop","Saturday",176,4.2
"Ania","Jazz","Thursday",39,4.8
"Blue","Jazz","Thursday",95,3.6
"Brejcha","Rock","Thursday",37,4.6
"Ania","Jazz","Thursday",123,1.5
"Mski","HipHop","Thursday",143,2.2
"Brejcha","Rock","Friday",68,3.7
"Blue","Techno","Friday",180,4.5
"Brejcha","HipHop","Saturday",50,1.2
"Ania","Techno","Friday",186,2.6
"Blue","Rock","Saturday",80,4.4
"Mski","Jazz","Friday",22,3.5
"Monique","Techno","Thursday",93,2.7
"Ania","Techno","Friday",68,1.6
"Mski","Techno","Thursday",96,3
"Brejcha","HipHop","Saturday",107,4.1
"Ania","Techno","Friday",66,4.9
"Brejcha","Jazz","Saturday",171,1.3
"Ania","Techno","Friday",122,4.8
"Blue","Techno","Friday",60,1.5
"Brejcha","Jazz","Saturday",87,1.5
"Mski","Techno","Friday",114,1.3
"Brejcha","Techno","Friday",161,3.7
"Blue","Jazz","Thursday",107,4.6
"Brejcha","Jazz","Friday",55,4.9
"Brejcha","Jazz","Saturday",182,1.2
"Ania","Rock","Thursday",175,3.9
"Blue","Techno","Saturday",152,3.8
"Mski","HipHop","Saturday",107,3.5
"Mski","Techno","Saturday",119,4.3
"Monique","Techno","Saturday",63,3.2
"Brejcha","Rock","Thursday",195,4.7
"Ania","Jazz","Saturday",106,3.3
"Blue","Jazz","Saturday",111,4.9
"Blue","HipHop","Friday",185,1.4
"Monique","Techno","Thursday",45,1.3
"Blue","Jazz","Friday",50,1
"Brejcha","Jazz","Thursday",149,4.4
"Mski","Jazz","Saturday",126,1.2
"Ania","Techno","Friday",106,1.3
"Brejcha","HipHop","Friday",196,2.8
"Brejcha","Jazz","Thursday",140,2.9
"Blue","Jazz","Saturday",85,2.9
"Mski","HipHop","Saturday",24,4.3
"Brejcha","Techno","Thursday",175,1.4
"Mski","HipHop","Thursday",174,2.2
"Monique","Jazz","Friday",145,2.6
"Ania","Jazz","Friday",155,3.2
"Ania","Techno","Friday",62,2.8
"Mski","Rock","Thursday",20,4.9
"Brejcha","HipHop","Thursday",34,2.1
"Mski","HipHop","Saturday",150,3.3
"Mski","HipHop","Saturday",166,1.1
"Blue","HipHop","Friday",173,1.9
"Monique","Rock","Friday",99,2.4
"Ania","Rock","Saturday",56,3.9
"Monique","Rock","Saturday",124,2.1
"Brejcha","Rock","Thursday",87,1.8
"Ania","Rock","Saturday",172,4.2
"Blue","Jazz","Thursday",82,2.7
"Mski","Techno","Saturday",67,2.5
"Ania","Jazz","Thursday",36,4.2
"Brejcha","Jazz","Saturday",199,3.5
"Mski","HipHop","Saturday",69,1.8
"Mski","HipHop","Friday",185,4.5
"Ania","Techno","Saturday",196,4.7
"Mski","Techno","Saturday",61,3.3
"Ania","Jazz","Thursday",186,4.4
"Mski","Rock","Saturday",23,4.3
"Monique","Techno","Saturday",141,2.8
"Ania","HipHop","Saturday",190,1.7
"Brejcha","HipHop","Thursday",64,4.1
"Mski","Techno","Thursday",125,1.3
"Monique","HipHop","Friday",200,4.6
"Monique","Jazz","Thursday",50,2.5
"Ania","Techno","Thursday",66,1.3
"Monique","Rock","Friday",131,4.3
"Monique","Jazz","Thursday",114,3.9
"Mski","Jazz","Friday",143,4.4
"Monique","HipHop","Friday",20,1.3
"Monique","Jazz","Thursday",71,3.5
"Blue","Jazz","Friday",76,2.3
"Blue","HipHop","Thursday",139,1.8
"Ania","Rock","Friday",50,4.7
"Mski","Rock","Friday",67,1.5
"Blue","Rock","Thursday",121,4
"Blue","Jazz","Thursday",105,4.4
"Brejcha","Rock","Friday",161,4.8
"Brejcha","HipHop","Friday",176,1
"Brejcha","Techno","Saturday",162,3.9
"Blue","Rock","Thursday",180,3.9
"Mski","Jazz","Friday",181,4.3
"Mski","Jazz","Saturday",173,2.4
"Mski","Techno","Friday",79,1
"Monique","Rock","Saturday",55,1.4
"Monique","Rock","Thursday",88,1.3
"Ania","Jazz","Thursday",73,4.1
"Mski","Techno","Saturday",56,3.4
"Brejcha","Jazz","Friday",25,3.7
"Brejcha","Jazz","Saturday",143,1.1
"Brejcha","Techno","Thursday",178,2.4
"Ania","Jazz","Friday",116,2.5
"Blue","Jazz","Saturday",87,3
"Monique","Jazz","Saturday",42,2.1
"Brejcha","HipHop","Friday",94,2.5
"Ania","HipHop","Friday",100,3.7
"Mski","Techno","Thursday",82,5
"Blue","Techno","Thursday",120,3
"Ania","HipHop","Saturday",105,3.8
"Monique","Jazz","Friday",56,4.3
"Brejcha","Rock","Thursday",109,4.5
"Blue","HipHop","Saturday",29,2
"Monique","Techno","Friday",65,2
"Blue","HipHop","Thursday",130,3.1
"Monique","Jazz","Friday",145,2.9
"Monique","Jazz","Thursday",23,1.4
"Ania","Jazz","Saturday",154,2.8
"Brejcha","Techno","Thursday",40,4
"Brejcha","Techno","Friday",146,3.9
"Monique","HipHop","Thursday",22,1.5
"Blue","Jazz","Saturday",82,2.7
"Brejcha","Rock","Friday",170,4.1
"Monique","HipHop","Thursday",137,3.7
"Blue","Jazz","Thursday",112,5
"Mski","Rock","Thursday",48,2.1
"Monique","Rock","Friday",99,2.9
"Ania","HipHop","Friday",125,2.8
"Monique","HipHop","Friday",152,3.9
"Monique","Rock","Saturday",140,4.4
"Brejcha","HipHop","Thursday",196,4.5
"Monique","HipHop","Friday",20,1.3
"Mski","Rock","Friday",26,3.8
"Ania","Techno","Friday",157,3.8
"Blue","Rock","Saturday",169,4.6
"Monique","Jazz","Friday",24,1.1
"Blue","Rock","Saturday",47,1.7
"Blue","Jazz","Thursday",111,4.9
"Ania","HipHop","Thursday",37,1.1
"Monique","Rock","Saturday",93,4.8
"Blue","HipHop","Friday",173,3.8
"Ania","Rock","Thursday",150,1.6
"Brejcha","HipHop","Thursday",81,2.8
"Mski","Rock","Thursday",27,3.7
"Ania","Rock","Thursday",20,2.3
"Monique","Jazz","Thursday",33,3.1
"Brejcha","Techno","Friday",140,3.3
"Brejcha","Techno","Friday",172,4.9
"Mski","Jazz","Thursday",49,1.6
"Monique","Rock","Friday",42,3.5
"Blue","Techno","Saturday",60,1.5
"Monique","Jazz","Saturday",169,3.5
"Ania","HipHop","Thursday",40,4.5
"Monique","Jazz","Thursday",199,4.7
"Blue","Rock","Friday",176,4.5
"Blue","HipHop","Saturday",40,4.5
"Ania","Jazz","Friday",25,2.7
"Ania","Techno","Friday",96,2.9
"Mski","Jazz","Saturday",185,4.6
"Mski","HipHop","Saturday",195,4
"Mski","HipHop","Friday",128,4
"Brejcha","Techno","Friday",83,4
"Ania","Rock","Friday",135,3.4
"Brejcha","Rock","Thursday",143,4
"Blue","Rock","Saturday",186,1.2
"Brejcha","Techno","Thursday",103,3
"Brejcha","HipHop","Saturday",178,4.5
"Mski","HipHop","Thursday",168,2
"Ania","Techno","Saturday",72,4.8
"Ania","Techno","Saturday",130,3.1
"Brejcha","Techno","Thursday",123,3.3
"Ania","HipHop","Friday",49,4.1
"Mski","Techno","Saturday",148,2.8
"Mski","Techno","Thursday",61,2.3
"Ania","Techno","Friday",99,3.2
"Monique","Techno","Saturday",28,3.6
