"ZIQ","Piv","Target","Zyrc","Xelco","Yulos","Pilms","WAC"
2.35,8,13223.26,"Vibranto",1982,27,7053.55555555556,"EM"
2.22,9,10224.33,"Solario",1968,25,5524.17647058824,"ET"
2.2,1,10229.1,"Solario",1987,92,1414.45070422535,"EM"
1.87,3,10170.44,"Solario",2004,44,2074,"FB"
2.22,54,11771.91,"Esplen",1965,61,4923.7037037037,"ET"
2.37,0,11748.87,"Esplen",1974,49,8809.55555555555,"ET"
2.86,13,13280.07,"Vibranto",1988,11,3709.81927710843,"EM"
1.63,50,7502.74,"Ardent",1993,34,5979.91304347826,"FC"
1.93,12,9811.28,"Quilante",1977,16,2874.82278481013,"FB"
2.67,28,5778.36,"Ardent",1976,61,6360.90476190476,"EM"
3.12,16,13308.64,"Vibranto",1968,8,2904.51219512195,"ET"
1.84,8,9818.58,"Quilante",2012,44,3602.90322580645,"FB"
2.83,56,11703.52,"Esplen",2003,96,13322.1111111111,"ET"
2.39,10,10231.46,"Solario",1995,14,3066.15151515152,"ET"
2.91,14,11723.27,"Esplen",1967,90,36095.3333333333,"EM"
2.7,21,13274.26,"Vibranto",1991,1,3671.8064516129,"FC"
2.31,65,13239.09,"Vibranto",2002,80,5222.17647058824,"EM"
2.81,41,10282.6,"Solario",2006,48,4265.30303030303,"EM"
2.49,4,13255.52,"Vibranto",1984,85,51283,"FC"
1.6,53,9848.95,"Quilante",2011,34,4520.8064516129,"FC"
2.33,15,11779.82,"Esplen",1999,20,4556.36363636364,"FC"
2.44,8,13254.87,"Vibranto",1968,35,6503.72727272727,"FC"
2.48,38,10246.51,"Solario",1986,12,36343.3333333333,"FC"
2.24,9,5063.93,"Ardent",2011,8,1695.66666666667,"ET"
2.9,19,9710,"Brillante",2001,83,5749.8064516129,"FC"
1.85,77,10173.95,"Solario",1975,21,5686,"FC"
2.82,4,13277.3,"Vibranto",2004,17,51035,"EM"
2.02,10,13198.87,"Vibranto",1988,49,8108.66666666667,"EM"
2.77,1,11723.31,"Esplen",2019,53,21850,"FB"
2.3,99,14796.17,"Ardent",1995,32,6785,"ET"
2.67,11,10262.44,"Solario",2009,64,2078,"FC"
2.97,98,9694.68,"Quilante",1983,48,7033.17647058824,"FC"
2.7,28,13286.71,"Vibranto",2012,70,4748.53731343284,"FB"
2.18,32,10210.41,"Solario",1969,34,5588.82608695652,"EM"
1.84,28,9804.31,"Quilante",2014,96,4045.38596491228,"EM"
2.39,73,10321.5,"Ardent",1967,54,6514.65957446809,"FC"
2.89,30,13306.84,"Vibranto",1993,17,11284.6666666667,"FB"
2.83,5,5036.82,"Ardent",1987,28,8649.82608695652,"EM"
3,0,10304.21,"Solario",2016,89,8087.82608695652,"ET"
2.97,12,13281.05,"Vibranto",1971,60,9588.90909090909,"EM"
2.55,10,10258.79,"Solario",1980,8,11524.3333333333,"FC"
3.28,28,11674.77,"Esplen",1972,18,2492,"EM"
2.01,1,13192.96,"Vibranto",2012,84,5130.17647058824,"FC"
1.97,50,11820.26,"Esplen",2008,44,11926.3333333333,"FC"
2.78,7,10265.95,"Solario",2014,2,5532.82608695652,"FC"
2.45,10,11754.57,"Esplen",1993,49,2579.58823529412,"FC"
2.39,16,13234.17,"Vibranto",2005,78,10225.8571428571,"FB"
1.98,2,5010.81,"Ardent",1999,46,6199.58139534884,"EM"
2.6,11,10262.28,"Solario",1977,11,4330.7012987013,"FB"
2.62,83,11738.89,"Esplen",1996,21,15637.1111111111,"FC"
2.25,2,10224.72,"Solario",1992,44,4166.66666666667,"ET"
2.74,27,11710.2,"Esplen",2008,75,10424.5555555556,"EM"
1.82,32,10177.79,"Solario",2011,24,6769.15789473684,"FB"
2.78,5,9724.73,"Quilante",1991,52,3158.63157894737,"FC"
2.15,51,9785,"Brillante",2009,76,2834.58139534884,"ET"
2.23,2,4998.62,"Ardent",2011,34,4681,"FC"
2.42,49,11745.61,"Esplen",2012,52,4101.95238095238,"FC"
2.73,7,10273,"Brillante",2000,34,4481.42528735632,"ET"
1.59,9,9840.41,"Quilante",1970,7,6361.90476190476,"EM"
2.5,17,9760.65,"Quilante",1974,19,1551.05128205128,"FC"
2.87,62,13280.44,"Vibranto",2007,3,6162.57142857143,"EM"
1.98,26,11804.06,"Esplen",1967,90,3298.5,"ET"
2.89,33,13288.51,"Vibranto",2002,60,5538.13793103448,"ET"
2.43,9,10243,"Brillante",1976,54,2864.81927710843,"FC"
2.37,23,11760.95,"Esplen",1968,29,5744.27586206897,"FB"
2.1,17,5275.22,"Ardent",1968,31,5322.10101010101,"FC"
3.08,19,5354.56,"Ardent",2016,86,5497.11111111111,"ET"
1.8,8,13179.56,"Vibranto",2009,39,5984.5,"FC"
2.97,20,11698.4,"Esplen",1973,3,6361.15151515152,"EM"
3.02,48,13299.43,"Vibranto",1966,89,36885.3333333333,"EM"
2.74,15,11726.77,"Esplen",1992,12,6098,"FC"
2.34,39,10219.91,"Solario",1995,11,9766.33333333333,"ET"
2.15,6,9778.76,"Quilante",1975,93,2304.36363636364,"FC"
2.63,1,13257.24,"Vibranto",1965,1,3099.15151515152,"FC"
2.13,45,9804.72,"Quilante",2018,91,3864.9010989011,"FB"
2.48,57,11750.49,"Esplen",1993,37,4352.71428571429,"FC"
2.48,39,9768.99,"Quilante",1983,32,1771,"ET"
2.19,13,13226.2,"Vibranto",2012,10,12696,"EM"
3.34,18,9655.05,"Quilante",1975,30,3970.5,"EM"
2.88,34,10283.64,"Solario",1998,27,104068,"EM"
3.07,13,9693,"Brillante",1995,7,3494.58823529412,"FC"
1.89,5,10200.75,"Solario",2007,47,4790.63157894737,"FC"
3.05,77,9695,"Brillante",2009,14,4460.10101010101,"ET"
2.54,86,12408.55,"Ardent",1987,83,6083.57894736842,"FC"
2.18,3,9782,"Brillante",2007,53,3933.57142857143,"ET"
2.43,9,9753.87,"Quilante",1978,56,4852.07692307692,"ET"
2.65,8,13260.33,"Vibranto",2000,79,2170.5,"EM"
2.63,40,9728.11,"Quilante",1966,82,6602.42857142857,"FB"
2.91,16,10302.49,"Solario",1983,49,4647.58823529412,"ET"
2.51,8,9753.08,"Quilante",2003,14,4901.57894736842,"ET"
2.94,25,10296.27,"Solario",1969,31,6774,"FC"
2.61,33,11750.02,"Esplen",1968,52,5119.57894736842,"FC"
2.26,11,10236.8,"Solario",2019,72,6157.53731343284,"EM"
3.3,1,11683.03,"Esplen",1977,99,6476.90476190476,"ET"
2.36,6,9753.27,"Quilante",1993,76,4434.36363636364,"FC"
2.03,1,9799.92,"Quilante",2004,39,5104.81927710843,"FB"
2.18,16,13226.29,"Vibranto",1995,18,1764.88888888889,"ET"
2.48,10,9776.73,"Quilante",2010,99,3010.33333333333,"FC"
2.61,75,10263.22,"Solario",1983,57,10074,"FC"
2.37,14,10241.96,"Solario",2013,62,4970.34426229508,"EM"
2.3,2,13216.19,"Vibranto",1994,83,6342.81632653061,"EM"
2.2,5,11792.4,"Esplen",2016,13,3972.46153846154,"ET"
3.02,7,9695.54,"Quilante",1995,19,5244.2688172043,"FC"
2.76,21,11727.15,"Esplen",1972,52,7846.30303030303,"FC"
2.51,33,11749.62,"Esplen",1989,3,54304,"EM"
2.95,21,11703.36,"Esplen",1983,50,5816.90322580645,"ET"
2.55,16,10269.19,"Solario",2018,5,6718.42857142857,"EM"
2.74,15,13275.35,"Vibranto",2008,5,4623.53731343284,"ET"
2.15,20,9785,"Brillante",2001,34,33637.3333333333,"EM"
2.6,4,10258.23,"Solario",2005,84,3921.79069767442,"FB"
2.14,5,9786,"Brillante",2013,95,23539,"FC"
2.57,3,10257,"Brillante",2000,26,2116.81927710843,"ET"
2.54,18,13252.81,"Vibranto",2007,78,29152,"EM"
2.63,1,11722.63,"Esplen",1968,90,54331,"FC"
2.27,9,9773,"Brillante",1983,74,1627.35135135135,"FC"
2.93,3,9715.39,"Quilante",2014,76,1634.15151515152,"FB"
2.57,4,13276.52,"Vibranto",1988,80,21296,"FC"
3.03,66,9344.76,"Ardent",2017,34,2047.66666666667,"FB"
2.33,91,10233,"Brillante",1980,6,6167.38596491228,"FC"
2.34,15,11772.35,"Esplen",2008,23,3291.10256410256,"FB"
2.03,12,10205.38,"Solario",2010,98,10122.9090909091,"FB"
2.1,11,9780.71,"Quilante",2007,58,5391,"EM"
3.24,20,11676.69,"Esplen",1991,23,5045,"ET"
2.55,16,10248.5,"Solario",1991,37,5861.10256410256,"EM"
2.2,8,13222.46,"Vibranto",2002,7,4308.17647058824,"ET"
3.12,8,11679.77,"Esplen",1965,79,5626.46153846154,"FB"
2.76,8,13277.64,"Vibranto",1985,20,5795.90322580645,"FC"
2.57,5,5034.36,"Ardent",1965,72,3758.95238095238,"EM"
3.1,12,11698.72,"Esplen",2009,5,2970.11111111111,"EM"
2.29,8,9771,"Brillante",2017,74,4391.53731343284,"FC"
2.7,119,9724.04,"Quilante",1999,17,5771,"EM"
2.87,24,10274.85,"Solario",1971,30,52361,"FC"
1.65,24,13152.46,"Vibranto",1967,56,5929.53731343284,"FB"
2.46,32,10246,"Brillante",2010,69,16090,"EM"
2.62,16,13242.15,"Vibranto",2013,91,3650.2688172043,"FB"
2.91,1,9710.99,"Quilante",1978,6,4386.36363636364,"ET"
2.85,19,13282.85,"Vibranto",1994,26,3314.63157894737,"FC"
2.53,5,10261.69,"Solario",1980,47,9291.45454545455,"FB"
2.63,1,10270.08,"Solario",1997,2,7019.95238095238,"FC"
1.92,40,9808,"Brillante",1985,37,4217.30158730159,"ET"
1.96,2,10201.36,"Solario",2000,24,1998.81927710843,"ET"
3.22,18,5308.84,"Ardent",1965,37,11670.1111111111,"FC"
2.3,20,9772.7,"Quilante",1968,54,1859.57142857143,"EM"
2.42,4,13227.62,"Vibranto",2016,80,7779,"ET"
2.34,13,11786.21,"Esplen",1986,23,4738.07692307692,"ET"
2.49,59,9755.05,"Quilante",1993,72,4288.90322580645,"FB"
2.32,15,9770.65,"Quilante",1988,76,5837.38596491228,"ET"
2.68,8,10268,"Brillante",1994,21,3172.58823529412,"FC"
2.42,4,10242,"Brillante",1964,44,4125.7012987013,"EM"
2.57,19,13251.2,"Vibranto",2004,81,9967.15789473684,"ET"
2.38,4,9757.89,"Quilante",1998,88,3963.85185185185,"ET"
2.21,5,10207.86,"Solario",1982,87,5667.2688172043,"EM"
2.41,29,11755.92,"Esplen",1978,89,6199.35135135135,"FB"
2.98,21,11698.73,"Esplen",1982,6,50790,"ET"
2.11,10,5111.65,"Ardent",1979,38,4932.59550561798,"FB"
2.82,7,9704.59,"Quilante",1989,9,7254.15384615385,"FC"
3.06,44,9693.32,"Quilante",1996,33,19183.6666666667,"ET"
2.34,0,13248.67,"Vibranto",1974,9,2116.91525423729,"FC"
1.9,24,10216.04,"Solario",1979,82,8873.55555555555,"FB"
1.85,13,10176,"Solario",1984,75,23244,"FC"
2.37,52,13214.5,"Vibranto",1976,34,1260.92783505155,"FC"
2.84,72,9713.39,"Quilante",1965,94,3926.63157894737,"FC"
2.1,24,9781.21,"Quilante",2011,70,4432.79069767442,"FB"
2.67,43,10266.75,"Solario",2015,60,4440.40816326531,"ET"
2.41,55,11751.24,"Esplen",1992,52,9552.90909090909,"FB"
1.82,0,9828.43,"Quilante",2005,45,11157.3076923077,"FC"
2.47,5,11754.3,"Esplen",1969,45,3865,"FB"
1.66,9,9834,"Brillante",1971,36,11315.3333333333,"FB"
1.45,2,13171,"Vibranto",2016,2,2908.34426229508,"ET"
2.22,5,10211.44,"Solario",2013,8,5712.53731343284,"ET"
2.22,2,9774.75,"Quilante",2011,79,3144.86301369863,"ET"
2.32,3,13248.33,"Vibranto",1965,62,5177.66666666667,"FC"
1.95,18,11809.71,"Esplen",1986,100,9333.90476190476,"EM"
2.24,26,13210.48,"Vibranto",1987,96,7664.27586206897,"EM"
2.53,19,5350.13,"Ardent",1994,66,10697,"FC"
2.64,2,11738.22,"Esplen",1989,83,1773.34426229508,"ET"
3.24,4,10311.94,"Solario",2002,75,5167.13793103448,"EM"
3.12,29,13293.03,"Vibranto",1967,21,3978.46153846154,"FB"
1.98,12,11804.38,"Esplen",1971,32,5978.15151515152,"FC"
2.55,2,4997.64,"Ardent",2001,9,3167,"ET"
3.14,42,9686,"Brillante",1985,85,35864.3333333333,"EM"
2.49,24,5573.35,"Ardent",1974,10,14153,"EM"
2.73,69,10273,"Brillante",2018,48,3268.58823529412,"ET"
1.73,6,11833.13,"Esplen",2016,85,5993.15789473684,"EM"
2.13,9,9771.51,"Quilante",1999,28,7565.66666666667,"FB"
2.98,60,9711.77,"Quilante",2015,45,4403.79069767442,"EM"
2.38,37,11748.76,"Esplen",1967,25,6181.82278481013,"ET"
1.89,31,10180.78,"Solario",1979,71,1971.47058823529,"FB"
2.32,11,11781.21,"Esplen",1976,22,2421.13793103448,"EM"
2.28,11,5107.26,"Ardent",1973,30,5447.11111111111,"EM"
1.81,22,5492.96,"Ardent",1973,45,2077.92783505155,"FC"
1.82,40,13160.57,"Vibranto",1975,94,3159,"EM"
3.15,20,11672.67,"Esplen",1983,45,9621.55555555555,"EM"
2.45,16,10245,"Brillante",1986,36,9771,"FC"
2.27,10,11776.12,"Esplen",2012,79,6444.66666666667,"FC"
2.42,9,9745.32,"Quilante",2016,44,4278.15151515152,"ET"
2.27,5,5018.54,"Ardent",1981,6,11212.3076923077,"ET"
2.47,18,5327.75,"Ardent",1972,23,37037.3333333333,"FC"
1.72,9,11821.17,"Esplen",2014,81,1657.47058823529,"EM"
2.43,4,13257.38,"Vibranto",1984,9,3208.77777777778,"FB"
2.43,5,11750.49,"Esplen",1999,16,3529.53731343284,"FB"
2.37,49,9757.12,"Quilante",1983,42,6399.91525423729,"FC"
2.17,104,9776.32,"Quilante",1971,81,6481.82608695652,"EM"
2.53,2,13265.19,"Vibranto",1971,14,6438.58139534884,"FB"
2.82,8,13292.34,"Vibranto",1978,51,2411.18181818182,"FB"
2.9,5,9692.27,"Quilante",1977,83,5135.36363636364,"FB"
2.27,5,11778.65,"Esplen",1984,43,11195,"FC"
2.98,6,5032.33,"Ardent",2007,90,9106.82608695652,"FC"
2.37,0,9776.63,"Quilante",2011,61,7966.82608695652,"FB"
2.53,84,10254.51,"Solario",1981,40,5333.82978723404,"EM"
2.69,2,9750.96,"Quilante",1988,51,18619.6666666667,"FB"
2.49,5,9742.29,"Quilante",1990,22,1493.40816326531,"EM"
2.52,5,11745.57,"Esplen",1989,61,3041.45070422535,"EM"
2.91,2,10291,"Brillante",2012,64,2977.86301369863,"FB"
3.06,32,10315.58,"Solario",1994,93,5268.18181818182,"FB"
2.4,66,9356.21,"Ardent",1986,96,3935.59550561798,"FB"
3.09,6,13290.76,"Vibranto",1991,39,17316.7142857143,"EM"
2.1,16,10215.52,"Solario",2000,38,13176,"ET"
2.04,23,13203.24,"Vibranto",2004,30,5325.66666666667,"FC"
2.22,32,11789.44,"Esplen",2010,77,27500,"FB"
2.22,18,11788.14,"Esplen",1986,70,3983.86301369863,"EM"
2.6,42,13257.13,"Vibranto",1998,61,4343.78947368421,"ET"
2.35,30,10236.62,"Solario",2018,39,8362.45454545455,"FC"
2.48,8,10258.72,"Solario",1999,24,3218.91525423729,"FC"
2.73,2,9724.31,"Quilante",1993,32,6050.59550561798,"FC"
2.5,13,9761.63,"Quilante",2009,25,6480.55555555556,"ET"
2.22,25,9775.97,"Quilante",1986,100,4136.7012987013,"ET"
1.92,12,10195.68,"Solario",2014,90,3942.72727272727,"FC"
2.83,51,9724.58,"Quilante",1972,31,4914.72727272727,"ET"
2.32,1,10209.94,"Solario",1987,22,5050.72727272727,"FB"
2.75,18,11742.83,"Esplen",1997,43,2564.47619047619,"ET"
2.86,5,9726.89,"Quilante",1993,27,1562.45070422535,"FC"
2.14,4,10196.6,"Solario",2010,83,3830.33333333333,"FB"
2.36,21,10233.07,"Solario",2006,26,4963.46153846154,"FB"
2.62,79,13260.97,"Vibranto",1977,13,4377.82278481013,"FB"
2.52,68,10260.77,"Solario",2013,51,6377.53731343284,"FC"
3.33,6,11642.62,"Esplen",1994,88,3649,"ET"
2.48,4,11754.41,"Esplen",1988,3,1812.10101010101,"ET"
2.28,23,11782.33,"Esplen",2011,66,3539.42528735632,"EM"
2.74,19,5368.62,"Ardent",2012,87,2819.7027027027,"FC"
1.43,44,13139.36,"Vibranto",1995,18,4996.77777777778,"FB"
2.13,3,11783.67,"Esplen",1994,83,5476.57894736842,"FB"
2.85,58,8354.93,"Ardent",2012,71,5996.05128205128,"ET"
2.24,1,10219.64,"Solario",2008,18,104585,"ET"
2.69,40,9710.11,"Quilante",2019,51,3994.81927710843,"FB"
1.92,26,10208.62,"Solario",2014,79,2158.35135135135,"FB"
2.8,3,13276.1,"Vibranto",1977,6,3781.36363636364,"FC"
2.65,8,5076.53,"Ardent",2011,30,5324.90476190476,"FB"
2.55,0,9756.73,"Quilante",2013,1,3101.33333333333,"EM"
2.89,33,6099.94,"Ardent",2009,50,10097.3076923077,"FB"
1.66,27,13170.52,"Vibranto",1971,9,3483,"ET"
2.53,39,9749.75,"Quilante",1980,47,3820.7027027027,"FC"
2.92,38,9715.75,"Quilante",2003,100,13328.1111111111,"EM"
3.34,25,11670.98,"Esplen",1973,43,2435.47619047619,"FB"
2.85,0,9715,"Brillante",2003,55,4585.71428571429,"EM"
2.25,11,10217.55,"Solario",1993,7,6975.77777777778,"FC"
3.25,4,11679.31,"Esplen",1983,37,5513,"FC"
2.79,13,9732.16,"Quilante",2016,89,3862.91304347826,"EM"
1.89,53,11798.54,"Esplen",1970,44,6780.18181818182,"FB"
2.9,37,9710.68,"Quilante",2017,15,2051.79069767442,"FC"
2.16,3,9776.66,"Quilante",1994,73,1571.58823529412,"ET"
2.47,23,9749.81,"Quilante",1972,4,5065.81927710843,"EM"
2.8,66,13272.46,"Vibranto",1997,31,5115.58139534884,"ET"
2.37,7,5043.33,"Ardent",2011,38,4981.33333333333,"FB"
2.68,58,9723.8,"Quilante",1975,75,7980.35294117647,"ET"
2.3,10,13216.92,"Vibranto",1981,15,6027.7037037037,"FB"
3.46,33,6094.47,"Ardent",1969,24,8719,"EM"
2.18,82,13201.79,"Vibranto",1979,76,14186.1111111111,"EM"
2.98,1,9709.03,"Quilante",2005,74,38262.3333333333,"FB"
1.69,25,13158.63,"Vibranto",1994,93,4960.42857142857,"FB"
2.17,16,10224.84,"Solario",2003,52,4637.42857142857,"ET"
2.93,33,10297.32,"Solario",1978,75,13527,"ET"
2.42,3,5008.12,"Ardent",2018,89,4689.0243902439,"ET"
2.51,13,9734.52,"Quilante",1971,96,3765.81632653061,"FB"
1.93,6,9780.94,"Quilante",2007,66,2168,"FC"
2.01,12,13201.23,"Vibranto",1986,66,6384.30303030303,"EM"
2.55,5,11754.11,"Esplen",2000,89,4490.92783505155,"FC"
3.07,0,11696.44,"Esplen",1985,75,3221.45070422535,"EM"
2.84,44,10290.57,"Solario",2007,28,6355.91525423729,"FC"
2.34,10,10219.82,"Solario",1977,68,7885,"FC"
2.05,26,13202.42,"Vibranto",2004,74,5048.34426229508,"FB"
2.42,2,11743.89,"Esplen",1972,14,8434.90476190476,"EM"
2.65,35,13260.09,"Vibranto",1978,12,4173.47619047619,"FB"
2.57,2,5007.45,"Ardent",1999,47,2674.35135135135,"ET"
2.65,5,11725.68,"Esplen",1982,2,3381.72727272727,"FC"
2.41,11,10238.61,"Solario",1979,74,8787.45454545455,"EM"
1.98,50,7507.46,"Ardent",1991,57,4086.7027027027,"EM"
2.2,7,11779.89,"Esplen",2017,37,1516.05128205128,"FB"
2.26,6,9774,"Brillante",2003,5,5607,"FC"
1.35,13,9854.66,"Quilante",1974,18,8566.55555555555,"EM"
2.93,24,9684.59,"Quilante",2013,73,1116.66666666667,"ET"
2.43,10,10238.42,"Solario",1984,27,4201.11111111111,"ET"
3.13,63,13313.24,"Vibranto",1983,70,4768.59550561798,"ET"
3.6,47,13363.39,"Vibranto",1990,11,5568.33333333333,"ET"
2.3,15,10228.09,"Solario",1996,42,2877,"FC"
1.99,19,10195.91,"Solario",2013,51,2044.82978723404,"FC"
2.74,16,13288.81,"Vibranto",1968,29,8141.15789473684,"FC"
2.8,40,9720,"Brillante",2011,37,3884,"ET"
1.6,1,11852.18,"Esplen",1981,97,5126.51219512195,"EM"
2.31,10,9777.8,"Quilante",1976,52,5375.59550561798,"FB"
2.84,11,5136.57,"Ardent",2009,58,23786,"FC"
2.53,31,13262.38,"Vibranto",1996,31,4208.46153846154,"FB"
2.34,40,9760.2,"Quilante",2005,52,4072.66666666667,"ET"
2.16,39,11805.14,"Esplen",2006,16,4946.40816326531,"FB"
1.89,44,6937.97,"Ardent",2015,77,5124.27586206897,"EM"
2.85,10,9704.21,"Quilante",1986,57,7639.85714285714,"FB"
2.24,1,13227.74,"Vibranto",2011,2,2330.2688172043,"ET"
1.91,7,10191,"Brillante",1996,14,2052.47058823529,"EM"
1.81,9,13179.83,"Vibranto",1971,98,4216.51219512195,"ET"
2.42,5,10253.13,"Solario",1999,20,3594.63157894737,"FC"
2.34,18,13210.23,"Vibranto",2019,99,4240.30158730159,"FC"
2.25,24,11782.84,"Esplen",1974,7,3623.63157894737,"EM"
2.93,12,9707,"Brillante",1989,16,21825,"EM"
2.47,12,9748.22,"Quilante",1985,37,5542.38596491228,"FC"
2.67,9,9726.34,"Quilante",1995,53,5125.53731343284,"FC"
2.6,0,13258.14,"Vibranto",1990,83,7871,"EM"
2.08,0,10208,"Brillante",1972,83,9136.30769230769,"FC"
2.19,30,9781,"Brillante",1989,91,3240.27536231884,"FC"
2.74,30,11710.08,"Esplen",2002,75,4276.15151515152,"FC"
2.71,8,5078.93,"Ardent",2000,52,3991.46153846154,"ET"
2.85,6,10279.86,"Solario",2007,78,3009.07692307692,"FC"
2.38,15,9782.21,"Quilante",1971,81,9002.82608695652,"ET"
1.7,34,9826.64,"Quilante",1999,34,5576.79245283019,"ET"
1.72,2,13159.5,"Vibranto",1972,70,9459.45454545455,"EM"
2.73,24,11762.69,"Esplen",2017,17,4647.45454545455,"FB"
2.42,10,11756.12,"Esplen",2017,59,4882,"FC"
2.08,7,9775.43,"Quilante",1978,72,5190.81632653061,"EM"
2.23,4,11779.42,"Esplen",2008,15,5142.51219512195,"ET"
2.12,26,13210.33,"Vibranto",2000,41,4187.51219512195,"FC"
2.27,14,10241.11,"Solario",2001,59,1881.46153846154,"FC"
3.64,41,9641.02,"Quilante",1978,16,3422.95652173913,"FC"
1.45,32,13170.55,"Vibranto",1997,18,6875.10256410256,"ET"
1.9,43,9818.56,"Quilante",1983,29,2633.51219512195,"FC"
2.52,8,13253.87,"Vibranto",2006,85,6012.51219512195,"FB"
2.78,18,9717.44,"Quilante",1966,47,4615,"FC"
2.72,6,9718.91,"Quilante",2003,62,13354.9090909091,"FB"
2.94,56,10279.22,"Solario",1969,63,5701.79069767442,"FB"
2.21,0,13232.72,"Vibranto",2013,24,6418.15384615385,"FC"
2.73,27,11721.99,"Esplen",1973,73,6393,"FB"
2.02,59,9791.48,"Quilante",2016,78,4570,"FB"
2.64,58,11755.08,"Esplen",2007,47,1609.47058823529,"ET"
3.15,0,5002.97,"Ardent",1987,91,3174.47058823529,"FB"
2.89,46,10281.38,"Solario",1973,92,3018.14285714286,"ET"
2.46,0,13243.26,"Vibranto",2016,74,5675.86301369863,"EM"
2.18,12,9782,"Brillante",1999,89,8303.15384615385,"EM"
2.5,29,10240.36,"Solario",2016,3,7076.30303030303,"EM"
2.13,7,5046.65,"Ardent",1975,5,3265.2688172043,"FC"
2.78,19,9704.58,"Quilante",1993,20,14732,"FB"
2.46,47,13236.16,"Vibranto",1987,34,5047.71428571429,"FB"
2.93,12,10293,"Brillante",1984,42,4549.9010989011,"EM"
1.5,58,11851.8,"Esplen",2018,95,1369.63157894737,"EM"
2.5,4,10228.46,"Solario",1973,86,7251.0243902439,"FB"
2.58,36,13279.35,"Vibranto",2015,93,3655.47619047619,"EM"
2.29,5,10232.18,"Solario",1981,60,6608.15384615385,"FB"
2.1,13,9776.67,"Quilante",1967,85,5658.78947368421,"EM"
2.39,6,9762.91,"Quilante",1973,45,5287.85185185185,"EM"
2.73,42,11734.62,"Esplen",2004,13,7741.35294117647,"FC"
3,12,9705.85,"Quilante",1974,2,9776.85714285714,"FC"
2.5,9,13244.13,"Vibranto",1975,13,2156.38596491228,"FB"
2.42,58,9763.39,"Quilante",1994,21,11357.3333333333,"EM"
2.67,5,9735.99,"Quilante",2014,80,2633.95238095238,"EM"
2.81,16,13294.01,"Vibranto",1982,40,5624.13793103448,"FB"
2.94,24,10304.54,"Solario",1985,31,7777.35294117647,"ET"
2.96,25,10280.91,"Solario",1992,3,6235.90322580645,"ET"
2.07,11,9791.28,"Quilante",2018,95,21940,"FB"
2.39,40,13240.14,"Vibranto",2014,96,3163.90322580645,"FB"
4,58,11586.7,"Esplen",1998,78,3215.30303030303,"ET"
1.95,39,9795.93,"Quilante",2012,56,6198.14285714286,"FC"
2.21,24,13239.28,"Vibranto",2011,90,4211.8064516129,"FB"
2.61,4,10262.5,"Solario",1967,73,3486.51219512195,"FB"
2.84,18,11703.33,"Esplen",1979,17,2661.15151515152,"FC"
3.17,17,9686.16,"Quilante",1971,72,5170.65957446809,"FB"
2.21,4,13219.44,"Vibranto",2017,22,7481.14285714286,"FB"
2.99,7,5025.74,"Ardent",1988,69,8076.82608695652,"FB"
2.39,6,13243.33,"Vibranto",2014,25,2935.30158730159,"EM"
1.79,47,11828.46,"Esplen",1985,58,4867.8064516129,"FC"
1.39,25,11863.21,"Esplen",1973,23,2266.5,"FC"
2.23,36,10220.32,"Solario",1995,15,5755.27536231884,"ET"
2.48,17,13220.71,"Vibranto",1984,94,6682.18181818182,"FB"
2.73,29,9751.14,"Quilante",1994,68,11849.9090909091,"EM"
2.83,27,13278.73,"Vibranto",2017,63,3608.47058823529,"ET"
2.15,8,10210.18,"Solario",1967,25,3197.79245283019,"FC"
2.29,2,5004.96,"Ardent",1992,25,103941,"ET"
3.1,2,13318.68,"Vibranto",1968,3,4916.14285714286,"FC"
2.9,12,9710.79,"Quilante",2011,76,2342.53731343284,"FC"
2.15,3,13204.08,"Vibranto",1976,51,3276.5,"FB"
2.36,57,10236,"Brillante",1980,65,10063.3529411765,"ET"
2.74,45,11726.65,"Esplen",1998,66,2215.36363636364,"FB"
2.06,13,13209.67,"Vibranto",1980,5,3645.82278481013,"FB"
2.75,6,10268.4,"Solario",2003,33,1689.46153846154,"ET"
2.94,28,13287.29,"Vibranto",1983,7,7115.82608695652,"FC"
3.02,17,9698,"Brillante",1991,2,2350.51219512195,"EM"
3.17,12,10317,"Brillante",1994,92,2659.5,"ET"
2.18,71,11789.08,"Esplen",1977,89,6373,"EM"
2.04,5,11781.1,"Esplen",1995,14,12430,"FB"
1.89,36,11817.23,"Esplen",1979,42,3493.11111111111,"ET"
2.58,22,13265.22,"Vibranto",2015,25,5467.15151515152,"FC"
3.06,9,13314.52,"Vibranto",1977,42,8370.90476190476,"ET"
2.97,50,10289.53,"Solario",1989,2,6934.95238095238,"FC"
2.14,10,9779.13,"Quilante",2016,67,5166.7012987013,"FB"
3.24,9,5077.64,"Ardent",2005,22,4195.92783505155,"FC"
2.68,3,13278.9,"Vibranto",1984,12,101454,"FC"
3.11,5,11671.43,"Esplen",1976,19,1394.86301369863,"FB"
3.06,9,10306,"Brillante",2006,9,6566.17647058824,"ET"
2.32,18,10214.19,"Solario",2007,80,4796.95652173913,"FC"
2.53,53,11757.08,"Esplen",2001,63,2279.90322580645,"EM"
2.91,2,13284.86,"Vibranto",1966,84,7705.90476190476,"EM"
