Education,Income,Own_Home,Debt,CarValue,Loan
"College","75718.32","No","472499.95","5590.25","No"
"Primary","58401.57","No","42825.83","48407.52","Yes"
"Vocational","98255.56","Yes","32147.14","41997.04","Yes"
"Primary","72867.42","Yes","55222.50","47790.93","Yes"
"Vocational","156811.68","Yes","253885.57","36305.20","No"
"Vocational","112519.37","Yes","417985.34","16367.85","No"
"College","84039.29","Yes","469218.50","47570.04","Yes"
"College","141023.61","Yes","108006.98","46708.96","Yes"
"College","57017.44","No","158461.83","11185.16","Yes"
"Primary","134660.41","Yes","462177.67","6957.06","Yes"
"Primary","57284.71","No","75660.97","13367.47","Yes"
"Vocational","130117.14","No","488321.25","1369.20","No"
"College","32523.74","Yes","374701.53","32906.32","No"
"College","161233.89","No","384888.41","27146.68","No"
"Primary","71964.74","Yes","26919.48","32829.68","No"
"Vocational","36003.32","No","25377.00","24164.00","No"
"College","83305.35","No","123873.30","43252.74","No"
"Vocational","79841.43","Yes","139200.56","15812.83","Yes"
"Primary","160770.37","Yes","258319.78","32315.95","Yes"
"Primary","38332.75","No","185195.05","7985.87","No"
"College","99713.40","Yes","174494.56","20174.54","Yes"
"Vocational","119358.76","No","478835.83","41692.26","No"
"Primary","48709.52","No","459543.39","29157.88","Yes"
"College","81486.34","No","69245.00","37195.36","Yes"
"Primary","156519.61","Yes","190151.76","32992.59","Yes"
"Vocational","44216.94","Yes","149146.47","10240.40","No"
"College","37218.18","Yes","474014.96","48968.52","No"
"Primary","132460.87","Yes","133114.89","38422.11","No"
"Primary","112137.36","Yes","210049.50","26263.55","No"
"Primary","150797.20","Yes","433846.34","8.24","No"
"Primary","68347.01","Yes","323289.39","17434.06","Yes"
"Primary","162179.16","Yes","172124.34","372.38","No"
"Vocational","77134.26","Yes","171313.44","42467.70","No"
"College","102171.75","Yes","489461.32","24587.48","No"
"College","89583.26","No","455032.05","44030.17","No"
"College","49938.64","No","184140.34","17703.17","Yes"
"Vocational","82052.03","Yes","493616.23","21838.52","No"
"Vocational","80051.85","Yes","57470.61","23409.34","No"
"Primary","196646.91","No","100515.76","48043.15","Yes"
"Primary","68820.42","No","458636.50","19162.49","No"
"Primary","109835.64","Yes","144600.49","25233.37","No"
"Vocational","193170.27","Yes","65876.44","5504.03","Yes"
"Primary","119195.46","Yes","150984.18","46395.77","Yes"
"Primary","128515.27","Yes","150801.96","46270.89","No"
"Primary","76932.86","No","121605.11","21188.78","No"
"College","73752.07","No","354599.88","30043.66","Yes"
"College","46086.17","Yes","456154.65","29864.86","Yes"
"College","90156.16","Yes","493700.82","35277.32","Yes"
"College","115000.72","Yes","71550.40","13724.39","No"
"Vocational","154287.44","Yes","476639.49","25661.00","Yes"
"Primary","185939.98","No","347854.08","10086.27","No"
"Vocational","182994.50","No","145857.84","9419.82","No"
"Vocational","134997.87","Yes","195114.26","29376.19","Yes"
"Vocational","142798.45","No","269313.29","37140.67","No"
"Primary","127079.65","Yes","238353.09","36050.80","Yes"
"College","145016.86","No","479971.83","31507.46","Yes"
"Primary","194034.86","No","100384.63","20901.55","No"
"Primary","55973.56","Yes","191816.66","28735.22","Yes"
"Vocational","191492.16","No","115220.17","19166.40","No"
"College","144208.94","No","91300.76","34482.75","Yes"
"Vocational","191021.12","No","115439.23","14257.74","Yes"
"College","162973.78","No","108068.16","21223.28","No"
"College","35379.81","No","478140.38","41650.37","Yes"
"Vocational","39448.39","Yes","138033.67","44002.55","Yes"
"College","92066.27","No","74382.26","40010.78","No"
"College","89433.66","Yes","314092.17","43080.75","No"
"Vocational","149377.25","No","138774.68","3842.80","Yes"
"Vocational","150493.96","Yes","374083.15","49919.38","Yes"
"Vocational","80444.88","Yes","355724.40","3542.90","Yes"
"College","84025.35","No","387168.57","28994.50","Yes"
"Primary","55189.21","Yes","116609.45","14977.47","No"
"Primary","188683.10","No","37995.09","38422.99","Yes"
"Primary","133590.40","No","8712.75","29080.82","Yes"
"Vocational","41883.63","Yes","489290.56","6217.60","Yes"
"Vocational","39809.43","Yes","209363.03","30191.24","No"
"College","118184.85","No","182419.24","39576.83","Yes"
"Primary","97010.94","No","406402.76","44411.60","No"
"Vocational","130131.39","Yes","247011.33","28570.62","Yes"
"College","31522.44","No","373718.47","44079.33","Yes"
"Primary","111407.93","Yes","56690.15","6387.04","No"
"Primary","124693.15","No","130247.88","21843.55","Yes"
"Primary","116182.73","Yes","129613.31","5374.75","No"
"College","46608.70","No","224298.00","46346.03","Yes"
"Vocational","190310.79","Yes","496665.03","20496.39","Yes"
"Primary","116148.32","No","22161.30","7537.61","Yes"
"Vocational","96041.28","No","65651.31","8446.18","Yes"
"Primary","120668.59","No","219373.79","12009.83","No"
"Primary","133822.00","Yes","123230.95","13829.47","Yes"
"Vocational","99485.49","No","266298.39","19933.33","No"
"College","155857.81","No","82355.31","37570.69","Yes"
"College","31156.04","Yes","281430.27","4512.06","Yes"
"Primary","61929.18","No","100750.88","39292.18","Yes"
"College","106610.81","No","459370.60","22045.87","Yes"
"Primary","93943.15","Yes","127969.91","45094.17","No"
"Primary","63914.18","Yes","299171.48","41807.36","Yes"
"Primary","88317.31","Yes","189397.07","9478.44","Yes"
"College","172773.32","Yes","436923.96","15984.29","No"
"College","171950.69","No","337359.63","24473.24","No"
"Vocational","108513.31","Yes","444124.48","36552.11","Yes"
"Vocational","85896.04","No","489017.19","1094.73","Yes"
"Primary","181390.46","No","399306.06","39309.86","No"
"Vocational","179479.78","No","66748.44","20055.75","Yes"
"College","183186.79","No","168680.61","14473.60","Yes"
"College","146169.52","No","323889.68","24851.92","Yes"
"Primary","186203.65","No","277443.35","12502.88","Yes"
"College","126363.64","Yes","365751.49","42626.86","No"
"Vocational","36692.75","No","301856.03","16875.03","Yes"
"Primary","91976.03","No","323717.52","7219.19","Yes"
"Vocational","184727.97","Yes","99179.28","23785.48","No"
"Primary","175705.25","Yes","458852.76","22677.88","No"
"Vocational","196766.29","Yes","427894.04","24946.60","Yes"
"College","104488.56","Yes","425524.31","37054.07","Yes"
"College","191833.12","No","161044.40","25176.17","No"
"College","63492.58","No","420502.58","41543.19","No"
"Vocational","140175.87","Yes","159848.51","34886.59","No"
"Primary","53136.56","Yes","352389.58","31960.23","Yes"
"Primary","98979.64","Yes","252097.79","7106.05","No"
"Primary","103112.94","No","119867.27","26841.99","No"
"College","181619.42","No","190139.58","9605.77","No"
"Primary","132534.25","Yes","394392.22","47251.97","Yes"
"Primary","69394.08","Yes","172801.18","12777.86","Yes"
"Vocational","153432.11","No","166457.58","44525.79","No"
"Vocational","90534.03","No","411195.37","12139.38","Yes"
"Vocational","102314.71","No","324139.88","44317.06","Yes"
"College","95819.92","No","377157.56","38350.32","No"
"Vocational","121199.37","Yes","429987.71","20113.39","Yes"
"Primary","54541.68","No","378611.54","9778.34","Yes"
"College","107988.73","No","75677.72","36288.80","Yes"
"College","97971.48","Yes","302617.38","1252.56","Yes"
"Vocational","70910.24","No","292764.36","5540.26","No"
"Primary","85027.71","Yes","448548.86","42848.76","No"
"College","36488.31","No","17948.30","14704.43","Yes"
"Primary","46021.85","Yes","75855.29","4217.50","No"
"College","157029.43","No","478334.98","46855.89","No"
"Primary","173630.33","No","364068.70","36706.58","No"
"Primary","113537.07","Yes","135473.24","16334.62","Yes"
"Primary","189852.86","No","157414.38","35833.47","Yes"
"Primary","47379.90","Yes","380653.39","19544.60","No"
"Primary","100719.01","No","126263.51","36322.87","Yes"
"College","122054.25","No","168548.76","30482.89","No"
"College","195220.54","No","99236.65","26224.98","Yes"
"Primary","59199.70","No","186810.15","22075.77","Yes"
"Vocational","47010.81","Yes","297358.05","29002.24","Yes"
"Vocational","169673.81","Yes","173405.65","29557.06","No"
"Primary","124781.82","No","1838.37","30635.00","No"
"College","62186.97","Yes","282474.35","41807.67","No"
"Vocational","32022.29","No","433490.49","1165.42","Yes"
"Primary","111115.62","Yes","305701.75","49495.35","No"
"Primary","186482.40","Yes","138188.36","41438.34","Yes"
"College","188545.54","Yes","139881.93","17067.22","Yes"
"Primary","50457.23","No","358780.37","12687.42","No"
"Vocational","67282.42","Yes","201794.07","10483.89","No"
"College","101890.56","No","404761.42","40042.13","No"
"Vocational","46110.59","No","316388.18","44130.13","Yes"
"Primary","164848.80","No","292592.72","33116.62","No"
"Primary","90472.63","No","116608.69","46961.88","Yes"
"Primary","56986.30","No","383046.68","11868.94","Yes"
"Primary","89031.39","Yes","148666.84","7496.24","Yes"
"Vocational","77815.43","Yes","481542.97","16874.00","No"
"Vocational","128372.86","Yes","319370.42","5602.90","No"
"College","54866.16","Yes","298515.51","5230.31","Yes"
"Vocational","197206.45","No","229606.98","2263.92","Yes"
"Vocational","194748.68","Yes","307116.80","44054.72","Yes"
"College","44386.67","Yes","105618.29","21739.92","Yes"
"Primary","141971.01","No","260625.27","36273.24","Yes"
"College","178084.67","Yes","116484.95","34685.45","Yes"
"College","100868.63","Yes","192365.29","41368.87","No"
"Primary","102781.03","No","31497.87","12459.73","Yes"
"College","167977.05","No","202170.23","34386.54","Yes"
"Vocational","76102.26","Yes","270718.88","39426.48","Yes"
"Vocational","94001.40","Yes","294385.44","46365.89","Yes"
"College","189303.96","No","63434.78","14567.97","Yes"
"College","80995.06","Yes","258423.57","19002.06","Yes"
"Primary","80849.87","Yes","279093.58","9720.29","No"
"College","189608.53","No","474829.22","11971.94","No"
"College","149113.00","Yes","133622.78","2713.62","Yes"
"Primary","180696.85","No","414395.47","49886.15","No"
"College","179690.07","No","214797.85","11688.51","No"
"College","193215.93","Yes","331316.41","48889.55","Yes"
"Primary","160820.12","Yes","388377.90","15268.23","Yes"
"Primary","48606.92","Yes","93041.89","5029.36","No"
"Vocational","87855.40","Yes","373104.47","33504.80","Yes"
"College","52467.88","No","50305.93","36881.80","Yes"
"Vocational","155143.52","No","265819.99","16903.32","Yes"
"Vocational","66436.83","No","441362.96","15128.39","Yes"
"College","128124.79","Yes","481848.69","47318.89","Yes"
"College","171812.39","No","1621.52","35109.07","No"
"Vocational","95540.48","Yes","232989.29","1092.92","Yes"
"Primary","40627.13","Yes","431701.79","48266.45","No"
"Vocational","145076.67","No","186656.27","34139.77","Yes"
"Vocational","136065.03","No","298609.65","14341.03","No"
"College","140759.67","Yes","86956.04","16994.71","Yes"
"Vocational","106983.86","Yes","369327.68","42601.50","No"
"College","138784.00","Yes","125635.57","21146.52","No"
"College","198772.10","Yes","130318.05","29672.03","No"
"Primary","170810.90","No","225598.02","40325.46","No"
"Vocational","194174.40","No","390195.33","47529.76","No"
"Primary","85062.26","Yes","338846.82","2015.53","No"
"Primary","83039.49","No","386524.67","39482.31","No"
"College","31536.26","Yes","155746.58","21220.72","Yes"
"Vocational","190116.55","Yes","468795.64","13756.32","Yes"
"Vocational","54915.69","No","145981.20","22332.13","No"
"Primary","178729.64","Yes","411758.65","31193.94","No"
"Primary","130975.24","No","121623.75","26503.94","Yes"
"Vocational","73615.17","No","191185.47","16219.41","No"
"Vocational","152831.00","No","186991.25","49789.75","Yes"
"Primary","60065.91","No","149096.91","44534.24","No"
"Vocational","100322.76","Yes","496087.91","1669.27","Yes"
"Vocational","94146.69","No","155027.17","31278.04","No"
"Vocational","64066.28","No","228047.38","4709.01","No"
"Primary","78017.22","No","120322.78","49401.73","Yes"
"Vocational","173093.50","Yes","288309.20","27389.54","Yes"
"Primary","129625.01","No","65283.45","10756.92","No"
"Vocational","151617.30","Yes","486616.77","34487.53","Yes"
"Vocational","119308.91","Yes","312147.07","44571.63","No"
"Vocational","61610.41","No","410900.09","42102.21","Yes"
"College","77741.51","No","60156.73","34704.35","No"
"Primary","180144.01","Yes","255284.90","30697.29","No"
"Primary","129216.53","No","165579.91","36747.70","Yes"
"Primary","147710.46","Yes","410321.15","31107.32","No"
"Primary","132039.98","Yes","184428.34","44052.35","No"
"College","125392.99","Yes","154934.23","16922.76","No"
"Primary","124229.60","No","479993.61","2374.20","Yes"
"Vocational","175496.76","Yes","413606.74","9777.23","Yes"
"Primary","58278.35","Yes","291841.03","10783.86","Yes"
"Vocational","193110.40","Yes","380697.11","12311.67","Yes"
"College","113874.12","No","110239.16","24883.13","No"
"College","96161.87","Yes","373294.42","36289.29","No"
"College","40733.98","Yes","47933.80","46327.66","No"
"College","168635.63","No","247346.50","31290.27","Yes"
"College","141369.11","Yes","202063.21","43183.41","No"
"Primary","42338.25","Yes","29629.69","37409.68","Yes"
"Primary","144176.29","No","272064.22","17369.03","No"
"College","136031.50","Yes","361614.46","4282.13","No"
"Primary","191843.15","No","272045.73","48967.33","No"
"Vocational","151222.06","No","196214.23","30056.88","No"
"Primary","59844.52","Yes","92835.89","46181.66","Yes"
"College","191211.37","Yes","40569.98","31402.87","No"
"Vocational","143100.89","Yes","362083.17","20845.07","Yes"
"Vocational","121642.97","No","252604.27","47867.23","Yes"
"College","151806.57","No","499751.46","46549.88","No"
"Vocational","173016.34","No","313488.44","24523.31","No"
"Vocational","90085.14","No","289660.50","473.48","Yes"
"Vocational","145215.79","No","84692.81","36655.70","Yes"
"Vocational","175829.54","No","349379.13","28969.86","No"
"Primary","111906.76","No","269312.37","33109.05","No"
"Primary","173740.33","Yes","84623.24","46397.11","Yes"
"Vocational","36503.13","No","59336.63","1061.53","No"
"Vocational","87506.58","Yes","80698.30","18901.92","No"
"Primary","148966.76","Yes","126370.50","19563.00","No"
"Primary","164088.46","Yes","290244.45","7632.17","Yes"
"Primary","110444.42","No","124348.89","28712.91","Yes"
"Vocational","150323.58","No","318091.77","34562.64","No"
"Vocational","134444.39","Yes","405079.65","25622.74","Yes"
"College","103936.57","No","157701.55","11582.10","No"
"Vocational","153092.74","No","195949.77","19543.20","Yes"
"College","74308.94","Yes","87898.59","39347.89","Yes"
"College","107354.22","No","39084.87","31454.90","Yes"
"College","44088.02","No","58739.55","49663.93","No"
"Vocational","131964.22","Yes","16825.81","30741.44","No"
"College","30799.66","No","444801.50","36436.71","No"
"College","125172.97","No","26423.43","33619.13","Yes"
"Vocational","121810.58","Yes","460483.79","19424.08","No"
"College","106736.61","Yes","234903.08","38209.86","Yes"
"Vocational","157731.14","Yes","341233.05","5832.60","Yes"
"Primary","80971.33","No","218939.98","43775.99","No"
"Primary","141070.72","Yes","458668.47","3605.40","No"
"Vocational","169320.75","Yes","159684.33","44035.35","Yes"
"Primary","118485.10","Yes","255047.20","9407.57","Yes"
"Vocational","145905.02","Yes","195639.26","30659.36","No"
"Vocational","31053.53","No","20413.11","8731.38","No"
"Primary","198419.59","No","23979.22","9206.85","No"
"College","33175.90","Yes","219439.73","49574.80","Yes"
"Vocational","65545.96","No","392167.50","23063.29","No"
"Vocational","59727.42","No","174359.09","14048.69","Yes"
"College","46248.81","Yes","426618.22","22849.36","Yes"
