LinkedIN,Major,DOB,Salary,GPA,Tuition,College_location
23,STEM,1973,9892.81,0.93,4450,WestCoast
18,STEM,1998,9850.86,1.48,6272,EastCoast
1,STEM,1991,9761.36,2.32,2975,EastCoast
10,Professional,1967,11736.24,2.75,5442,Central
3,Vocational,1997,13239.56,2.32,2609,WestCoast
37,Vocational,1955,13291.78,2.76,9284,Central
5,Humanities,2004,10218.5,2.33,7430,Central
34,Professional,1999,11786.93,2.2,4799,WestCoast
32,Buisness,1968,10182,1.82,3460,WestCoast
2,Vocational,1958,13257.16,2.49,4340,WestCoast
27,Other,1989,5728.58,2.03,4387,EastCoast
5,STEM,1957,9789.93,1.99,8253,WestCoast
1,STEM,2000,9703.96,2.66,1172,EastCoast
59,Vocational,1981,13260.54,2.55,2279,Central
6,Vocational,1965,13287.82,2.78,1270,Central
8,STEM,2001,9802.26,1.86,5670,Central
12,Other,1964,5136.25,2.43,4390,Central
21,Professional,1962,11775.59,2.17,4384,WestCoast
14,Professional,1960,11847.77,1.59,5711,EastCoast
5,Humanities,1957,10192.1,1.73,3873,Central
15,Buisness,1980,10220,2.2,7695,EastCoast
1,Humanities,1962,10299.21,3.12,6372,EastCoast
11,Humanities,1951,10326.39,3.24,5013,Central
56,STEM,1992,9690.96,3.19,3153,Central
26,Professional,1969,11704.6,2.92,3910,WestCoast
5,Buisness,1961,9695,3.05,2826,WestCoast
33,Vocational,1960,13272.51,2.75,5459,WestCoast
27,Buisness,1976,10199,1.99,3198,EastCoast
15,Professional,1976,11801.44,1.87,15880,Central
29,Vocational,1998,13219.06,2.13,34048,WestCoast
38,Buisness,1961,9742,2.58,4390,Central
2,Vocational,1984,13293.65,2.99,8202,Central
37,Humanities,2005,10291.18,3.11,3754,WestCoast
5,Vocational,1974,13239.68,2.24,5510,WestCoast
3,Professional,1980,11783.67,2.13,4565,WestCoast
3,Other,1984,5002.03,1.87,6358,Central
45,Professional,1984,11726.65,2.74,5029,WestCoast
15,Humanities,1995,10226.42,2.22,100292,EastCoast
45,STEM,1987,9789.88,2.05,11065,Central
56,Humanities,1954,10236.51,2.23,5746,WestCoast
2,Buisness,1994,10199,1.99,5790,Central
2,STEM,1977,9761.71,2.29,2421,WestCoast
80,Humanities,1978,10260.64,2.54,4052,WestCoast
22,Buisness,2000,10258,2.58,8813,WestCoast
41,Humanities,1993,10281.7,2.8,5534,Central
59,Vocational,1992,13203.17,1.92,15251,Central
40,Professional,1998,11799.82,2.02,50420,WestCoast
2,Humanities,1977,10159.51,1.73,2602,EastCoast
9,Other,1974,5086.96,2.34,6563,Central
21,Vocational,1972,13269.41,2.6,4196,WestCoast
1,Vocational,1974,13203,2.01,6729,WestCoast
7,Humanities,1976,10217.45,2.27,5798,Central
3,Other,1969,5019.33,2.52,2922,WestCoast
25,Professional,1992,11719.91,2.71,9904,WestCoast
5,Humanities,1996,10224.73,2.24,1151,EastCoast
18,STEM,1952,9809.94,2.03,5134,EastCoast
0,STEM,1994,9735.35,2.5,4708,EastCoast
7,Vocational,1967,13274.93,2.82,3073,WestCoast
15,Vocational,1994,13244.76,2.51,2293,EastCoast
16,Professional,1964,11751.44,2.43,3776,Central
33,STEM,2005,9766.97,2.29,4910,EastCoast
11,Humanities,2000,10264.7,2.67,5885,WestCoast
9,Professional,1984,11733.26,2.64,4328,Central
16,Buisness,1951,9777,2.23,6180,EastCoast
23,STEM,1958,9749.81,2.47,1800,WestCoast
23,Professional,1961,11739.72,2.67,2976,WestCoast
21,STEM,1969,9708.77,2.73,3425,Central
24,Professional,1973,11695.92,3.07,1917,Central
6,Professional,1988,11750.14,2.49,3719,EastCoast
13,Humanities,1961,10232.52,2.43,3580,Central
48,Buisness,1968,10264,2.64,11474,EastCoast
23,Buisness,1969,9750,2.5,2236,WestCoast
55,Other,1962,8005.5,2.47,5538,WestCoast
22,Vocational,1988,13239.67,2.4,7777,WestCoast
29,Professional,1979,11644.15,3.7,9240,Central
41,Professional,1992,11657.37,3.58,4768,EastCoast
1,Other,1965,5005.56,2.51,4501,Central
4,Humanities,1980,10275.13,2.77,5765,WestCoast
68,Humanities,1999,10260.77,2.52,2701,EastCoast
7,Professional,1979,11702.01,2.91,26885,WestCoast
9,STEM,1969,9697.38,2.85,13171,Central
9,STEM,2002,9745.32,2.42,1833,EastCoast
16,Vocational,1998,13221.06,2.24,1251,EastCoast
14,Buisness,1997,9806,1.94,5921,Central
6,Professional,1973,11750.1,2.58,3150,EastCoast
33,STEM,1982,9741.47,2.6,1873,WestCoast
29,Vocational,1954,13243.72,2.46,4979,EastCoast
3,Vocational,1980,13235.49,2.25,5057,WestCoast
25,Professional,1953,11821.73,1.95,2588,Central
22,Humanities,1968,10213.36,2.17,1861,EastCoast
6,Vocational,1985,13240.43,2.3,4412,EastCoast
16,Vocational,1967,13354.04,3.48,3416,EastCoast
28,Humanities,1975,10241.27,2.41,1853,Central
35,Professional,1984,11732.36,2.54,4425,EastCoast
1,STEM,1964,9710.99,2.91,4210,EastCoast
1,Buisness,1959,9759,2.41,4238,WestCoast
26,Other,1977,5673.47,2.1,4810,Central
10,Buisness,1982,10265,2.65,5117,Central
4,Humanities,1990,10258.55,2.59,2131,EastCoast
60,Humanities,1989,10321.08,3.37,5516,EastCoast
19,Other,1985,5364.51,2.69,1138,Central
8,Vocational,1954,13268.79,2.67,4041,Central
11,Humanities,2002,10225.41,2.22,1250,WestCoast
8,Professional,1960,11734.14,2.7,4357,Central
0,Humanities,1994,10254.24,2.5,3990,EastCoast
42,Professional,1981,11808.46,1.73,5129,WestCoast
33,Other,1987,6082.76,2.94,4591,Central
4,Humanities,1991,10258.23,2.6,4610,EastCoast
6,Buisness,1961,9764,2.36,4070,Central
9,Buisness,1984,10165,1.65,4384,WestCoast
48,Professional,1996,11781.43,2.13,5464,Central
37,Humanities,1976,10250.8,2.56,20520,Central
46,Professional,1998,11806.71,1.96,13197,WestCoast
25,Humanities,2002,10170.87,1.83,5724,Central
3,Professional,1957,11803.36,1.94,11534,Central
8,Buisness,1999,9687,3.13,12154,WestCoast
8,Humanities,1977,10282.02,3.02,3005,EastCoast
19,Buisness,2002,10225,2.25,5346,EastCoast
8,Vocational,1988,13251.19,2.49,6981,EastCoast
8,Humanities,2005,10341.42,3.37,2880,EastCoast
12,Humanities,1964,10268.09,2.64,6506,Central
35,Vocational,1969,13195.37,2.1,5815,WestCoast
18,Other,2003,5326.76,2.98,7650,WestCoast
131,STEM,1968,9787.4,2.08,1769,WestCoast
5,Buisness,2003,9742,2.58,4725,EastCoast
2,Humanities,1967,10323.48,3.34,1969,WestCoast
25,Vocational,1984,13258.11,2.53,3003,Central
7,Vocational,1980,13192.3,2.01,2633,EastCoast
65,Professional,1983,11688.3,3.16,3985,Central
101,Vocational,1963,13187.3,2.05,3487,Central
19,Vocational,1967,13244.86,2.47,4994,EastCoast
14,Vocational,1994,13260.6,2.53,4181,EastCoast
34,STEM,2003,9806.2,2.05,3656,WestCoast
1,Vocational,1977,13258.85,2.62,4431,Central
41,STEM,1993,9723.52,3.03,4967,Central
5,Professional,1982,11708.19,2.76,6526,EastCoast
30,Other,1972,5899.7,2.65,4652,WestCoast
40,STEM,1952,9728.11,2.63,6717,Central
5,Professional,1975,11745.57,2.52,2642,WestCoast
1,Vocational,2000,13227.11,2.31,19224,EastCoast
4,Professional,1974,11754.41,2.48,4237,Central
34,Humanities,1977,10173.65,1.87,4148,EastCoast
16,STEM,1957,9732.1,2.73,3036,Central
53,Buisness,1993,9675,3.25,9524,Central
6,STEM,1969,9778.79,2.31,4288,Central
16,STEM,1966,9773.73,2.34,6422,Central
12,Humanities,1972,10247.21,2.43,4224,WestCoast
73,Professional,1955,11713.08,2.72,3283,EastCoast
3,STEM,1983,9778.44,2.17,2571,Central
77,Buisness,1997,9696,3.04,2234,WestCoast
2,Vocational,1957,13209.14,2.21,4379,Central
62,Vocational,1993,13280.44,2.87,2853,EastCoast
2,Vocational,1955,13203.2,2.07,3003,EastCoast
40,Vocational,2002,13249.42,2.41,4022,WestCoast
1,Vocational,1957,13277.97,2.82,6215,EastCoast
5,Humanities,1958,10274.59,2.81,3692,Central
9,Vocational,1993,13357.12,3.63,7876,WestCoast
6,Professional,1989,11774.65,2.22,6003,EastCoast
14,Vocational,1996,13291.28,2.88,5356,WestCoast
32,STEM,1994,9726.69,2.77,3685,EastCoast
4,Humanities,1993,10160.94,1.52,7347,EastCoast
30,Humanities,1982,10217.79,2.24,5830,WestCoast
75,Humanities,1969,10263.22,2.61,12863,EastCoast
34,Humanities,1977,10324.02,3.33,5122,Central
0,STEM,1988,9746.12,2.6,5589,EastCoast
21,Vocational,1955,13230.37,2.34,5093,Central
23,STEM,1971,9659.32,3.41,2497,Central
2,STEM,1981,9653.1,3.39,5355,WestCoast
17,Professional,1979,11717.26,2.72,17187,WestCoast
22,STEM,1981,9764.88,2.31,101422,WestCoast
13,Humanities,1969,10269.19,2.82,6978,EastCoast
14,Vocational,1969,13280.62,2.89,3283,EastCoast
41,Professional,1994,11760.62,2.2,4204,Central
6,Professional,1972,11825.55,1.89,5383,Central
4,STEM,1999,9671.81,3.23,14965,EastCoast
5,Professional,1997,11775.98,2.21,3301,Central
66,Professional,1967,11745.98,2.56,2311,EastCoast
45,Professional,1972,11754.18,2.49,6186,EastCoast
3,STEM,1977,9775.54,2.18,3230,WestCoast
4,Buisness,2001,9709,2.91,5496,EastCoast
20,Professional,1991,11777.67,2.47,6343,WestCoast
31,Vocational,1951,13295,2.8,3229,EastCoast
16,Vocational,1953,13299.19,3.04,4313,Central
4,Vocational,2002,13273.07,2.75,6403,WestCoast
17,Professional,1966,11747.48,2.39,4419,Central
6,STEM,1993,9722.6,2.78,2284,WestCoast
28,Humanities,1985,10229.4,2.1,4849,Central
23,Vocational,1952,13285.7,2.82,4536,Central
35,Buisness,1971,9812,1.88,3273,Central
23,Professional,1953,11746.55,2.54,11900,WestCoast
29,Humanities,1984,10232.22,2.37,5541,EastCoast
18,Humanities,1991,10238.71,2.59,9142,EastCoast
19,Humanities,1964,10276.68,2.9,5755,WestCoast
2,Vocational,2004,13276.04,2.96,5879,Central
18,STEM,1955,9804.29,1.76,1506,EastCoast
3,Other,1954,5009.19,2.41,3245,EastCoast
56,Professional,2004,11684.81,3.21,11044,WestCoast
2,Other,1953,5016.21,2.69,5304,EastCoast
1,Humanities,1987,10293.93,2.91,3948,Central
70,Vocational,1959,13285.61,2.74,1919,Central
0,Other,1971,5000,2.92,6283,EastCoast
16,STEM,1964,9836.75,1.7,5732,WestCoast
37,Buisness,1976,10235,2.35,4467,WestCoast
3,Vocational,1983,13284.65,2.9,2564,WestCoast
18,Other,1963,5336.11,2.12,4055,EastCoast
0,Professional,1963,11711.14,2.74,2753,WestCoast
10,Vocational,1969,13209.26,2.12,2345,WestCoast
10,Vocational,1980,13244.99,2.55,4525,WestCoast
0,Humanities,1993,10268.4,2.58,14613,WestCoast
33,Vocational,2002,13248.27,2.36,4448,Central
19,STEM,1997,9680.12,3.15,4952,Central
17,Vocational,1968,13237.22,2.56,20745,WestCoast
35,Buisness,1986,10318,3.18,2680,WestCoast
6,Other,1972,5024.65,2.07,7860,Central
31,Buisness,1965,9784,2.16,2497,Central
29,Buisness,1988,10288,2.88,4236,Central
7,Professional,1971,11720.5,2.77,4128,WestCoast
81,STEM,1990,9727.35,2.67,5543,Central
5,Professional,2000,11798.01,2.07,17837,Central
18,Humanities,1964,10228.09,2.25,2377,Central
17,Buisness,1998,10222,2.22,3911,WestCoast
13,Professional,1957,11798.84,1.9,5221,Central
84,Vocational,1957,13261.86,2.63,6446,WestCoast
23,STEM,1956,9737.36,2.49,13421,WestCoast
28,STEM,1965,9745.98,2.44,12400,Central
36,STEM,1979,9733.12,2.63,12481,WestCoast
29,Buisness,1985,9720,2.8,5251,Central
1,Humanities,2004,10238.31,2.36,2224,EastCoast
40,Professional,1959,11773.6,2.57,1470,Central
57,Professional,1959,11747.32,2.55,15595,EastCoast
68,Vocational,1975,13228.36,2.51,15674,Central
25,Vocational,1979,13294.65,2.72,5383,Central
5,Other,1951,5034.36,2.57,2426,Central
1,Vocational,1953,13194.38,2.17,1974,WestCoast
37,STEM,2002,9848,1.52,6172,WestCoast
5,STEM,1985,9737.18,2.37,5968,WestCoast
13,Vocational,1961,13191.83,1.97,3717,Central
56,Humanities,1955,10279.22,2.94,2671,WestCoast
3,Professional,1968,11733.03,2.75,2980,Central
12,Professional,1980,11800.92,2.05,4407,WestCoast
5,Humanities,1995,10271.94,2.6,5583,EastCoast
86,STEM,1969,9733.64,2.72,6278,EastCoast
41,Humanities,1994,10311.02,3.12,6202,Central
12,STEM,1976,9745.58,2.61,1826,EastCoast
5,Professional,1968,11721.39,2.82,4944,Central
9,Vocational,1980,13239.5,2.29,4449,Central
55,Vocational,1956,13151.49,1.5,6204,WestCoast
4,STEM,1954,9796.14,1.99,50929,Central
59,Professional,1995,11738.59,2.68,6542,EastCoast
8,Buisness,1996,10290,2.9,3039,Central
16,STEM,2000,9703.62,3.13,5508,Central
19,STEM,1996,9749.43,2.56,5383,EastCoast
2,Vocational,1979,13272.26,2.62,7693,EastCoast
5,Humanities,1952,10305.74,2.85,2916,WestCoast
16,Other,1953,5247.53,3.08,5864,Central
11,STEM,1982,9740.08,2.54,4077,EastCoast
4,Humanities,1964,10192.61,1.88,19225,WestCoast
13,Humanities,1995,10284.15,2.86,5536,WestCoast
2,Humanities,1961,10264.3,2.64,4295,EastCoast
47,Vocational,1976,13228.94,2.2,5263,WestCoast
28,Professional,1953,11755.1,2.41,2322,Central
8,Professional,1955,11803.98,2.03,5063,WestCoast
62,Professional,1984,11735.59,2.67,1697,EastCoast
5,Other,1957,5009.98,2.28,9539,WestCoast
5,Buisness,1953,9712,2.88,5988,EastCoast
1,STEM,1958,9762.03,2.49,54785,EastCoast
24,STEM,1953,9723.12,2.77,2440,EastCoast
53,Other,1988,7809.41,2.57,14526,WestCoast
26,Other,1991,5656.75,2.16,3358,WestCoast
26,Professional,1973,11765.24,2.33,5501,EastCoast
7,Vocational,1960,13220.97,2.22,7016,WestCoast
65,Vocational,1962,13222.52,2.52,3429,EastCoast
1,STEM,1952,9749.58,2.5,4840,WestCoast
25,Buisness,1992,10275,2.75,7918,WestCoast
23,Buisness,1961,9847,1.53,54231,EastCoast
4,Vocational,1985,13271.13,2.82,6430,Central
36,Buisness,1950,10354,3.54,6016,EastCoast
5,Vocational,1991,13205.94,2.12,6736,EastCoast
12,Other,1965,5147.94,3.23,6042,WestCoast
42,Humanities,1999,10216.27,2.08,7467,WestCoast
21,Humanities,1955,10284.51,2.89,19224,Central
6,Buisness,1964,10277,2.77,6390,Central
25,Humanities,1999,10315.16,3.26,4881,EastCoast
5,Professional,1973,11784.95,2.14,10745,Central
4,Other,1992,5015.64,2.3,1692,WestCoast
12,Buisness,1985,9782,2.18,7948,Central
18,Humanities,1983,10243.9,2.59,7127,WestCoast
2,Vocational,2004,13222.24,2.29,2014,EastCoast
11,STEM,1983,9728.69,2.71,2202,EastCoast
5,Professional,1964,11736.84,2.85,10266,WestCoast
36,Professional,1961,11831.33,1.8,4667,WestCoast
10,Vocational,1966,13224.11,2.33,8084,WestCoast
0,Professional,1958,11745.02,2.52,3583,WestCoast
28,Vocational,1985,13309.19,3.15,5582,WestCoast
2,Humanities,1956,10252.98,2.35,5870,Central
2,Vocational,1988,13315.69,3.3,7412,WestCoast
29,Other,1952,5831.26,3.13,10938,Central
48,Vocational,1987,13276.58,2.68,5674,WestCoast
1,Vocational,1964,13361.59,3.71,2082,EastCoast
20,Other,1978,5401.62,2.91,7992,Central
9,Professional,1983,11766.64,2.54,6855,WestCoast
0,Professional,1986,11839.9,1.72,3901,EastCoast
2,Buisness,1986,10218,2.18,11112,WestCoast
37,Other,1994,6372.82,2.81,4729,WestCoast
6,Buisness,1970,10315,3.15,3975,WestCoast
5,STEM,2005,9744.88,2.42,3063,Central
24,Vocational,1964,13293.93,2.7,5812,Central
8,Humanities,1982,10258.68,2.47,7538,WestCoast
31,Humanities,1959,10235.96,2.43,4810,EastCoast
8,Professional,1982,11717.2,2.88,2189,WestCoast
31,Buisness,1992,10206,2.06,7127,EastCoast
58,Vocational,1987,13314.18,3.15,5954,Central
18,Professional,1976,11862.31,1.41,4439,Central
1,Humanities,1989,10297.87,2.82,5876,Central
10,Buisness,1988,10222,2.22,6819,Central
19,Professional,1983,11732.16,2.6,6136,EastCoast
33,Other,1968,6078.92,2.58,34553,Central
30,Other,1951,5895.77,2.53,8839,Central
7,Other,1960,5038.6,2.65,3397,EastCoast
4,Vocational,1982,13254.18,2.51,20772,Central
15,Vocational,2005,13221.82,2.21,6576,EastCoast
8,Humanities,1975,10191.09,1.92,6303,Central
2,STEM,1967,9739.57,2.52,4946,WestCoast
23,Professional,1989,11761.86,2.28,5224,Central
14,Other,2004,5193.01,2.46,2862,WestCoast
3,STEM,1980,9733.51,2.71,3224,Central
3,Professional,1993,11801.16,2.2,3142,Central
20,Buisness,1971,9739,2.61,2174,EastCoast
5,Professional,1953,11765.98,2.31,8342,Central
13,Vocational,1992,13237.88,2.39,7844,EastCoast
13,Humanities,1982,10227.87,2.24,1652,WestCoast
31,Buisness,1962,10194,1.94,7153,Central
4,Humanities,1966,10259.53,2.75,6161,WestCoast
8,Vocational,1987,13250.72,2.39,2682,WestCoast
142,Professional,1987,11803.5,2.13,10806,Central
36,Vocational,1994,13262.77,2.7,7730,WestCoast
12,Professional,1987,11772.38,2.29,2509,EastCoast
16,Buisness,1963,9742,2.58,5771,EastCoast
3,STEM,1973,9685.89,3.11,8266,Central
17,STEM,1995,9764.22,2.26,3619,EastCoast
1,Vocational,1961,13292.25,2.84,100626,EastCoast
3,Vocational,1986,13319.46,3.13,3751,WestCoast
67,Professional,1963,11794.59,2.05,25968,WestCoast
37,Other,1975,6373.46,2.68,2876,Central
37,Other,1959,6358.73,3.4,16691,EastCoast
13,Buisness,1977,9737,2.63,6035,Central
3,Other,1954,5007.74,2.46,20478,Central
2,STEM,1978,9739.26,2.45,6148,EastCoast
6,Buisness,1959,9749,2.51,2807,WestCoast
57,Humanities,1966,10197.68,2.08,16148,WestCoast
8,Buisness,1952,10208,2.08,8526,WestCoast
4,Buisness,1971,9793,2.07,9955,Central
4,Humanities,1962,10278.23,2.69,8622,WestCoast
45,Humanities,1985,10248.72,2.45,5890,Central
54,STEM,1963,9730.85,2.64,3427,EastCoast
109,Humanities,1961,10281.53,2.88,9876,EastCoast
13,Vocational,1982,13219.11,2.27,2273,Central
29,Vocational,1981,13220.58,2.39,5522,Central
20,STEM,1976,9784.64,2.25,7055,Central
40,Other,2004,6626.83,2.5,4341,EastCoast
1,Other,1979,5002.94,3.03,8539,EastCoast
5,Humanities,1954,10223.44,2.17,1500,Central
16,Professional,1957,11750.52,2.46,17968,EastCoast
13,Humanities,2004,10282.46,2.87,8205,WestCoast
30,STEM,1963,9746.76,2.56,5082,Central
12,Humanities,2000,10253.3,2.36,5236,Central
7,Professional,1967,11701.51,2.93,6626,WestCoast
26,Buisness,1960,10281,2.81,19799,EastCoast
26,Professional,1953,11765.93,2.46,3934,Central
47,Other,1965,7206.11,2.25,12698,WestCoast
2,Humanities,1983,10288.25,2.86,4722,EastCoast
17,Vocational,1980,13273,2.59,9197,Central
22,Vocational,1963,13187.64,1.78,3679,EastCoast
6,Professional,1951,11772.21,2.23,5639,Central
6,Professional,1998,11738.13,2.68,3249,Central
4,Humanities,1981,10334.56,3.55,4908,WestCoast
48,Vocational,1962,13268.21,2.73,5682,WestCoast
9,Other,1984,5077.12,3.53,5626,WestCoast
20,STEM,1990,9814.42,1.79,4641,EastCoast
27,Vocational,1953,13261.44,2.62,2812,EastCoast
2,Other,1983,5011.63,2.37,21154,WestCoast
1,Other,1966,5005.69,2.31,36212,EastCoast
82,Professional,1982,11791.11,2.17,6274,EastCoast
13,Professional,2003,11778.59,2.19,3096,WestCoast
36,STEM,1983,9756.21,2.56,6115,Central
50,STEM,1999,9775.77,2.14,3312,Central
4,Humanities,1972,10218.18,2.22,12041,Central
24,Professional,1996,11752.42,2.6,1581,EastCoast
44,Vocational,1960,13257.44,2.38,16448,EastCoast
72,Vocational,2003,13156.02,1.61,10554,EastCoast
5,Humanities,1956,10215.59,2.03,6082,Central
10,Humanities,1984,10231.51,2.22,2750,Central
15,Professional,1953,11709.16,2.76,9000,Central
22,Buisness,1963,9769,2.31,9207,WestCoast
27,STEM,2000,9700.25,2.82,5936,EastCoast
7,Vocational,1973,13246.69,2.49,4063,Central
12,Professional,2003,11775.67,2.33,6884,EastCoast
1,Buisness,1995,9730,2.7,4179,Central
8,Other,1979,5068.84,2.51,4417,EastCoast
26,Buisness,1990,10306,3.06,5450,WestCoast
29,STEM,1957,9768.63,2.5,2393,Central
12,STEM,1980,9685.64,3.18,4398,EastCoast
8,Humanities,1993,10265.62,2.64,3319,WestCoast
0,STEM,1963,9737.15,2.52,2868,WestCoast
27,Buisness,1991,9823,1.77,5813,Central
14,Buisness,1963,9785,2.15,3252,Central
13,Other,1986,5164.86,2.22,9042,EastCoast
25,Other,1991,5642,2.4,9921,Central
81,Vocational,1959,13327.78,3.14,3287,Central
71,Professional,1963,11789.08,2.18,6390,WestCoast
8,STEM,1954,9743.57,2.46,2555,Central
10,Humanities,1961,10206.18,1.96,4663,EastCoast
34,Other,2005,6168.19,2.38,9869,EastCoast
52,Humanities,1952,10287.43,2.75,2817,EastCoast
17,STEM,1997,9743.66,2.71,6934,Central
14,Humanities,1990,10308.34,2.99,10242,EastCoast
42,Professional,2002,11701.86,2.91,6751,Central
5,STEM,1997,9712.52,2.85,4159,WestCoast
9,Vocational,1988,13304.34,2.91,1744,EastCoast
6,Vocational,2005,13286.46,2.97,8758,WestCoast
9,STEM,1951,9852.54,1.45,6186,Central
14,Professional,1970,11772.32,2.17,1786,EastCoast
24,Humanities,1998,10213.73,2.27,4145,Central
19,Professional,1957,11767.71,2.52,3479,WestCoast
8,Vocational,1968,13182.23,1.84,2461,EastCoast
20,STEM,1963,9774.18,2.42,2587,WestCoast
33,STEM,2004,9787.36,2.21,18397,Central
4,Professional,1971,11782.16,2.11,16455,Central
23,Professional,1955,11771.78,2.35,7809,EastCoast
1,Professional,1956,11694.58,2.82,4126,EastCoast
3,STEM,1972,9765.29,2.14,102257,Central
27,Other,1954,5732.48,1.52,4991,EastCoast
72,Professional,1972,11756.65,2.35,5386,EastCoast
18,Buisness,1992,10306,3.06,5992,EastCoast
24,Humanities,1996,10220.03,2.16,5019,WestCoast
7,Professional,1957,11765.72,2.18,2270,WestCoast
26,STEM,1967,9765.05,2.35,3854,Central
4,Vocational,1980,13276.31,2.68,3366,EastCoast
86,Buisness,1996,10204,2.04,6075,Central
8,Buisness,1983,9734,2.66,9480,Central
8,STEM,1988,9781.5,2.14,5443,WestCoast
3,Humanities,1978,10252.59,2.59,5224,WestCoast
17,Professional,1996,11624.1,3.82,103907,EastCoast
17,Vocational,1980,13204.11,2.16,4404,WestCoast
30,STEM,1964,9767.35,2.34,7943,Central
14,Professional,1954,11811.15,1.9,5650,WestCoast
12,Vocational,1960,13258.7,2.65,4536,Central
5,Vocational,1961,13240.25,2.29,3588,WestCoast
