Piv,Zyrc,Xelco,Yulos,Pilms,WAC,ID,ZIQ
5,Vibranto,1985,43,1829.333333,FB,4075,2.1
9,Esplen,2011,100,4549.790698,FC,6686,2.6
65,Brillante,2009,67,4222.806452,FB,8831,3.35
42,Vibranto,2014,48,5487.157895,EM,5119,1.97
7,Brillante,1996,39,3825.275362,FC,8269,2.36
20,Solario,1978,85,2571.714286,FB,2556,2.45
19,Quilante,1983,35,5784.10101,FB,1899,2.45
15,Solario,2001,52,7880,ET,2225,2.52
10,Vibranto,1973,46,6143.5,ET,4964,2.21
7,Quilante,2005,85,6396.826087,ET,1123,2.15
13,Solario,1999,88,7059,ET,2516,2.3
9,Quilante,2018,23,4346.701299,FC,177,2.82
77,Brillante,2007,32,1929.051282,FB,8578,2.32
4,Vibranto,2010,91,10366,FC,4116,2.87
11,Esplen,1972,48,2035.714286,ET,7656,2.18
45,Ardent,2013,16,2872.567901,FB,9581,3.25
14,Esplen,1982,95,3643.450704,ET,6371,2.43
2,Esplen,1971,41,2811.450704,EM,7771,2.27
25,Solario,2013,83,1899,FC,2980,2.6
2,Esplen,1992,14,4191.819277,FB,6483,2.52
30,Esplen,1968,71,2083.385965,FC,6957,2.28
7,Esplen,1982,78,5160.5,FC,6264,2.05
11,Vibranto,1994,24,7812.666667,EM,4815,2.84
61,Brillante,2001,60,5425.631579,ET,8995,2.52
84,Esplen,1989,78,6427.076923,FC,7152,1.82
2,Solario,1975,22,9318.857143,EM,2314,2.85
1,Ardent,1997,41,24542,ET,9805,2.78
7,Ardent,2009,73,21091.66667,FC,9506,2.05
76,Esplen,1994,9,2661.344262,FC,6661,2.74
8,Esplen,1970,45,7659.904762,FC,7321,2.73
27,Ardent,1989,47,5833.30303,ET,9633,2.04
35,Vibranto,2000,83,8850.352941,ET,4817,2.37
1,Esplen,1972,4,12506.33333,FC,7812,2.36
14,Esplen,1979,62,20371.66667,FC,6206,2.74
24,Vibranto,1976,11,4158.819277,ET,4083,2.52
10,Esplen,1987,45,3009.888889,FC,6272,2.24
5,Vibranto,2000,73,5318.30303,ET,4133,2.6
1,Solario,1987,9,15776.71429,FB,2407,2.86
1,Esplen,1994,96,4542.102564,FB,6839,1.76
19,Esplen,1986,40,6781.30303,FC,7033,2.97
18,Solario,1972,91,1199.790698,ET,2486,2.15
23,Esplen,2015,33,4485.806452,ET,6931,2.12
18,Quilante,1985,22,5579.470588,EM,1285,2.14
18,Brillante,1989,41,3708.816327,FB,8849,2.18
11,Solario,2004,86,3902.344262,EM,2261,3.48
63,Quilante,2001,53,20659.66667,EM,406,2.26
11,Quilante,1965,2,20523.66667,EM,106,1.67
11,Esplen,1981,36,36880.33333,EM,6903,2.27
20,Esplen,1995,68,3385.806452,FB,7731,1.91
11,Ardent,1990,13,2749.792453,FC,9053,3.05
17,Solario,1974,64,25194,EM,2804,2.49
65,Ardent,2005,29,9465.307692,FC,9213,1.78
21,Quilante,1986,51,6871,FC,1320,2.97
15,Quilante,1972,14,8172.307692,EM,513,2.52
62,Vibranto,1984,72,3941.888889,EM,4572,2.33
47,Solario,2002,86,9542.909091,EM,2911,2.5
6,Solario,2014,36,7838,FC,2620,1.93
2,Esplen,1970,32,3881.927835,ET,7197,2.72
11,Esplen,1986,1,4329.461538,FC,7265,3.58
11,Vibranto,2016,89,3121.450704,FC,4871,2.22
11,Solario,1987,59,6187.222222,FC,2045,1.96
31,Quilante,1995,72,12198.30769,EM,213,1.5
22,Ardent,2008,19,8071,ET,9025,2.27
12,Solario,1982,76,6569.578947,ET,3138,2.83
29,Quilante,2004,90,3792.47619,FC,1184,2.06
6,Vibranto,1985,56,11420.30769,FC,5213,3.02
24,Solario,2017,3,53719,EM,2802,2.16
7,Solario,2010,35,2921.344262,FB,3261,2.74
2,Vibranto,1976,89,3265.792453,ET,5853,1.31
19,Solario,2017,1,4495.102564,EM,2339,1.22
8,Solario,1967,45,4494.784314,EM,2751,2.4
17,Quilante,1977,41,6053.904762,ET,221,1.63
11,Solario,1988,25,19009.66667,FB,2706,2.65
6,Esplen,1981,28,7769.352941,EM,6117,2.77
51,Esplen,2018,16,6491.702703,ET,7637,2.96
5,Solario,1981,46,4428.915254,ET,2159,1.54
12,Esplen,1970,7,6234.537313,FB,6867,2.13
27,Esplen,1997,16,5557,EM,7225,3.51
36,Solario,2002,89,4112.142857,EM,2335,2.34
54,Solario,1995,18,7062.275862,EM,3829,2.29
13,Ardent,1991,83,5966.428571,ET,9028,1.79
5,Vibranto,1984,15,5766.578947,FB,5738,2.24
49,Quilante,2010,9,5879.470588,FB,1585,2.67
26,Solario,2011,94,1566.829787,EM,2594,3.11
33,Esplen,1974,17,8548.333333,FB,6112,3.15
23,Solario,1971,95,11445.85714,FB,2014,2.33
6,Vibranto,1973,6,4295.222222,ET,5245,2.86
5,Solario,1997,65,3935.915254,ET,2459,1.78
7,Esplen,2017,81,37100.33333,ET,7003,2.24
20,Solario,1995,5,7861.333333,ET,3730,2.54
55,Ardent,2015,54,3295.571429,FC,9470,3
2,Esplen,1970,58,4779.927835,FB,7097,2.92
77,Brillante,2007,23,5484.903226,FB,8662,2.52
22,Brillante,1965,29,1641.470588,FB,8585,3.08
55,Esplen,2006,73,5437.051282,FB,7578,2.33
24,Quilante,1971,60,5084.428571,EM,1728,1.63
44,Vibranto,1977,88,11781,FC,5610,2.43
29,Vibranto,1999,21,7214.581395,FB,4743,2.3
5,Brillante,2005,16,4161.275862,FC,8829,2.29
2,Esplen,2017,93,6813.454545,FB,7522,3.08
10,Esplen,1972,49,13310,FB,7310,2.78
41,Quilante,1995,2,5223.30303,FC,633,1.61
8,Vibranto,1979,45,5949.461538,EM,5765,2.3
52,Vibranto,1979,59,4658.344262,ET,4361,2.75
44,Ardent,1981,77,4275.333333,FB,9648,2.44
15,Quilante,1992,83,4546.956522,EM,592,2.29
23,Vibranto,1990,55,8668.703704,FB,4727,2.65
5,Vibranto,1965,71,5036.829787,EM,5594,2.31
7,Quilante,2012,49,1878.333333,FB,1775,3.01
0,Vibranto,1984,60,3016.727273,EM,5244,2.5
12,Vibranto,1990,99,5581.47619,ET,4984,2.85
3,Quilante,1999,86,9986.157895,EM,1619,3.14
11,Esplen,1978,58,4250.571429,ET,6770,2.38
8,Solario,1974,34,2584.588235,EM,3768,3.07
20,Esplen,1991,49,1181,ET,7700,2.7
6,Ardent,2005,7,7025.703704,EM,9827,2.3
16,Quilante,2014,80,8007.555556,ET,318,2.15
25,Brillante,2012,22,4404.344262,EM,8361,2.26
34,Brillante,1994,88,9125.666667,ET,8324,2.02
37,Quilante,2019,60,8071.352941,FB,1717,1.87
4,Quilante,1974,10,4099.385965,ET,957,2.7
27,Esplen,1999,29,3761.888889,ET,6372,2.27
45,Esplen,1968,31,2996.268817,FB,7693,2.07
57,Vibranto,1982,23,7646.428571,FB,5628,2.38
2,Solario,1981,69,4860.333333,ET,2675,2.39
9,Vibranto,1976,15,8492.153846,FC,5926,2.73
5,Vibranto,2006,81,2956.903226,FC,5162,2.24
5,Esplen,1981,85,7856.176471,FC,7734,2.5
40,Solario,2019,60,14375.11111,FC,2609,3.21
70,Esplen,1985,17,8850.857143,FB,7714,2.04
44,Esplen,1981,78,3603.784314,FB,7351,2.15
21,Quilante,1974,4,3291.10101,FB,1699,3.3
5,Vibranto,2015,79,4924.595506,FB,5489,1.93
11,Esplen,2019,41,5462.829787,FB,7094,2.2
2,Quilante,1977,44,6594.578947,FB,738,2.51
1,Esplen,1987,60,18766.71429,FB,6107,2.7
18,Solario,2003,9,5785,FB,2350,2.98
5,Ardent,1981,56,6739.666667,ET,9515,2.75
33,Quilante,1968,58,2878.5,FC,1064,2.75
25,Esplen,1993,31,5873.333333,ET,7830,2.99
25,Ardent,1994,93,4794.333333,FC,9748,3.5
17,Ardent,1998,28,3232.344262,FC,9661,3.07
65,Vibranto,1999,6,4393.137931,ET,4958,2.25
1,Solario,1976,50,4550.927835,EM,2797,2.26
17,Solario,2008,97,2971.903226,FB,3962,1.92
13,Quilante,1967,92,7101,ET,416,1.59
13,Quilante,1969,65,2955.863014,ET,1273,2.91
0,Brillante,1981,100,6923.275862,ET,8929,1.5
6,Quilante,1993,68,2874.714286,ET,156,1.81
8,Quilante,2018,14,2829.275362,EM,1969,2.61
9,Vibranto,1978,9,5962.051282,FB,4478,2.06
4,Esplen,2007,19,5624.789474,FB,6476,2.12
6,Solario,1977,31,4367.344262,ET,3761,2.78
8,Esplen,1976,21,6701.851852,FC,6654,1.96
9,Vibranto,1967,29,2733.268817,FB,4293,1.84
1,Vibranto,2009,16,2742.784314,FB,4051,2.24
2,Quilante,1995,3,7657,FB,20,2.85
12,Brillante,2017,87,2593.333333,FB,8975,2.46
23,Ardent,2002,46,8580.307692,FC,9013,2.12
38,Solario,2018,71,3766.470588,ET,2285,2.27
36,Ardent,2017,7,5563.784314,FC,9651,2.68
30,Ardent,1996,22,3143.142857,FB,9935,2.42
7,Solario,1996,60,3643.913043,FB,2746,2.47
18,Quilante,2000,70,8281.904762,ET,1421,2.01
29,Brillante,1966,77,4200.333333,ET,8030,2.93
0,Solario,2017,21,5463.727273,FB,2544,2.04
43,Solario,2003,75,3042.470588,ET,2785,2.65
8,Brillante,2006,39,2495.111111,ET,8190,1.58
5,Vibranto,1988,34,7277.555556,FC,5418,2.66
12,Esplen,1984,76,11941.30769,FC,6113,3.19
18,Vibranto,2017,6,10997.33333,FC,4712,2.41
45,Quilante,1983,10,2778.076923,FC,952,3.11
9,Solario,1998,18,1671.790698,FB,2186,3.3
14,Solario,1982,54,7632.153846,ET,2326,2.38
0,Vibranto,1984,68,3007.02439,FB,4141,2.76
2,Esplen,1973,87,3976.777778,EM,7236,1.49
24,Brillante,2006,20,6117.351351,EM,8274,2.57
4,Brillante,1972,37,5373.275362,FC,8369,2.88
55,Quilante,1997,72,22432,FC,505,2.3
4,Brillante,1976,55,7453.806452,FC,8231,1.75
1,Vibranto,1965,80,5488.428571,FC,4928,2.6
4,Vibranto,2003,15,3002.363636,FB,4188,3.16
8,Ardent,2010,93,11222,FC,9516,2.12
16,Quilante,2011,89,5678.703704,EM,1527,1.84
2,Ardent,1978,23,4388.571429,FC,9270,2.46
16,Quilante,2001,22,2941.333333,ET,375,3
5,Vibranto,1975,6,5372.363636,FB,4288,2.43
22,Solario,1981,56,2075.829787,EM,2194,3.15
2,Esplen,2003,16,4542.784314,ET,7851,3.2
28,Quilante,1997,69,4754.578947,FB,38,3.2
5,Solario,1982,75,6075.888889,FC,3272,2.96
8,Vibranto,1977,49,2427.222222,FC,4245,1.74
26,Esplen,1966,92,5860.555556,FB,7918,2.42
32,Quilante,1979,88,7657.702703,FB,737,2.65
36,Solario,1989,33,3345.137931,ET,3158,2.1
0,Ardent,1966,5,5001.10101,EM,9799,2.7
19,Quilante,1975,72,10343.85714,ET,1514,3.01
4,Solario,1966,71,7003.555556,ET,2418,3.27
13,Vibranto,1996,61,7000.666667,FB,5815,2.48
3,Brillante,1998,7,1994.151515,EM,8466,3.45
26,Brillante,1977,57,8054.157895,EM,8619,2.84
6,Solario,2006,72,101715,FC,3301,2.59
3,Esplen,2019,100,13160.90909,EM,7611,1.76
4,Esplen,2009,93,6183.555556,EM,6518,2.12
12,Solario,1989,61,7905.176471,FC,3734,1.56
17,Brillante,1965,32,6340.904762,FB,8921,2.39
32,Vibranto,1991,76,4253.703704,FC,4027,2.7
7,Esplen,1983,65,5030,EM,6625,2.26
33,Ardent,2017,89,8431.333333,FC,9112,2.68
19,Esplen,1988,53,3465,FB,6950,1.64
55,Vibranto,2009,22,2356.571429,FB,5670,1.82
37,Esplen,1992,96,8774,FC,7420,1.67
3,Esplen,1990,72,13792,FB,6010,2.32
0,Ardent,2016,100,6325.02439,FB,9741,2.17
4,Esplen,1995,72,4568.02439,EM,6041,2.51
11,Solario,2003,44,5845.142857,ET,2535,3.26
92,Esplen,1979,28,3862.666667,FC,7560,2.3
64,Brillante,2016,85,5413.826087,ET,8223,3.06
5,Quilante,2013,37,5730.581395,FB,1043,2.38
2,Ardent,2010,63,3843.076923,FB,9952,2.59
1,Vibranto,1993,33,4129.537313,FC,5267,2.66
20,Solario,2015,70,6614.076923,EM,3552,2.6
4,Solario,1973,10,3205.595506,EM,3889,2.65
3,Vibranto,1979,28,3286.792453,ET,5953,2.47
14,Vibranto,1967,86,3004.10101,EM,4499,2.75
6,Solario,2013,96,3518,FC,3500,2.89
51,Esplen,1968,7,3334.727273,ET,7644,2.69
22,Solario,1990,8,1209.111111,FC,2490,2.93
12,Esplen,2017,57,5302.826087,EM,6023,3.2
11,Vibranto,1969,30,7251,FB,4716,1.95
31,Vibranto,1975,53,3457.02439,EM,5041,2.34
1,Solario,1991,83,7158.806452,FC,2131,2.36
27,Ardent,1970,89,51640,EM,9102,2.74
16,Esplen,2005,45,26074,FB,6704,2.26
29,Brillante,1970,97,3915.888889,ET,8172,3.23
10,Quilante,1971,57,7359,FB,1740,2.54
36,Vibranto,2019,80,6814.659574,FC,4147,2.46
5,Ardent,1977,6,11034.90909,ET,9011,2.96
7,Solario,1985,26,2903.659574,EM,3047,2.83
33,Ardent,1998,36,2249.784314,EM,9051,2.96
12,Quilante,2015,65,2014.051282,ET,1378,2.44
12,Vibranto,1987,1,5961.454545,FB,4422,2.1
24,Solario,1990,43,9475.857143,EM,3814,2.55
14,Vibranto,1996,75,9657.904762,FB,4921,1.91
40,Brillante,1970,2,1889.666667,EM,8396,2.1
10,Quilante,2012,20,51171,FC,402,2.43
29,Solario,1990,50,14987.11111,FC,3409,1.98
3,Ardent,1973,23,1436.790698,EM,9486,3.45
21,Ardent,1992,27,5727.777778,ET,9336,1.98
10,Vibranto,1985,92,6964.142857,EM,4935,2.43
132,Esplen,2008,49,7113.666667,FC,6715,2.62
4,Quilante,1979,62,4300.408163,EM,1698,2.55
8,Ardent,1987,50,4540.351351,EM,9074,2.83
30,Esplen,2002,77,8931.333333,FC,7012,3.31
4,Quilante,1994,68,3544.351351,EM,1774,2.32
36,Esplen,1971,26,6252.5,FC,6064,2.79
31,Solario,2013,27,3403.333333,EM,3275,2.12
9,Esplen,1969,42,13198.33333,FC,7712,2.71
10,Esplen,2001,59,7321.352941,FB,7017,2.65
35,Esplen,2014,68,1658.10101,ET,7799,2.47
1,Solario,1999,88,2274.792453,EM,3053,2.46
28,Brillante,1997,75,10556.35294,EM,8517,2.5
32,Brillante,1997,76,103637,FB,8601,2.05
0,Brillante,1984,66,5946.301587,EM,8263,2.34
5,Ardent,1980,74,2528.47619,FB,9084,2.81
6,Esplen,1973,76,2275.363636,FC,7988,1.38
79,Solario,2005,36,2349.588235,FC,2368,2.44
9,Solario,2015,35,4038.714286,EM,2856,2.44
16,Solario,1966,100,3467.777778,ET,2336,2.85
23,Vibranto,2017,75,4864.333333,EM,5430,3
8,Vibranto,1974,30,3240.915254,FB,5259,2.16
19,Quilante,1993,42,1567.956522,ET,1092,2.52
3,Vibranto,1971,62,7100.659574,EM,4447,3.04
3,Vibranto,2019,62,6160.904762,FC,5521,2.09
32,Quilante,1997,41,1537.927835,FB,497,2.43
26,Ardent,1971,21,7159.176471,FB,9434,3.12
22,Esplen,1971,88,5575.47619,FC,7084,2.35
5,Esplen,2012,13,12010.33333,FC,7412,2.32
5,Ardent,2001,23,2535.537313,ET,9867,3.04
10,Vibranto,1984,90,7218.428571,FB,4028,1.69
9,Vibranto,1977,34,4010.903226,EM,4362,2.67
23,Vibranto,1995,75,2487.789474,ET,5276,1.56
32,Solario,1991,77,3535.816327,FC,3049,2.69
38,Ardent,2019,40,3998.222222,EM,9145,2.87
5,Solario,2003,40,103539,FB,2501,2.66
52,Esplen,1965,7,5559.578947,EM,6838,1.97
63,Vibranto,1971,64,5180.952381,FB,4142,2.83
47,Quilante,1993,64,2960.385965,FC,1357,1.56
4,Solario,2018,78,4423.10101,ET,3099,2.52
2,Quilante,1991,1,1431.789474,ET,1276,1.8
10,Ardent,2017,38,27251,ET,9804,2.3
26,Quilante,1974,78,3042.076923,FC,1852,3.43
2,Solario,1983,50,8393.666667,FC,3715,2.23
1,Esplen,1981,50,7294.352941,ET,6017,2.39
56,Solario,1993,80,2782.222222,FC,3145,2.79
2,Vibranto,1992,18,10572,EM,4610,2.1
25,Quilante,1987,11,1510.512195,ET,1882,2.9
16,Vibranto,1967,44,7582.826087,FB,5423,2.37
9,Esplen,1974,92,6068.714286,FC,7956,2.79
6,Solario,2011,13,4898.301587,EM,2163,2.22
20,Vibranto,2014,88,3006.425287,ET,4487,2.04
29,Solario,1966,96,3651.428571,ET,3228,2.86
16,Quilante,1969,13,6412.454545,FC,1222,3.28
9,Ardent,1993,21,1832.701299,ET,9677,2.82
2,Vibranto,1993,44,3183.714286,FB,4356,2.7
20,Solario,2008,57,5351.47619,EM,2684,2.6
28,Quilante,1973,84,5347.826087,FC,1923,2.73
18,Brillante,2000,94,3717.703704,FB,8327,1.64
8,Vibranto,1993,31,3181.901099,FC,5391,3.02
5,Solario,1977,8,4577.222222,FC,2445,2.51
65,Esplen,1982,63,4308.10101,EM,7899,2.28
26,Ardent,2015,85,3135.571429,ET,9070,2.46
60,Vibranto,2002,14,6574.792453,FC,4153,2.37
5,Esplen,1988,1,4932.927835,EM,6097,2.82
4,Quilante,1969,41,3985.829787,FB,1594,3.03
4,Quilante,2004,42,4060.701299,FC,277,2.47
3,Quilante,1991,50,4271.901099,FB,1591,2.67
37,Solario,2004,87,3050.714286,ET,3356,2.99
6,Vibranto,1972,24,3600.789474,EM,4876,2.74
75,Brillante,2018,55,2937.5,EM,8364,2.39
35,Vibranto,1997,56,5232.714286,ET,4556,2
16,Ardent,1984,79,3235.275362,FB,9269,2.2
3,Solario,1982,84,4561.595506,ET,3589,1.52
25,Ardent,2018,28,4969.927835,FB,9597,1.53
19,Quilante,2019,20,9323.826087,EM,123,2.83
27,Ardent,1985,97,10563.30769,FB,9113,2.47
35,Quilante,2001,89,3340.111111,ET,490,3.07
19,Esplen,1985,28,5776.537313,ET,6667,2.26
22,Vibranto,2000,91,8972.904762,FB,4421,2.58
62,Solario,1972,90,6293.333333,EM,3175,1.5
33,Quilante,2019,57,13722.11111,FC,209,2.44
28,Vibranto,1972,49,8926.307692,EM,4313,2.3
13,Solario,1965,30,9591.666667,FB,2515,2.41
3,Vibranto,2007,49,5823.588235,EM,4768,2.72
35,Ardent,2013,56,4675.363636,EM,9188,2.29
14,Solario,2014,63,8278.703704,FB,2627,2.93
14,Vibranto,1971,13,6623.792453,FC,5653,1.83
10,Quilante,1978,63,4886.181818,EM,1955,3.22
8,Quilante,1991,74,6261,FB,525,2.99
11,Vibranto,1970,40,1797.567901,FB,5481,2.44
18,Esplen,1988,81,53454,FB,6902,3.22
3,Ardent,2019,62,4212.952381,FB,9842,1.9
9,Solario,1987,76,4634.344262,ET,3061,3.33
13,Esplen,1990,17,6005.461538,ET,6865,1.98
14,Vibranto,1988,84,3979.727273,FB,5844,2.7
4,Solario,1979,2,1475.901099,FC,2391,2.54
34,Esplen,1966,98,5970.333333,EM,6275,3
4,Esplen,2003,39,103243,FC,6101,2.09
24,Solario,1967,35,5990.30303,EM,2733,2.37
31,Vibranto,2017,100,7109.454545,EM,4522,2.46
9,Solario,1973,51,6992.454545,ET,2822,3.38
9,Esplen,2019,32,1808.47619,FC,7184,2.61
29,Solario,1976,69,3642.784314,FB,3951,2.8
151,Solario,1975,17,6195.822785,FB,2779,2.56
16,Esplen,2014,6,4880.470588,FB,7485,2.81
21,Brillante,1985,15,4801.631579,FB,8595,2.02
7,Ardent,1978,74,4426,FB,9680,3.47
42,Vibranto,2011,19,5802,EM,5280,2.37
2,Vibranto,1995,81,5470.461538,FB,5665,2.34
51,Quilante,1995,97,2586.10101,FB,699,2.57
28,Vibranto,2005,60,3162.851852,ET,5254,2.28
16,Ardent,1987,10,12584.33333,FB,9812,3.14
23,Vibranto,1992,96,4043.5,FB,4564,2.84
9,Quilante,2012,82,4496.822785,FB,379,2.52
14,Esplen,2006,62,3946.181818,FC,6255,2.73
1,Esplen,1977,86,5086.051282,EM,7078,2.08
13,Brillante,1973,33,4509.275362,FB,8869,3.41
43,Vibranto,2008,67,4551.666667,EM,4596,2.77
8,Vibranto,2004,93,5542,FC,5450,2.36
28,Quilante,1975,14,6959.555556,ET,1618,2.74
14,Quilante,2010,86,4566.851852,ET,1654,2.78
2,Solario,1985,59,5047.333333,ET,2148,2.09
24,Solario,2011,94,22470,EM,3605,2.31
15,Esplen,2012,76,4387,ET,6140,1.75
35,Quilante,1975,35,3995.512195,ET,382,1.85
80,Ardent,1978,48,3416.806452,ET,9031,3.14
7,Solario,1981,22,11181.85714,ET,3014,2.53
20,Ardent,2013,88,8440.454545,EM,9422,3.7
13,Solario,1974,70,7984,EM,2716,2.09
1,Brillante,1975,28,54701,FC,8702,2.6
2,Quilante,1987,75,3093.863014,EM,573,2.65
38,Quilante,1971,10,3903.903226,ET,362,3.1
35,Vibranto,2019,62,5917.588235,FB,5868,2.02
18,Quilante,1972,40,2943.714286,FB,1756,2.78
16,Esplen,2015,8,6200.351351,ET,7874,2.79
16,Vibranto,2013,89,12443.90909,FC,4911,2.11
48,Quilante,2007,41,2113.5,FC,1364,2.89
8,Vibranto,2015,17,8294.275862,FC,4729,2.41
5,Quilante,1979,47,3141.927835,FC,1797,2.45
15,Esplen,2010,88,3345.901099,FC,6491,2.33
18,Ardent,2003,79,6744.578947,FC,9638,2.58
0,Esplen,2018,31,7305.555556,FB,7618,2.35
20,Solario,2002,94,6356.275362,FB,2869,2.95
23,Ardent,1974,41,5634.333333,FC,9875,2.99
10,Ardent,2003,33,3347.512195,EM,9082,2.57
26,Vibranto,1971,90,7742.703704,ET,4327,2.34
15,Solario,1981,8,3158.701299,ET,2777,3.19
52,Quilante,1971,53,5656.816327,ET,1149,2.87
6,Solario,1977,88,4388.428571,FB,2328,2.42
44,Solario,2005,24,5648.333333,EM,2775,3.48
2,Solario,2002,83,6397.578947,ET,3038,2.25
1,Vibranto,1969,66,3927.470588,EM,5485,2.39
16,Quilante,1994,44,3122.952381,EM,1642,2.77
60,Vibranto,1977,75,4566.275862,EM,4529,2.93
29,Vibranto,2019,10,16675.66667,ET,4106,3.32
17,Ardent,1965,19,3984.888889,FC,9672,2.73
0,Ardent,2015,73,4262.851852,FC,9154,2.6
4,Ardent,1982,5,4180.450704,ET,9771,2.04
5,Quilante,1988,21,2535.051282,ET,478,2.18
11,Esplen,1997,71,2444.588235,FB,7468,2.37
20,Brillante,1969,52,5668.102564,FC,8839,3.17
6,Solario,1973,86,4284.461538,FB,2565,2.19
39,Solario,2009,13,6004.111111,ET,2190,2.79
12,Solario,1992,61,1459.790698,FC,3186,2.56
11,Vibranto,2005,71,1616.901099,FB,4991,2.82
18,Esplen,1985,72,53624,ET,6402,2.45
0,Solario,2002,6,4139.588235,ET,2768,2.47
12,Vibranto,1967,99,4287.952381,FB,4342,2.65
3,Solario,1974,31,4333.47619,EM,2284,2.13
35,Esplen,2004,14,6899.904762,ET,6821,3
5,Vibranto,2009,36,9203.857143,EM,5514,2.97
3,Quilante,2008,99,6056.344262,FC,161,2.58
13,Solario,1995,98,3180.913043,FB,2846,3.25
59,Esplen,2010,100,7749.352941,EM,7917,3.04
14,Vibranto,1977,75,7148.666667,FC,5524,2.25
7,Solario,1994,100,5044.137931,FB,3258,2.63
24,Esplen,2018,78,5853.714286,FB,7556,2.13
13,Solario,1984,35,8456.555556,ET,3618,2.81
25,Esplen,1979,37,9907.857143,EM,7114,2.84
0,Quilante,1979,82,4040.5,FC,864,2.28
19,Vibranto,1982,37,4253.701299,EM,5577,2.32
56,Quilante,1974,61,16731,FC,908,2.2
13,Solario,2017,4,2558.333333,FC,3248,2.54
8,Quilante,1995,89,2868.863014,FC,1773,2.24
47,Esplen,1969,77,1952.151515,EM,7966,3.24
58,Quilante,1972,68,7526.777778,ET,1636,2.18
2,Quilante,1977,85,1806.567901,ET,181,1.72
11,Ardent,2000,41,4377.02439,FB,9241,2.41
5,Vibranto,1989,17,5859.666667,FB,4524,2.47
9,Vibranto,1968,32,4031.952381,FB,5942,1.96
35,Solario,1967,14,3213.777778,FB,3536,1.97
0,Brillante,1965,74,13554.11111,FB,8809,2.53
7,Esplen,1976,82,3975.952381,EM,6542,1.99
0,Brillante,2015,81,7120.913043,FC,8946,2.43
62,Quilante,1966,51,6717.702703,EM,1337,2.06
35,Ardent,1973,84,24644,EM,9605,3.66
15,Solario,1986,84,12615.33333,EM,3612,2.66
13,Quilante,1985,9,26454,FC,704,2.72
5,Solario,2001,19,4742,ET,3325,2.88
8,Quilante,2018,53,4394.181818,ET,155,2.64
23,Esplen,1978,9,2705.344262,EM,7361,2.57
22,Esplen,2012,29,14071,ET,7510,2.92
25,Solario,2007,59,7478,FC,2325,2.64
6,Ardent,1967,64,5581.816327,EM,9149,2.2
21,Vibranto,1994,98,53695,FB,4402,3.57
7,Quilante,1965,88,3800.863014,FB,273,1.73
8,Brillante,1982,92,2093.137931,ET,8458,2.54
100,Solario,1977,10,6731.578947,EM,3738,2.53
52,Quilante,1974,62,4343.578947,ET,938,2.16
1,Quilante,1967,41,5497,FC,1720,2.55
14,Esplen,1997,79,7726.153846,FC,7026,3.2
21,Ardent,1987,25,3393,EM,9440,2.69
12,Vibranto,1994,76,2564.659574,FC,5947,2.47
5,Vibranto,2009,35,2597.111111,ET,4790,2.65
5,Quilante,1993,65,3313.659574,EM,1047,3.62
40,Brillante,2014,86,3397.851852,FC,8054,2.85
3,Quilante,2000,22,3890.863014,EM,73,3.04
20,Esplen,1977,83,100817,EM,6801,2.26
173,Vibranto,1968,24,3484.903226,ET,4462,2.27
20,Solario,2009,45,54015,EM,2402,2.32
1,Solario,1974,20,5584.581395,FB,2543,1.69
17,Ardent,1971,14,7972,EM,9816,2.72
11,Vibranto,1970,47,2761.927835,FC,4297,2.93
6,Vibranto,2016,94,5379.863014,FB,5473,3.18
6,Quilante,2012,42,5897.819277,EM,783,2.33
15,Solario,2004,69,5619,EM,2925,1.7
10,Esplen,1983,83,4224.784314,FC,6051,2.38
13,Solario,1999,9,11869.33333,EM,2912,2.55
3,Esplen,1995,26,6019.537313,EM,6767,1.98
10,Quilante,1994,14,4814.470588,FB,1785,2.86
3,Vibranto,2013,86,2111.789474,ET,4776,2.15
65,Solario,1971,24,6889.102564,EM,2639,2.46
2,Esplen,2009,99,2608.425287,FC,6787,2.47
1,Solario,1971,55,1787.137931,EM,2858,2.36
34,Brillante,1995,6,5151.777778,EM,8936,3.44
29,Solario,2011,32,8394.703704,ET,3427,2.18
24,Quilante,1977,81,2676.181818,EM,1255,2.5
12,Brillante,1988,31,6365.904762,FB,8321,2.02
13,Solario,1999,36,5484,FC,3140,2.11
12,Vibranto,1979,51,4106.581395,FB,4643,1.86
26,Quilante,1977,88,10971,FC,1516,2.49
26,Vibranto,2000,39,2095.666667,ET,5696,2.1
9,Solario,2019,34,5669.470588,EM,3585,2.13
47,Quilante,2004,62,3109,FB,50,2.9
51,Esplen,2016,74,3304.537313,EM,7467,2.27
2,Esplen,1965,20,6089.111111,FC,7290,1.94
27,Quilante,2019,27,9104.454545,FB,1122,2.55
1,Quilante,2002,65,3942.142857,EM,535,2.66
1,Ardent,2009,19,4545.02439,FC,9441,2.88
7,Ardent,1982,31,6691.275862,FB,9029,2.17
61,Quilante,1966,74,4687.588235,ET,68,3.09
32,Esplen,1970,85,2966.578947,EM,6938,2.67
17,Quilante,1989,14,5140.137931,EM,1058,1.85
21,Quilante,1990,13,4204.701299,FB,477,2.32
32,Quilante,1980,27,4047.151515,FC,1166,2.59
25,Solario,2015,5,5072.450704,ET,2471,1.77
24,Solario,1966,72,5376.927835,FC,3397,2.5
