LinkedIN,Major,DOB,Tuition,College_location,ID,GPA
45,Vocational,1960,4471,WestCoast,597,1.52
10,STEM,1991,1442,WestCoast,598,1.72
14,Professional,1981,4760,Central,599,3.2
22,STEM,1993,2597,WestCoast,600,2.82
34,Humanities,1994,6387,EastCoast,601,2.23
23,STEM,1992,2154,WestCoast,602,2.71
14,Vocational,1982,4471,Central,603,3.19
38,Buisness,1966,2418,EastCoast,604,2.64
41,Humanities,1985,11177,Central,605,2.18
55,Vocational,1964,8541,EastCoast,606,2.01
21,STEM,1966,4217,Central,607,2.6
26,Humanities,1971,5824,WestCoast,608,2.66
60,Vocational,1975,2702,WestCoast,609,2
4,STEM,1952,3930,EastCoast,610,2.44
31,STEM,1988,4406,Central,611,2.68
4,Professional,2002,35232,EastCoast,612,3.58
4,Vocational,1997,5242,EastCoast,613,2.18
82,Humanities,1979,2842,EastCoast,614,3.48
13,Humanities,1979,4587,Central,615,3.25
29,STEM,1957,5036,Central,616,2.04
16,Vocational,1949,5073,EastCoast,617,2.84
0,Professional,1979,4662,Central,618,2.43
18,Buisness,1991,7555,EastCoast,619,2.62
12,Vocational,1994,5809,EastCoast,620,2.05
25,Professional,1982,3970,EastCoast,621,2.88
39,STEM,1986,9768,WestCoast,622,3.02
11,Other,2000,1297,Central,623,2.59
17,STEM,1965,3953,Central,624,2.41
3,Professional,1949,6287,Central,625,2.84
42,Other,1999,6788,EastCoast,626,2.46
22,Vocational,1999,1741,Central,627,2.3
93,STEM,1970,6560,WestCoast,628,1.88
20,Humanities,1964,2956,EastCoast,629,3.42
39,STEM,1981,2473,EastCoast,630,2.65
15,Other,1974,2569,Central,631,2.82
34,Vocational,1954,2038,EastCoast,632,2.74
17,Humanities,1971,6681,Central,633,2.42
14,Professional,1964,7339,WestCoast,634,2.74
41,Humanities,1955,6596,EastCoast,635,2.12
6,Vocational,1989,4802,Central,636,2.4
3,Professional,1997,12408,EastCoast,637,2.35
30,Professional,1986,4791,Central,638,2.26
16,STEM,1989,6523,Central,639,2.89
17,Other,1975,5308,Central,640,2.21
4,Vocational,1951,54021,EastCoast,641,3.19
19,Vocational,1972,3005,EastCoast,642,2.55
15,Other,1960,5799,Central,643,2.97
26,Professional,1958,8297,Central,644,2.39
17,Other,1967,5687,WestCoast,645,2.12
12,Humanities,1988,11183,WestCoast,646,2.17
23,Humanities,1971,5776,Central,647,2.21
3,Other,1951,9399,Central,648,2.83
18,Professional,1994,7312,Central,649,2.15
1,Buisness,1966,7192,Central,650,2.02
25,Vocational,1977,4726,EastCoast,651,1.83
3,Vocational,1992,7451,EastCoast,652,2.69
20,Vocational,1998,5216,EastCoast,653,3.04
49,Vocational,1977,4285,EastCoast,654,2.11
19,Professional,1976,8625,Central,655,2.84
1,Professional,1996,6645,EastCoast,656,1.95
17,Humanities,1949,7556,EastCoast,657,2.38
7,Other,1981,19933,WestCoast,658,2.08
13,Other,1971,13792,WestCoast,659,2.46
24,Humanities,2000,15369,EastCoast,660,2.75
24,STEM,1968,18119,WestCoast,661,3.18
6,Vocational,1984,4738,Central,662,2.14
5,Other,2003,2387,Central,663,2.61
2,Vocational,1979,1624,Central,664,2.34
17,Humanities,1981,11040,Central,665,2.85
1,Vocational,1980,6479,WestCoast,666,2.27
24,STEM,1959,2408,WestCoast,667,2.69
54,Vocational,1961,5037,WestCoast,668,3.28
8,Vocational,1951,5783,WestCoast,669,2.06
3,Professional,2003,13138,WestCoast,670,1.76
24,Humanities,1997,6461,EastCoast,671,2.74
65,STEM,2003,6981,EastCoast,672,3.19
25,Professional,1987,5954,Central,673,2.84
7,Professional,1963,10205,Central,674,2.6
49,Humanities,1955,6212,EastCoast,675,2.04
11,Vocational,1950,3724,Central,676,1.29
42,Humanities,1952,8639,Central,677,2.34
32,Professional,1989,15718,WestCoast,678,1.99
21,STEM,1966,4157,Central,679,2.08
14,STEM,1982,3378,EastCoast,680,3
3,STEM,1985,16109,EastCoast,681,2.89
46,Professional,2000,1542,WestCoast,682,2.13
8,Vocational,1983,3405,WestCoast,683,2.2
22,STEM,1967,6047,WestCoast,684,2.82
6,Professional,1967,2226,Central,685,2.34
26,STEM,1994,3386,WestCoast,686,2.72
19,STEM,1982,3090,EastCoast,687,3.07
1,Vocational,1995,5736,WestCoast,688,2.42
15,Humanities,1982,101805,Central,689,1.76
14,Buisness,1999,11671,EastCoast,690,2.82
9,Professional,1984,3457,Central,691,2.86
25,STEM,1999,7644,WestCoast,692,3.13
6,STEM,1951,16663,WestCoast,693,2.64
11,STEM,1981,6165,Central,694,2.74
2,STEM,1978,3972,EastCoast,695,2.75
3,Other,1963,10032,Central,696,1.77
1,Other,1971,3095,EastCoast,697,2.6
25,Humanities,1989,4386,WestCoast,698,2.79
35,Vocational,1984,4414,WestCoast,699,2.85
17,Humanities,1951,6605,Central,700,2.6
1,STEM,2003,8677,EastCoast,701,1.85
1,Humanities,1963,20961,Central,702,2.27
1,Other,1967,7391,EastCoast,703,2.55
6,Humanities,1988,6968,WestCoast,704,2.61
9,Vocational,1986,5597,EastCoast,705,2.61
44,Buisness,1982,1826,Central,706,2.88
15,Buisness,1956,5311,WestCoast,707,3.06
2,STEM,1952,5936,EastCoast,708,2.12
38,Humanities,1970,1903,WestCoast,709,2.07
52,Professional,1971,7573,Central,710,2.2
37,Humanities,1990,3470,EastCoast,711,1.95
9,Humanities,1973,5776,Central,712,2.49
8,Humanities,1984,5570,EastCoast,713,2.26
32,Other,1970,6478,EastCoast,714,2.1
20,Humanities,1997,2453,Central,715,2.87
3,STEM,1979,6339,EastCoast,716,1.79
10,Vocational,1972,2334,EastCoast,717,2.09
41,STEM,2000,5488,Central,718,1.49
8,STEM,2001,2192,Central,719,3.12
21,STEM,1965,3826,EastCoast,720,2.79
84,Professional,1973,7073,EastCoast,721,2.86
34,STEM,1981,6685,EastCoast,722,3.01
7,Vocational,1973,6742,WestCoast,723,1.96
19,Vocational,1996,6185,WestCoast,724,3.46
64,Buisness,2000,16138,Central,725,2.79
23,STEM,1982,3407,WestCoast,726,2.59
11,Humanities,1952,4627,WestCoast,727,2.5
19,Vocational,2001,6608,WestCoast,728,2.74
14,STEM,1996,7752,Central,729,1.98
9,STEM,1949,2080,WestCoast,730,2.1
12,Vocational,1960,3352,WestCoast,731,3.43
73,Vocational,1949,6962,EastCoast,732,2.49
42,Humanities,1986,37146,Central,733,3.11
5,STEM,1998,3432,WestCoast,734,1.9
44,Humanities,1958,4236,Central,735,2
2,STEM,1995,4209,WestCoast,736,2.23
19,Humanities,1973,3100,WestCoast,737,2.52
2,Humanities,1976,3856,Central,738,2.79
35,Vocational,1970,6112,WestCoast,739,2.49
35,Humanities,1978,1596,EastCoast,740,3.14
15,Vocational,2001,5379,EastCoast,741,1.7
4,Vocational,1998,2636,WestCoast,742,2.72
31,STEM,2001,2562,Central,743,1.56
7,Humanities,1954,14062,EastCoast,744,1.87
15,Professional,1983,8479,EastCoast,745,1.98
8,Professional,1989,7474,WestCoast,746,2.52
40,Vocational,1980,6801,Central,747,3.23
28,Humanities,1970,3718,EastCoast,748,3.42
2,STEM,1994,2224,WestCoast,749,3
24,Buisness,1951,6112,WestCoast,750,1.82
101,Vocational,1952,1489,WestCoast,751,2.35
16,Vocational,1993,3544,Central,752,2.65
13,Vocational,1960,4851,EastCoast,753,2.93
3,Professional,1991,6081,WestCoast,754,2.48
13,Vocational,1996,5129,EastCoast,755,2.32
25,STEM,1965,2488,EastCoast,756,1.66
7,Vocational,1985,5258,Central,757,2.02
20,STEM,1985,5888,Central,758,2.21
29,Professional,1975,9237,Central,759,2.33
12,STEM,1979,5377,EastCoast,760,2.73
56,Other,1996,3585,EastCoast,761,2.61
103,Professional,1983,5415,WestCoast,762,2.68
26,Humanities,1995,2277,EastCoast,763,2.98
18,Vocational,2002,3177,Central,764,2.77
18,Professional,1980,5785,Central,765,2.62
9,STEM,1963,4957,EastCoast,766,2.47
5,STEM,1956,8240,WestCoast,767,2.85
50,Humanities,2002,4640,WestCoast,768,2.28
7,STEM,1996,2411,WestCoast,769,3.01
12,Vocational,1950,10273,Central,770,2.07
32,Vocational,1986,11257,WestCoast,771,2.86
24,Humanities,1994,3121,Central,772,2.46
83,Buisness,1984,6949,EastCoast,773,2.46
31,Professional,1966,4835,Central,774,2.6
4,Humanities,1986,6068,Central,775,2.84
20,Buisness,1994,7203,WestCoast,776,1.73
14,Humanities,1990,5081,WestCoast,777,2.96
16,Vocational,1950,3161,WestCoast,778,2.81
12,Professional,2001,9155,EastCoast,779,3.2
7,Other,1983,5964,EastCoast,780,2.63
2,Professional,1977,4787,Central,781,2.37
1,Other,1993,2715,WestCoast,782,3.28
32,Vocational,1953,7696,EastCoast,783,2.31
8,Professional,2000,17537,Central,784,2.13
6,Professional,1958,4049,WestCoast,785,2.46
8,Buisness,1950,10498,Central,786,2.78
30,Vocational,1993,2686,WestCoast,787,1.76
8,Professional,1999,1493,EastCoast,788,2.71
5,STEM,1950,6374,WestCoast,789,3.04
35,Buisness,1955,6062,EastCoast,790,2.33
7,Other,1962,3042,EastCoast,791,3.47
6,Other,1991,4337,Central,792,2.7
73,Professional,1955,3412,EastCoast,793,2.85
102,Professional,1995,5318,Central,794,2.9
10,Humanities,1994,4735,Central,795,3
1,Vocational,1958,3328,Central,796,3.06
3,Professional,1988,4245,WestCoast,797,2.44
14,Other,1967,3046,Central,798,1.57
4,Vocational,1954,3968,WestCoast,799,2.78
0,STEM,1954,7676,WestCoast,800,3.3
24,Humanities,1962,1570,Central,801,3.06
4,Professional,1991,2363,WestCoast,802,2.12
5,Other,1988,2368,EastCoast,803,2.59
4,Other,1989,1369,WestCoast,804,2.15
1,Humanities,1968,4768,EastCoast,805,2.67
42,STEM,1974,2073,WestCoast,806,2.5
6,STEM,1996,3694,EastCoast,807,2.64
9,Humanities,1976,3614,EastCoast,808,2.19
27,Buisness,1960,11657,Central,809,2.65
24,STEM,1963,8265,EastCoast,810,1.98
26,Professional,1988,14393,WestCoast,811,2.72
20,Other,1991,5018,WestCoast,812,2.11
22,Vocational,1985,4501,Central,813,2.59
18,Vocational,1953,1925,Central,814,2.61
20,Other,1957,4331,EastCoast,815,2.94
62,Humanities,1958,4571,Central,816,2.46
10,Vocational,1957,4764,EastCoast,817,2.21
4,Professional,1972,1993,EastCoast,818,2.84
47,Humanities,1959,3454,Central,819,2.98
1,STEM,1964,3294,WestCoast,820,2.57
55,Vocational,1956,6176,EastCoast,821,3.4
9,STEM,2002,8941,Central,822,2.16
24,Humanities,1992,12788,EastCoast,823,2.19
35,Humanities,1951,14142,EastCoast,824,2.62
2,Vocational,2003,5538,WestCoast,825,2.85
19,Vocational,1953,7509,EastCoast,826,2.47
5,Vocational,1993,8581,Central,827,2.97
10,Buisness,1964,7424,WestCoast,828,3.16
3,Humanities,1994,4653,EastCoast,829,2.87
30,Other,2002,3932,WestCoast,830,2.54
6,Buisness,1979,5423,EastCoast,831,2.56
21,Buisness,1969,2435,Central,832,1.99
8,Vocational,1998,6255,WestCoast,833,3.07
6,Humanities,1975,2856,EastCoast,834,2.55
20,Humanities,1957,4878,Central,835,1.67
39,STEM,1990,13813,Central,836,2.65
1,Vocational,1979,3676,Central,837,2.49
38,Buisness,1980,1710,Central,838,2.87
7,Professional,2000,8269,WestCoast,839,2.5
33,Other,1960,6055,EastCoast,840,2.71
4,Vocational,1957,3988,WestCoast,841,2.26
9,Other,1976,5317,WestCoast,842,1.81
16,Humanities,1997,6252,WestCoast,843,2.13
75,Professional,1997,9754,EastCoast,844,2.65
7,Humanities,1980,3503,EastCoast,845,3.58
27,STEM,1969,9891,Central,846,2.61
4,STEM,1978,3119,EastCoast,847,2.32
0,Vocational,1977,10511,EastCoast,848,2.42
23,Vocational,1952,5105,Central,849,2.14
13,Vocational,1969,1355,Central,850,2.09
37,Other,1964,4452,EastCoast,851,2.52
55,Vocational,1955,2389,EastCoast,852,2.57
0,Humanities,1986,2404,Central,853,2.47
20,Humanities,1980,6797,EastCoast,854,2.78
6,Buisness,1985,6134,Central,855,2.84
50,STEM,1969,5301,WestCoast,856,2.87
44,Buisness,1980,4490,Central,857,2.76
11,Humanities,1997,5221,Central,858,2.7
1,Vocational,1973,5894,WestCoast,859,1.91
27,Humanities,1960,3249,Central,860,2.26
48,Buisness,1968,3113,WestCoast,861,3.2
0,Vocational,1950,4145,EastCoast,862,3.04
55,Professional,1999,2726,Central,863,2.19
3,Professional,1976,6361,Central,864,2.41
4,Professional,1954,102140,Central,865,3.05
24,Other,1997,2471,EastCoast,866,3.15
45,Humanities,1970,5562,Central,867,1.99
13,Humanities,2003,5799,WestCoast,868,1.94
41,Professional,1967,2405,WestCoast,869,2.92
12,Professional,1955,5054,WestCoast,870,2.52
8,Professional,1988,7764,EastCoast,871,1.99
13,Buisness,1957,3657,EastCoast,872,3.14
16,Humanities,1969,7555,WestCoast,873,2.38
25,Humanities,1997,5368,Central,874,2.6
5,Professional,1996,3298,EastCoast,875,2.36
5,Buisness,1993,7844,Central,876,2.74
29,STEM,1988,4369,Central,877,2.06
13,Humanities,1957,7124,Central,878,2.7
87,Humanities,1984,5828,WestCoast,879,2.67
65,Professional,1966,4832,Central,880,2.28
22,Professional,1978,4919,Central,881,2.19
3,Professional,1953,1240,Central,882,2.49
42,Vocational,1961,3533,EastCoast,883,1.99
2,Humanities,1963,4470,Central,884,2.9
7,Other,1971,3346,Central,885,2.99
13,Humanities,1967,2583,EastCoast,886,2.71
21,Humanities,1955,6018,Central,887,2.95
12,Humanities,1961,6179,WestCoast,888,2.69
13,Buisness,1988,5884,Central,889,2.93
36,Buisness,1953,4419,WestCoast,890,2.14
12,Humanities,1984,4432,EastCoast,891,2.71
3,STEM,2002,3374,Central,892,2.57
35,Other,2002,37482,EastCoast,893,2.36
0,Professional,1998,28900,EastCoast,894,2.43
3,Other,1975,4894,Central,895,1.89
5,Professional,1990,6301,WestCoast,896,2.09
4,Vocational,1985,2562,Central,897,2.68
36,Professional,1986,10391,EastCoast,898,2.31
28,Vocational,1965,4746,Central,899,2.57
12,Professional,1964,2658,EastCoast,900,1.97
31,Professional,1998,15223,WestCoast,901,2.72
5,Humanities,1978,7029,Central,902,2.41
30,STEM,1990,3769,EastCoast,903,3.05
4,Humanities,2002,2342,WestCoast,904,2.52
36,Humanities,2002,6215,Central,905,3.11
11,STEM,1962,104637,EastCoast,906,3.29
22,Buisness,1952,3861,EastCoast,907,2.36
41,Professional,1961,2394,EastCoast,908,1.91
21,Vocational,1990,4552,EastCoast,909,2.85
2,STEM,1991,2590,EastCoast,910,2.45
30,Professional,1973,4433,WestCoast,911,2.37
24,Other,1972,8114,EastCoast,912,3.01
4,Humanities,1994,3774,Central,913,3.01
13,Humanities,1963,5638,Central,914,1.78
12,Professional,1972,3266,Central,915,3.06
13,Humanities,1983,4065,EastCoast,916,2.11
0,Professional,1964,2878,EastCoast,917,2.03
11,Professional,1957,5260,Central,918,2.6
0,Other,1992,20687,EastCoast,919,2.73
20,Vocational,1997,6190,Central,920,2.45
45,STEM,1996,3357,EastCoast,921,2.13
14,Buisness,1995,5020,WestCoast,922,2.52
15,Professional,1983,11781,WestCoast,923,2.44
30,Professional,1952,6031,Central,924,2.28
8,STEM,1982,15673,WestCoast,925,2.38
19,Professional,1997,8936,WestCoast,926,2.92
11,Humanities,1998,3006,EastCoast,927,2.05
2,Humanities,1951,5852,WestCoast,928,2.35
11,Professional,1983,2581,Central,929,1.5
40,STEM,1995,4251,EastCoast,930,1.85
43,Buisness,1961,1386,Central,931,2.46
19,Vocational,2000,8081,EastCoast,932,2.08
58,Professional,1989,24257,Central,933,1.91
3,Professional,1984,10752,Central,934,2.39
0,Buisness,1983,4689,WestCoast,935,2.6
15,Humanities,1965,3123,Central,936,3.52
36,Humanities,1977,23513,EastCoast,937,2.66
8,Buisness,1990,3182,EastCoast,938,1.58
34,Buisness,1948,4604,EastCoast,939,2.33
8,Humanities,1967,18908,EastCoast,940,3.27
9,Buisness,1994,2951,EastCoast,941,2.54
7,STEM,1971,8623,WestCoast,942,2.33
36,STEM,1953,4465,Central,943,2.19
7,Buisness,1989,3431,EastCoast,944,1.99
14,Professional,1966,3851,Central,945,2.43
30,Buisness,1993,3481,Central,946,2.2
18,Humanities,1995,6527,EastCoast,947,2.37
15,Buisness,1948,5840,EastCoast,948,2.11
2,Humanities,1992,6870,EastCoast,949,2.23
9,Vocational,1990,4083,WestCoast,950,2.73
18,Humanities,1992,6752,Central,951,2.45
6,Humanities,1969,4657,WestCoast,952,2.87
137,Humanities,2001,2223,WestCoast,953,1.9
0,STEM,1977,4307,EastCoast,954,1.98
17,Vocational,1963,6446,EastCoast,955,2.53
22,Buisness,1962,27884,Central,956,1.94
13,STEM,1966,5392,Central,957,1.7
1,STEM,1965,10508,EastCoast,958,2.55
9,Professional,1995,6135,WestCoast,959,2.83
17,STEM,1973,15338,EastCoast,960,2.64
6,Buisness,1966,3743,WestCoast,961,3.04
13,STEM,1974,6299,EastCoast,962,2.27
39,Buisness,1987,3914,EastCoast,963,2.02
6,STEM,1969,4080,Central,964,3.4
10,Professional,1961,3567,Central,965,2.84
2,Professional,1958,3662,EastCoast,966,1.75
17,Humanities,1954,5820,EastCoast,967,3.53
17,Humanities,1974,5703,WestCoast,968,2.29
87,Other,1998,14869,EastCoast,969,2.07
14,Professional,1968,2896,Central,970,2.41
14,STEM,1961,7091,Central,971,1.62
37,Humanities,1968,17286,Central,972,2.09
6,STEM,1979,6639,Central,973,3.21
43,STEM,1989,17053,WestCoast,974,2.67
3,STEM,1949,1265,Central,975,2.76
7,STEM,1995,3564,EastCoast,976,2.1
22,Buisness,1971,5808,Central,977,2.28
78,Vocational,1978,2696,Central,978,3.24
3,Humanities,1957,5134,WestCoast,979,2.52
6,Other,1981,2962,Central,980,3.64
10,Professional,1969,3590,WestCoast,981,2.11
5,STEM,1999,5617,EastCoast,982,1.94
18,STEM,1952,4997,EastCoast,983,1.56
8,Professional,1951,3798,EastCoast,984,2.77
7,Humanities,1996,5842,Central,985,2.21
46,Humanities,1982,3859,Central,986,2.15
13,Buisness,2002,3358,EastCoast,987,2.5
4,STEM,1952,9066,WestCoast,988,2.4
36,Humanities,1990,4446,Central,989,3.04
8,Professional,1952,3462,WestCoast,990,2.76
1,Buisness,1981,3650,EastCoast,991,1.9
30,STEM,1970,10954,EastCoast,992,2.06
26,Humanities,1964,7233,EastCoast,993,2.47
1,Humanities,1998,4807,Central,994,1.84
2,Vocational,1992,2694,Central,995,2.44
18,Vocational,1965,2365,Central,996,2.22
3,STEM,1993,3178,Central,997,2.18
6,Professional,1972,3057,WestCoast,998,3.04
0,Humanities,1975,4448,WestCoast,999,2.31
28,Vocational,1984,9854,Central,1000,2.76
28,Vocational,1957,4986,Central,1001,2.8
3,Vocational,1963,4693,Central,1002,2.47
9,Humanities,1982,5431,Central,1003,3.41
21,STEM,2000,5513,Central,1004,2.34
3,STEM,1969,2842,Central,1005,2.71
25,Buisness,1976,1861,EastCoast,1006,1.53
6,Other,1969,4573,EastCoast,1007,2.25
4,Professional,2002,5572,EastCoast,1008,2.22
14,Humanities,1997,5976,WestCoast,1009,2.91
29,Humanities,1952,12424,EastCoast,1010,2.08
1,Buisness,1973,11932,WestCoast,1011,2.77
4,Professional,1954,5094,Central,1012,2.75
14,STEM,1979,2978,WestCoast,1013,2.89
21,Vocational,1968,6171,EastCoast,1014,2.66
58,Humanities,2002,4244,EastCoast,1015,2.2
4,Other,1966,5192,WestCoast,1016,1.99
12,Other,1976,6042,EastCoast,1017,2.08
19,Other,1973,3236,Central,1018,2.27
1,STEM,1984,6037,Central,1019,2.14
21,Vocational,1969,2545,EastCoast,1020,2.74
14,STEM,1958,37727,WestCoast,1021,2.45
7,Humanities,1993,5388,WestCoast,1022,2.42
41,Professional,1995,5440,WestCoast,1023,2.54
8,Buisness,1960,3122,EastCoast,1024,2.69
9,Other,1984,4595,EastCoast,1025,2.12
1,Other,1988,7115,EastCoast,1026,2.96
7,Professional,2001,37867,WestCoast,1027,2.24
1,Other,1981,21056,Central,1028,2.78
15,Vocational,1976,16865,EastCoast,1029,2.16
10,Humanities,1958,1951,WestCoast,1030,2.82
18,Vocational,1978,7155,WestCoast,1031,2.76
5,Professional,1971,10469,EastCoast,1032,1.83
38,Professional,1981,4783,WestCoast,1033,1.96
9,Vocational,1961,4930,Central,1034,2.67
3,STEM,1965,9721,Central,1035,2.03
13,STEM,1965,7710,Central,1036,2.06
1,Vocational,1990,11118,Central,1037,2.48
7,Humanities,1985,7993,Central,1038,2.54
8,Buisness,1957,102844,WestCoast,1039,2.6
6,Vocational,1951,6064,Central,1040,2.99
10,Humanities,1981,4173,EastCoast,1041,2.84
43,Professional,1969,5588,Central,1042,2.62
10,STEM,1969,1945,Central,1043,3.28
29,Vocational,1996,4281,Central,1044,2.92
69,Vocational,1994,5660,Central,1045,1.82
21,Buisness,1995,4838,EastCoast,1046,2.29
39,Professional,1978,3644,WestCoast,1047,2.24
2,Vocational,1981,8895,WestCoast,1048,3.17
56,Vocational,1999,5811,EastCoast,1049,3.87
8,Buisness,1968,6223,WestCoast,1050,2.56
13,Humanities,1992,2242,WestCoast,1051,2.37
18,Buisness,1983,2400,EastCoast,1052,3.25
23,Buisness,1956,4658,Central,1053,2.13
31,Professional,1995,26684,EastCoast,1054,2.74
13,Buisness,1981,5987,EastCoast,1055,2.47
13,Humanities,1984,3152,Central,1056,2.55
4,Vocational,1969,2259,WestCoast,1057,2.06
5,Buisness,1961,3676,EastCoast,1058,2.31
27,Humanities,1957,2258,Central,1059,2.97
1,Professional,1952,2672,Central,1060,2.45
9,Buisness,1984,4486,EastCoast,1061,2.27
5,Humanities,1966,3302,WestCoast,1062,2.96
16,Other,1979,1689,Central,1063,2.35
11,Other,1971,5220,EastCoast,1064,2.6
10,STEM,1970,1443,EastCoast,1065,2.57
10,Professional,1966,5145,WestCoast,1066,3.15
8,Other,1959,2193,EastCoast,1067,2.38
4,STEM,1950,5775,WestCoast,1068,3.14
4,Vocational,2003,5817,EastCoast,1069,2.28
21,Other,1977,4769,WestCoast,1070,2.52
14,Humanities,1956,2058,WestCoast,1071,1.75
21,STEM,1987,11210,EastCoast,1072,2.87
5,Vocational,1988,5173,EastCoast,1073,2.83
6,Vocational,1968,4102,Central,1074,2.34
7,Professional,1970,16064,Central,1075,2.71
15,Other,2000,7713,Central,1076,2.34
86,Vocational,1989,3171,WestCoast,1077,2.43
40,Professional,1993,4252,EastCoast,1078,2.07
24,Humanities,1994,2634,WestCoast,1079,2.24
8,Buisness,1965,2487,EastCoast,1080,2.71
10,STEM,1972,4510,WestCoast,1081,2.32
7,Other,1966,5510,Central,1082,2.17
