Grade,Score,Dozing ,Texting,Asking
F,41.43,Never,Never,Always
F,13.2,Sometimes,Never,Never
C,76.94,Sometimes,Always,Never
F,41.79,Always,Never,Never
A,92.3,Never,Sometimes,Never
A,91.89,Always,Always,Sometimes
F,12.74,Never,Always,Never
F,49.34,Always,Never,Sometimes
C,60.33,Never,Never,Never
F,49.34,Always,Always,Never
B,86.04,Always,Sometimes,Never
C,65.29,Sometimes,Sometimes,Always
F,41.83,Never,Never,Never
F,37.01,Never,Always,Sometimes
C,78.8,Never,Sometimes,Always
F,9.42,Never,Always,Never
A,92.68,Always,Never,Always
D,55.63,Sometimes,Sometimes,Never
C,73.17,Always,Never,Sometimes
D,52.62,Never,Always,Always
D,58.84,Sometimes,Sometimes,Sometimes
C,68.36,Always,Always,Always
D,55.69,Sometimes,Sometimes,Always
B,81.38,Always,Never,Always
C,79.6,Never,Sometimes,Sometimes
F,34.52,Sometimes,Always,Always
D,59.82,Never,Always,Sometimes
B,84.03,Never,Sometimes,Sometimes
F,49.3,Sometimes,Never,Sometimes
C,72.73,Always,Sometimes,Sometimes
B,80.36,Always,Always,Always
F,34.27,Sometimes,Never,Never
B,85.67,Always,Always,Sometimes
F,38.12,Never,Never,Always
A,92.69,Never,Always,Sometimes
F,4.23,Sometimes,Sometimes,Never
F,29.31,Sometimes,Always,Always
F,4.69,Never,Always,Sometimes
F,5.19,Always,Sometimes,Never
F,49.95,Always,Never,Sometimes
F,25.47,Always,Sometimes,Always
F,0.7,Never,Always,Sometimes
C,78.42,Sometimes,Sometimes,Always
F,5.82,Never,Sometimes,Sometimes
F,30.15,Always,Always,Always
F,15.13,Always,Never,Sometimes
D,58.28,Sometimes,Sometimes,Sometimes
F,10.32,Sometimes,Sometimes,Never
F,0.7,Always,Sometimes,Never
C,65.18,Never,Never,Sometimes
F,9.69,Never,Always,Never
F,5.19,Sometimes,Never,Sometimes
B,84.75,Always,Sometimes,Sometimes
F,3.25,Never,Always,Always
B,83.71,Always,Sometimes,Never
A,93.4,Never,Sometimes,Sometimes
F,34.24,Sometimes,Sometimes,Always
D,59.76,Sometimes,Sometimes,Always
F,42.03,Never,Always,Always
C,66.49,Sometimes,Always,Always
F,11.34,Always,Always,Always
C,75.57,Sometimes,Never,Never
D,50.55,Never,Always,Never
F,22.12,Sometimes,Sometimes,Never
F,12.21,Always,Sometimes,Sometimes
A,92.22,Always,Never,Always
B,86.63,Sometimes,Never,Never
C,77.23,Always,Never,Sometimes
F,6.91,Always,Never,Sometimes
F,43.82,Never,Never,Never
B,84.83,Sometimes,Sometimes,Always
F,38.38,Always,Never,Never
F,12.32,Never,Always,Sometimes
F,35.17,Sometimes,Never,Sometimes
F,36.97,Never,Sometimes,Never
C,77.99,Never,Always,Always
D,52.82,Sometimes,Never,Sometimes
B,87.63,Sometimes,Never,Sometimes
F,0.29,Never,Never,Never
D,54.7,Never,Never,Sometimes
B,81.58,Sometimes,Always,Never
F,27.16,Always,Always,Never
A,94.36,Never,Always,Always
D,52.73,Never,Always,Sometimes
D,59.61,Sometimes,Sometimes,Sometimes
F,4.35,Never,Sometimes,Sometimes
F,28.08,Sometimes,Never,Never
F,36.06,Never,Never,Sometimes
C,72.95,Never,Sometimes,Always
F,26.28,Always,Never,Always
F,25.85,Never,Sometimes,Never
C,66.55,Never,Never,Always
A,88.74,Never,Never,Always
F,34.55,Never,Always,Never
F,37.66,Never,Sometimes,Sometimes
D,53.27,Never,Sometimes,Always
F,49.38,Sometimes,Sometimes,Sometimes
F,22.78,Never,Always,Never
A,85.41,Sometimes,Always,Always
F,12.17,Sometimes,Never,Sometimes
F,40.19,Always,Sometimes,Always
F,41.15,Sometimes,Always,Sometimes
F,33.85,Always,Never,Never
F,31.21,Never,Always,Never
F,1.82,Always,Sometimes,Always
B,84.82,Always,Never,Never
B,82.11,Always,Never,Sometimes
F,9.41,Sometimes,Always,Never
F,19.67,Never,Always,Always
C,78.98,Never,Never,Always
C,79.92,Never,Always,Sometimes
F,35.23,Always,Sometimes,Always
D,57.5,Never,Sometimes,Never
F,21.91,Sometimes,Never,Never
D,53.5,Sometimes,Sometimes,Never
B,84.85,Always,Sometimes,Sometimes
B,83.65,Sometimes,Always,Sometimes
F,40.49,Never,Never,Never
C,61.95,Never,Always,Sometimes
A,97.78,Sometimes,Sometimes,Always
D,51.07,Sometimes,Sometimes,Sometimes
F,26.23,Always,Sometimes,Sometimes
F,41.99,Sometimes,Always,Sometimes
F,7.43,Sometimes,Always,Sometimes
F,23.96,Never,Sometimes,Always
C,69.42,Always,Always,Never
F,49.41,Never,Always,Sometimes
F,37.62,Sometimes,Always,Always
F,1.19,Always,Always,Always
C,78.74,Always,Sometimes,Never
F,2.49,Always,Never,Never
F,16.48,Sometimes,Always,Never
F,26.57,Sometimes,Never,Never
F,33.22,Never,Sometimes,Never
F,19.34,Never,Sometimes,Always
F,14.34,Never,Never,Never
F,44.55,Always,Never,Sometimes
C,75.38,Always,Sometimes,Always
C,66.88,Never,Sometimes,Always
C,63.7,Never,Sometimes,Sometimes
A,92.47,Never,Never,Never
C,76.54,Always,Always,Sometimes
F,25.13,Always,Always,Sometimes
F,31.68,Never,Sometimes,Always
F,19.97,Never,Sometimes,Sometimes
C,69.49,Always,Always,Never
C,73.19,Always,Sometimes,Sometimes
F,49.68,Always,Sometimes,Always
F,15.66,Never,Always,Always
C,78.96,Always,Always,Always
A,85.87,Sometimes,Always,Always
A,88.31,Sometimes,Never,Always
C,72.44,Always,Never,Sometimes
F,35.77,Sometimes,Sometimes,Always
C,70.03,Never,Never,Sometimes
F,14.45,Never,Never,Always
C,74.84,Never,Sometimes,Sometimes
F,3.37,Always,Never,Always
D,56.37,Sometimes,Sometimes,Never
F,27,Never,Always,Never
F,13.02,Always,Never,Never
F,20.08,Sometimes,Never,Always
F,37.23,Sometimes,Never,Always
F,3.55,Never,Sometimes,Never
C,79.41,Always,Never,Never
D,51.9,Never,Always,Never
F,31.01,Never,Never,Always
C,71.23,Always,Sometimes,Sometimes
F,48.98,Always,Always,Sometimes
F,31.01,Never,Sometimes,Sometimes
C,75.98,Never,Always,Never
D,56.13,Never,Never,Sometimes
A,94.76,Never,Never,Sometimes
C,75.34,Never,Never,Never
F,30.58,Sometimes,Never,Sometimes
F,31.4,Always,Never,Never
F,37.2,Always,Sometimes,Always
D,62.92,Always,Never,Always
B,84.16,Always,Never,Sometimes
A,94.16,Sometimes,Never,Sometimes
D,50.36,Never,Always,Sometimes
F,15.71,Always,Always,Sometimes
C,78.23,Never,Always,Always
C,79.46,Always,Always,Always
F,0.4,Sometimes,Sometimes,Sometimes
D,64.07,Always,Always,Always
C,69.99,Always,Sometimes,Always
F,19.68,Sometimes,Always,Never
F,17.87,Never,Sometimes,Never
F,2.24,Always,Always,Sometimes
A,90.79,Sometimes,Sometimes,Always
F,35.97,Always,Never,Always
F,10.28,Sometimes,Sometimes,Always
C,66.75,Always,Always,Always
A,92.62,Never,Sometimes,Never
C,67.9,Never,Sometimes,Sometimes
A,87.86,Sometimes,Sometimes,Always
C,79.49,Always,Never,Never
D,54.63,Sometimes,Always,Never
F,43.82,Sometimes,Sometimes,Always
F,29.14,Always,Never,Sometimes
F,27.71,Always,Always,Never
F,5.91,Sometimes,Sometimes,Always
F,41.91,Always,Never,Always
D,56.7,Never,Sometimes,Sometimes
F,9.8,Always,Always,Sometimes
A,90.07,Always,Always,Never
D,63.29,Never,Never,Always
F,40.58,Always,Sometimes,Never
F,25.32,Always,Sometimes,Sometimes
F,7.15,Sometimes,Never,Sometimes
F,33.65,Sometimes,Sometimes,Never
A,99.66,Always,Sometimes,Never
A,91.93,Always,Always,Always
F,28.74,Never,Sometimes,Always
C,76.07,Never,Never,Sometimes
F,43.41,Sometimes,Sometimes,Sometimes
B,89.41,Never,Sometimes,Never
F,27.49,Never,Never,Never
C,70.41,Never,Always,Sometimes
A,98.71,Never,Always,Never
F,30.18,Sometimes,Always,Always
C,63.8,Sometimes,Never,Sometimes
C,69.04,Always,Never,Sometimes
F,6.46,Sometimes,Always,Always
C,79.99,Always,Always,Always
C,75.36,Never,Never,Always
D,51.52,Sometimes,Always,Sometimes
C,74.94,Always,Never,Always
A,91.75,Always,Always,Never
F,35.8,Sometimes,Never,Always
F,49.22,Always,Sometimes,Always
F,39.99,Sometimes,Sometimes,Never
F,38.03,Always,Sometimes,Never
F,23.23,Always,Sometimes,Never
D,57.29,Never,Sometimes,Sometimes
F,28.38,Sometimes,Sometimes,Never
F,50,Never,Never,Never
F,1.49,Always,Sometimes,Always
A,98.83,Always,Sometimes,Never
D,56.18,Always,Always,Always
F,2.49,Always,Sometimes,Never
C,79.74,Sometimes,Never,Sometimes
C,67.77,Sometimes,Sometimes,Always
D,60.35,Sometimes,Always,Always
F,15.51,Always,Sometimes,Never
C,75.66,Never,Always,Sometimes
F,26.96,Always,Always,Sometimes
F,39.28,Always,Sometimes,Sometimes
F,3.42,Never,Always,Always
A,91.77,Never,Always,Sometimes
C,60.99,Always,Sometimes,Sometimes
B,85.47,Never,Never,Never
F,24.22,Sometimes,Always,Sometimes
F,28.94,Never,Sometimes,Sometimes
B,85.46,Always,Always,Never
C,60.04,Never,Sometimes,Sometimes
D,58.16,Never,Never,Sometimes
C,79.28,Never,Never,Never
C,65.59,Always,Sometimes,Never
C,64.14,Sometimes,Always,Sometimes
F,36.06,Always,Sometimes,Never
C,69.58,Sometimes,Sometimes,Always
A,98.3,Never,Sometimes,Sometimes
A,94.71,Always,Sometimes,Sometimes
F,40.95,Sometimes,Never,Sometimes
D,56,Always,Sometimes,Sometimes
D,52.1,Always,Always,Never
C,63.89,Sometimes,Always,Sometimes
F,38.9,Always,Never,Always
B,85.69,Sometimes,Always,Never
A,96.63,Sometimes,Always,Never
C,79.01,Sometimes,Never,Sometimes
A,97.17,Always,Always,Sometimes
C,72.73,Sometimes,Never,Sometimes
C,69.67,Always,Sometimes,Never
F,18.75,Sometimes,Sometimes,Always
F,47.02,Always,Never,Sometimes
A,93.13,Never,Never,Sometimes
F,2.93,Sometimes,Sometimes,Never
D,56.35,Sometimes,Always,Sometimes
F,10.11,Sometimes,Never,Sometimes
C,71.61,Always,Always,Sometimes
F,40.12,Always,Sometimes,Always
B,82.24,Sometimes,Sometimes,Always
F,13.18,Always,Always,Always
F,12.86,Always,Always,Never
F,28.12,Never,Sometimes,Sometimes
D,57.18,Sometimes,Never,Sometimes
F,18.87,Never,Sometimes,Never
C,69.42,Always,Never,Always
A,93.39,Never,Never,Always
F,37.88,Never,Always,Sometimes
D,52.02,Always,Always,Sometimes
F,5.13,Always,Always,Always
D,50.84,Sometimes,Sometimes,Always
F,7.14,Never,Never,Never
C,78.69,Always,Never,Sometimes
C,73.55,Always,Always,Never
F,18.69,Always,Always,Sometimes
F,32.56,Always,Sometimes,Sometimes
F,48.69,Always,Always,Always
A,93.85,Always,Always,Sometimes
F,14.43,Sometimes,Always,Sometimes
C,70.12,Never,Sometimes,Sometimes
F,40.22,Always,Sometimes,Always
F,8.78,Always,Sometimes,Always
F,16.38,Sometimes,Always,Never
F,17.52,Always,Sometimes,Never
A,98.87,Never,Never,Always
C,78.82,Never,Never,Never
C,73.33,Never,Never,Always
A,91.91,Always,Sometimes,Sometimes
F,7.12,Sometimes,Sometimes,Never
D,58.98,Always,Sometimes,Never
F,7.03,Always,Never,Never
F,43.9,Sometimes,Always,Always
F,35.47,Always,Always,Always
C,76.83,Sometimes,Always,Sometimes
B,84.68,Always,Always,Never
C,78.42,Never,Sometimes,Never
F,8.7,Never,Always,Never
B,88.81,Always,Always,Sometimes
A,94.76,Sometimes,Sometimes,Sometimes
B,81.54,Never,Never,Sometimes
F,46.29,Sometimes,Never,Never
A,94.25,Never,Sometimes,Never
C,78.97,Never,Always,Always
F,5.99,Sometimes,Sometimes,Sometimes
A,97.84,Never,Sometimes,Never
A,90.04,Sometimes,Always,Never
F,36.88,Never,Never,Never
F,14.43,Sometimes,Never,Always
F,28.95,Always,Sometimes,Never
B,83.36,Always,Always,Never
F,49.39,Never,Never,Sometimes
B,87.93,Always,Never,Sometimes
F,26.03,Always,Sometimes,Never
F,0.61,Never,Never,Always
F,15.39,Always,Never,Never
F,7.98,Never,Sometimes,Never
D,59.45,Always,Never,Always
F,46.95,Always,Never,Never
D,57.11,Sometimes,Sometimes,Always
F,27.21,Sometimes,Never,Sometimes
F,15.66,Always,Sometimes,Never
F,36.27,Always,Sometimes,Never
D,54.05,Always,Sometimes,Always
F,29.51,Never,Never,Never
B,80.85,Never,Always,Sometimes
A,93.3,Sometimes,Sometimes,Never
A,98.7,Sometimes,Never,Sometimes
A,87.29,Sometimes,Sometimes,Always
F,16.71,Never,Sometimes,Always
C,71.83,Always,Sometimes,Always
F,28.76,Never,Sometimes,Sometimes
D,57.6,Always,Always,Always
D,53.86,Sometimes,Sometimes,Always
F,36.59,Never,Never,Always
F,14.54,Always,Always,Never
C,78.73,Never,Always,Always
D,54.89,Always,Never,Sometimes
F,48.55,Never,Never,Never
A,95.51,Sometimes,Sometimes,Never
A,98.37,Always,Always,Never
F,32.28,Always,Never,Sometimes
C,60.71,Always,Always,Never
F,8.73,Always,Always,Never
F,28.11,Sometimes,Sometimes,Never
F,43.86,Sometimes,Always,Never
D,60.42,Always,Never,Always
B,82,Sometimes,Sometimes,Never
A,97.07,Sometimes,Always,Sometimes
F,8.44,Sometimes,Never,Always
B,80.32,Never,Always,Always
F,9.85,Never,Sometimes,Never
B,80.33,Always,Sometimes,Sometimes
B,84.28,Always,Never,Never
B,87.62,Sometimes,Sometimes,Sometimes
F,7.91,Never,Always,Sometimes
C,71.48,Sometimes,Sometimes,Never
A,94.6,Always,Sometimes,Always
B,85.89,Never,Sometimes,Sometimes
C,68.26,Never,Sometimes,Sometimes
A,93.98,Always,Sometimes,Never
F,43.74,Never,Always,Always
F,3.06,Always,Never,Always
B,88.53,Sometimes,Never,Sometimes
F,10.6,Never,Never,Always
F,27.41,Sometimes,Sometimes,Always
C,65.36,Sometimes,Always,Sometimes
A,90.07,Never,Never,Sometimes
B,80.67,Never,Sometimes,Never
F,18.82,Sometimes,Never,Always
F,38.03,Never,Always,Sometimes
B,80.57,Never,Always,Never
C,67.67,Always,Sometimes,Always
A,96.46,Always,Sometimes,Never
F,24.66,Never,Sometimes,Sometimes
A,96.68,Sometimes,Never,Always
F,29.55,Never,Sometimes,Always
C,73.14,Sometimes,Sometimes,Never
A,93.79,Always,Always,Sometimes
F,15.39,Always,Always,Never
B,81.16,Never,Sometimes,Sometimes
B,84.13,Never,Never,Sometimes
F,10.36,Always,Sometimes,Always
F,41.71,Sometimes,Sometimes,Always
F,9.94,Sometimes,Sometimes,Sometimes
D,55.08,Never,Always,Always
F,39.17,Never,Never,Always
F,21.51,Never,Never,Sometimes
F,49.87,Never,Always,Always
F,12.81,Sometimes,Never,Never
F,14.77,Sometimes,Never,Sometimes
C,78.73,Sometimes,Always,Never
C,77.71,Sometimes,Never,Never
F,18.78,Always,Sometimes,Sometimes
F,10.47,Always,Never,Always
F,10.79,Never,Never,Never
F,7.86,Never,Sometimes,Never
F,20.57,Sometimes,Never,Never
F,36,Always,Sometimes,Always
B,85.27,Always,Never,Never
C,74.51,Sometimes,Never,Never
C,62.88,Never,Sometimes,Never
F,44.03,Always,Sometimes,Always
C,74.4,Always,Always,Always
F,48.94,Sometimes,Sometimes,Always
F,9.74,Always,Always,Always
C,62.28,Always,Never,Sometimes
F,36.21,Always,Never,Sometimes
F,4.84,Always,Sometimes,Never
B,80.37,Sometimes,Never,Always
F,48.63,Always,Sometimes,Sometimes
F,26.38,Sometimes,Never,Never
F,42.1,Sometimes,Sometimes,Never
C,61.63,Never,Always,Sometimes
F,27.41,Sometimes,Always,Never
F,37.07,Always,Never,Always
F,0.47,Never,Sometimes,Never
F,26.32,Sometimes,Sometimes,Sometimes
D,52.29,Never,Always,Always
F,9.83,Never,Sometimes,Never
F,18.29,Never,Sometimes,Sometimes
F,7.87,Never,Always,Sometimes
D,53.84,Always,Sometimes,Sometimes
A,99.08,Always,Sometimes,Always
D,62.91,Always,Never,Always
F,12.3,Sometimes,Sometimes,Always
F,31.19,Never,Always,Never
B,84.41,Always,Never,Sometimes
F,19.94,Always,Sometimes,Sometimes
A,96.19,Sometimes,Never,Never
F,29.75,Always,Never,Never
D,52.57,Sometimes,Sometimes,Never
B,88.95,Never,Never,Never
D,58.23,Sometimes,Never,Always
F,47.55,Always,Sometimes,Always
F,38.7,Sometimes,Never,Sometimes
A,94.28,Never,Always,Never
C,72.43,Sometimes,Never,Always
B,85.76,Never,Never,Never
F,48.72,Never,Always,Always
D,58.73,Always,Always,Always
F,48.18,Never,Never,Sometimes
C,65.01,Always,Always,Never
F,14.74,Never,Always,Never
F,27.04,Never,Never,Always
C,64.06,Never,Never,Never
F,17.34,Never,Sometimes,Sometimes
F,7.4,Always,Always,Always
F,7.01,Always,Never,Sometimes
A,97.36,Never,Always,Always
F,48.77,Always,Sometimes,Never
C,73.04,Never,Always,Never
D,61.13,Never,Never,Always
C,78.83,Sometimes,Never,Sometimes
A,92.93,Always,Always,Never
A,93.67,Never,Always,Always
F,48.15,Never,Sometimes,Always
A,91.7,Never,Never,Always
F,32.19,Sometimes,Never,Always
B,88.2,Never,Always,Never
D,60.43,Always,Always,Always
F,30.26,Never,Never,Never
F,32.36,Always,Never,Never
F,14.16,Sometimes,Always,Always
F,44.96,Sometimes,Sometimes,Never
F,39.82,Always,Sometimes,Always
A,97.4,Never,Never,Never
A,96.26,Sometimes,Sometimes,Always
F,9.84,Always,Always,Sometimes
A,90.93,Never,Sometimes,Never
F,37.71,Sometimes,Never,Never
F,21.63,Sometimes,Always,Never
C,68.55,Always,Never,Always
F,2.22,Never,Always,Sometimes
F,37.12,Sometimes,Never,Sometimes
F,48.86,Always,Never,Sometimes
B,83.27,Sometimes,Never,Never
F,34.46,Sometimes,Sometimes,Sometimes
F,14.97,Always,Sometimes,Never
C,78.71,Sometimes,Sometimes,Never
A,93.07,Always,Never,Sometimes
B,86.21,Sometimes,Always,Never
F,49.34,Sometimes,Never,Always
C,63.63,Always,Always,Never
F,28.27,Sometimes,Always,Always
F,21.3,Never,Sometimes,Always
F,47.16,Sometimes,Never,Sometimes
D,50.82,Sometimes,Never,Sometimes
F,7.37,Never,Sometimes,Always
C,75.67,Sometimes,Sometimes,Always
D,55.68,Always,Always,Sometimes
F,48.18,Never,Sometimes,Sometimes
C,69.73,Always,Sometimes,Always
D,56.44,Never,Sometimes,Always
F,28.99,Always,Always,Never
D,56.96,Never,Never,Never
C,66.14,Never,Sometimes,Always
F,10.23,Sometimes,Never,Never
F,14.22,Never,Sometimes,Sometimes
C,70.95,Always,Always,Never
F,22.83,Never,Always,Never
C,75.49,Always,Never,Sometimes
D,54.45,Always,Always,Always
F,28.48,Always,Always,Sometimes
F,12.11,Sometimes,Always,Never
F,35.51,Sometimes,Never,Never
F,22.4,Sometimes,Sometimes,Never
B,89.01,Never,Always,Never
F,20.55,Always,Always,Sometimes
F,36.73,Always,Always,Never
C,74.39,Never,Always,Never
F,20.88,Sometimes,Sometimes,Sometimes
F,46.33,Never,Sometimes,Never
F,8.27,Never,Never,Sometimes
C,76.71,Always,Always,Always
F,24.76,Sometimes,Sometimes,Sometimes
C,66.63,Sometimes,Never,Sometimes
A,91.38,Always,Sometimes,Always
F,21.15,Sometimes,Sometimes,Always
F,12.08,Never,Always,Sometimes
B,85.66,Sometimes,Never,Sometimes
D,56.83,Always,Always,Always
F,29.28,Always,Always,Sometimes
A,97.74,Sometimes,Never,Sometimes
F,29.79,Sometimes,Sometimes,Never
C,72.8,Always,Never,Sometimes
F,4.45,Never,Never,Sometimes
F,44.57,Always,Never,Sometimes
F,18.45,Always,Never,Sometimes
F,42.81,Sometimes,Always,Never
C,79.3,Never,Never,Always
D,53.61,Never,Sometimes,Never
C,67.8,Never,Sometimes,Never
F,7.31,Always,Never,Always
F,12.5,Never,Sometimes,Sometimes
F,28.25,Always,Always,Always
D,60.49,Sometimes,Never,Always
F,27.58,Sometimes,Sometimes,Always
F,0.95,Never,Never,Never
A,96.41,Never,Never,Never
F,30.61,Always,Sometimes,Sometimes
F,32.24,Never,Never,Always
F,24.83,Always,Always,Never
A,90.68,Never,Always,Sometimes
F,10.4,Sometimes,Never,Never
A,95.2,Never,Sometimes,Sometimes
F,16.98,Always,Never,Never
F,32.34,Always,Always,Sometimes
F,19.42,Never,Always,Never
F,25.68,Always,Sometimes,Never
F,42.09,Sometimes,Never,Always
F,32.42,Sometimes,Always,Always
F,29.98,Never,Always,Never
B,81.85,Never,Never,Never
F,3.08,Never,Never,Sometimes
F,39.31,Always,Never,Sometimes
F,13.96,Never,Always,Always
C,73.1,Always,Sometimes,Never
C,71.97,Sometimes,Always,Sometimes
F,24.5,Always,Always,Always
F,6.09,Never,Never,Sometimes
F,18.69,Never,Never,Never
D,50.43,Never,Sometimes,Always
C,74.41,Always,Never,Never
A,90.05,Always,Sometimes,Sometimes
B,83.85,Never,Never,Always
C,75.47,Sometimes,Never,Sometimes
F,1.85,Sometimes,Never,Never
A,95.8,Always,Always,Always
F,34.84,Sometimes,Sometimes,Sometimes
F,21.49,Always,Never,Sometimes
A,95.66,Always,Always,Always
F,14.43,Sometimes,Sometimes,Sometimes
F,22.6,Always,Never,Always
A,90.76,Sometimes,Sometimes,Always
F,25.08,Never,Never,Sometimes
F,38.24,Never,Never,Always
C,62.62,Always,Never,Sometimes
A,94.96,Never,Sometimes,Always
A,90.26,Always,Always,Sometimes
F,26.41,Never,Sometimes,Never
C,75.59,Never,Always,Always
F,38.67,Never,Sometimes,Sometimes
F,21.1,Never,Never,Always
F,28.35,Sometimes,Never,Always
F,47.04,Always,Sometimes,Always
F,5.97,Always,Always,Always
C,78.29,Always,Never,Sometimes
F,14.42,Sometimes,Sometimes,Sometimes
F,5.28,Never,Never,Sometimes
F,22.21,Always,Sometimes,Always
C,67.84,Sometimes,Never,Never
F,42.02,Sometimes,Always,Sometimes
C,66.63,Sometimes,Always,Never
F,14.54,Never,Always,Always
C,70.37,Sometimes,Always,Sometimes
F,1.3,Always,Always,Sometimes
F,1.48,Never,Never,Sometimes
F,45.86,Sometimes,Always,Never
A,94.32,Always,Sometimes,Always
D,52.77,Never,Sometimes,Always
C,72.92,Always,Never,Always
F,35.82,Never,Sometimes,Never
F,30.64,Always,Always,Always
C,61.42,Never,Always,Never
D,52.06,Sometimes,Sometimes,Always
C,79.04,Sometimes,Sometimes,Never
B,81.02,Sometimes,Never,Never
F,36.28,Always,Never,Always
F,33.22,Sometimes,Never,Sometimes
F,24.37,Never,Sometimes,Always
B,85.06,Sometimes,Never,Sometimes
B,83.74,Sometimes,Always,Never
F,26.45,Never,Never,Never
F,19.21,Sometimes,Sometimes,Never
F,17.25,Sometimes,Sometimes,Always
F,46.54,Never,Sometimes,Sometimes
F,22.94,Never,Never,Always
